uid,domainID,siteID,namedLocation,collectDate,sampleID,sampleCode,sampleCondition,laboratoryName,analysisDate,analyzedBy,sampleType,replicate,sampleVolumeFiltered,filterSize,percentFilterAnalyzed,dilutionFactor,solventVolume,responseFactor,acidificationResponseFactor,fluorometerSensitivitySetting,preAcidificationFluorescence,postAcidificationFluorescence,analyte,analyteConcentration,plantAlgaeLabUnits,testMethod,method,acidTreatment,externalRemarks,externalLabDataQF,publicationDate,release
7ec816a0-9dd1-4523-8198-7fc1afc19643,D03,SUGG,SUGG.AOS.buoy.c0,2014-07-15,SUGG.20140715.PHYTOPLANKTON.1,,,Academy of Natural Sciences of Drexel University,2015-03-04,OKgcKejxXbI=,13C15N,1,,25,100,,,,,,,,d15N,22.18,perMill,ANSP P-16-202 Rev0,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211623Z,RELEASE-2022
090ad065-def5-4ac2-81ea-f69a584cf3a3,D03,SUGG,SUGG.AOS.buoy.c0,2014-07-15,SUGG.20140715.PHYTOPLANKTON.1,,,Academy of Natural Sciences of Drexel University,2014-09-03,OKgcKejxXbI=,CN,2,,25,100,,,,,,,,nitrogen,297.93,microgramsPerLiter,ANSP P-16-54 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211623Z,RELEASE-2022
49c64b78-1707-4a80-8699-c9544baf8461,D03,SUGG,SUGG.AOS.littoral2,2014-07-15,SUGG.20140715.PHYTOPLANKTON.3,,,Academy of Natural Sciences of Drexel University,2015-03-04,OKgcKejxXbI=,13C15N,2,,25,100,,,,,,,,d13C,-34.71,perMill,ANSP P-16-202 Rev0,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211623Z,RELEASE-2022
0d9f9936-963a-4e29-9fa9-daba16be835c,D03,SUGG,SUGG.AOS.riparian.point.08,2014-07-15,SUGG.20140715.EPIPHYTON.6,,,Academy of Natural Sciences of Drexel University,2015-03-12,OKgcKejxXbI=,13C15N,1,,25,75,,,,,,,,d13C,-36.06,perMill,ANSP P-16-202 Rev0,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211623Z,RELEASE-2022
770ddfc1-4e6c-4e8a-ad90-cdfbaca5a4f8,D03,SUGG,SUGG.AOS.riparian.point.06,2014-07-15,SUGG.20140715.EPIPHYTON.8,,,Academy of Natural Sciences of Drexel University,2014-09-03,OKgcKejxXbI=,CN,2,,25,100,,,,,,,,nitrogen,18437.22,microgramsPerLiter,ANSP P-16-54 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211623Z,RELEASE-2022
090c2029-f421-4147-bd62-ae67471f39b7,D03,SUGG,SUGG.AOS.riparian.point.10,2014-07-15,SUGG.20140715.EPIPHYTON.4,,,Academy of Natural Sciences of Drexel University,2015-01-28,+IoRzddUq5A=,P,1,,25,100,,,,,,,,phosphorus,3712.8,microgramsPerLiter,ANSP P-16-114 Rev2; ANSP P-16_95 Rev3,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211623Z,RELEASE-2022
7fe3e67b-63cf-4a16-8f56-974f5d38c00d,D03,SUGG,SUGG.AOS.riparian.point.02,2014-07-15,SUGG.20140715.EPIPHYTON.2,,,Academy of Natural Sciences of Drexel University,2015-03-13,OKgcKejxXbI=,13C15N,2,,25,50,,,,,,,,d13C,-28.66,perMill,ANSP P-16-202 Rev0,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211623Z,RELEASE-2022
00b76040-9a4b-46ba-a859-e9fa96301326,D03,SUGG,SUGG.AOS.riparian.point.04,2014-07-15,SUGG.20140715.EPIPHYTON.10,,,Academy of Natural Sciences of Drexel University,2014-12-10,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211623Z,RELEASE-2022
7ec527dc-83c6-4275-ac62-eb5c7bd5e753,D03,SUGG,SUGG.AOS.riparian.point.10,2014-07-15,SUGG.20140715.EPIPHYTON.4,,,Academy of Natural Sciences of Drexel University,2014-12-10,Txt9C5i/u7k=,chlorophyll/pheophytin,2,,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211623Z,RELEASE-2022
152c4024-9248-4574-a056-b23def883b14,D03,SUGG,SUGG.AOS.riparian.point.06,2014-07-15,SUGG.20140715.EPIPHYTON.8,,,Academy of Natural Sciences of Drexel University,2015-03-12,OKgcKejxXbI=,13C15N,2,,25,75,,,,,,,,d13C,-31.33,perMill,ANSP P-16-202 Rev0,,N,,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20220110T211623Z,RELEASE-2022
cf8f8ffb-50b5-4db7-af09-f950e089d36b,D03,SUGG,SUGG.AOS.buoy.c0,2014-07-15,SUGG.20140715.PHYTOPLANKTON.1,,,Academy of Natural Sciences of Drexel University,2014-09-03,OKgcKejxXbI=,CN,1,,25,100,,,,,,,,nitrogen,333.73,microgramsPerLiter,ANSP P-16-54 Rev2,,"",,legacyData|Did not meet quality audit requirements for analysis audit,20220110T211623Z,RELEASE-2022
1502293f-7883-42d8-97af-300753c3834f,D03,SUGG,SUGG.AOS.riparian.point.07,2015-07-14,SUGG.20150714.EPIPHYTON.4,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,2,5,25,100,,,,,,,,d13C,-31.86,perMill,ANSP P-16-202 Rev0,,N,poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
008c02cd-d06f-4d0c-9f1e-b69bc7f74e4e,D03,SUGG,SUGG.AOS.littoral1,2015-07-14,SUGG.20150714.PHYTOPLANKTON.2,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2016-06-01,Txt9C5i/u7k=,chlorophyll/pheophytin,2,250,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",Not folded,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
0c3206ed-0878-410b-8066-6dfdd78008d0,D03,SUGG,SUGG.AOS.riparian.point.07,2015-07-14,SUGG.20150714.EPIPHYTON.4,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,2,5,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
f30f752b-7bf0-473f-bb15-c22e7b493060,D03,SUGG,SUGG.AOS.riparian.point.07,2015-07-14,SUGG.20150714.EPIPHYTON.4,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,1,5,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",Slight poor folding; sample leakage,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
a8e6565e-c85f-4d3e-9a66-dc62a93253de,D03,SUGG,SUGG.AOS.riparian.point.05,2015-07-14,SUGG.20150714.EPIPHYTON.5,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,2,5,25,100,,,,,,,,d15N,5.45,perMill,ANSP P-16-202 Rev0,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
1fdcc787-8991-4c31-b417-677d67981b60,D03,SUGG,SUGG.AOS.riparian.point.01,2015-07-14,SUGG.20150714.EPIPHYTON.2,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,2,5,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
c617417d-ebc5-4eaf-8e0e-ebe9075ff936,D03,SUGG,SUGG.AOS.buoy.c0,2015-07-14,SUGG.20150714.PHYTOPLANKTON.1,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,250,25,100,,,,,,,,d34S,7.38,perMill,SO2 EA-combustion-IRMS method,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
4970141c-c42b-440a-b58d-e3efab5098c5,D03,SUGG,SUGG.AOS.riparian.point.03,2015-07-14,SUGG.20150714.EPIPHYTON.1,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,2,5,25,100,,,,,,,,d34S,15.61,perMill,SO2 EA-combustion-IRMS method,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
2cabe582-6d52-4963-bda4-11b15273967b,D03,SUGG,SUGG.AOS.buoy.c0,2015-07-14,SUGG.20150714.PHYTOPLANKTON.1,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,2,250,25,100,,,,,,,,d15N,,perMill,ANSP P-16-202 Rev0,,"",not enough sample for analysis,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
8c05bcdb-21a7-41b4-9f4a-700816f45e36,D03,SUGG,SUGG.AOS.riparian.point.01,2015-07-14,SUGG.20150714.EPIPHYTON.2,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,2,5,25,100,,,,,,,,d15N,5.68,perMill,ANSP P-16-202 Rev0,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
47a3c042-e34f-4b57-975e-4612c6caad4b,D03,SUGG,SUGG.AOS.riparian.point.01,2015-07-14,SUGG.20150714.EPIPHYTON.2,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,1,5,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
352f0848-89dc-430e-a851-884b60f84d84,D03,SUGG,SUGG.AOS.littoral2,2015-07-14,SUGG.20150714.PHYTOPLANKTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-01,Txt9C5i/u7k=,chlorophyll/pheophytin,2,35,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",Difference in volumes,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
151982a4-f741-48c0-81b7-37dfb4067d69,D03,SUGG,SUGG.AOS.riparian.point.09,2015-07-14,SUGG.20150714.EPIPHYTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,2,3,25,100,,,,,,,,nitrogen,26134.02,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
cdec8200-0e49-4fac-91e0-435ceec9b4ab,D03,SUGG,SUGG.AOS.riparian.point.07,2015-07-14,SUGG.20150714.EPIPHYTON.4,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,5,25,100,,,,,,,,carbon,322388.98,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
2e265f3f-d43a-4626-8543-b41bbb6a8dd5,D03,SUGG,SUGG.AOS.littoral2,2015-07-14,SUGG.20150714.PHYTOPLANKTON.3,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,2,25,25,100,,,,,,,,d13C,-24.96,perMill,ANSP P-16-202 Rev0,,N,poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
bd034102-cf54-4b9a-a8bb-8a4935f0c330,D03,SUGG,SUGG.AOS.riparian.point.01,2015-07-14,SUGG.20150714.EPIPHYTON.2,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,5,25,100,,,,,,,,d13C,-29.66,perMill,ANSP P-16-202 Rev0,,N,poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
23bef233-e885-4a75-99e8-e6b22a804a22,D03,SUGG,SUGG.AOS.riparian.point.05,2015-07-14,SUGG.20150714.EPIPHYTON.5,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,1,5,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
f7150bc0-dfa5-425a-a34a-13c5a454683b,D03,SUGG,SUGG.AOS.riparian.point.09,2015-07-14,SUGG.20150714.EPIPHYTON.3,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,2,3,25,100,,,,,,,,d13C,-32.18,perMill,ANSP P-16-202 Rev0,,N,poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
6f57c7fb-0b40-490d-bd7f-d861b7751655,D03,SUGG,SUGG.AOS.riparian.point.03,2015-07-14,SUGG.20150714.EPIPHYTON.1,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,5,25,100,,,,,,,,carbon,113935.26,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
7d35ed2b-7cb3-4054-8393-5056254dfae0,D03,SUGG,SUGG.AOS.littoral2,2015-07-14,SUGG.20150714.PHYTOPLANKTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,25,25,100,,,,,,,,carbon,2168.32,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
6663192e-8269-4771-b8ff-b77225a0a042,D03,SUGG,SUGG.AOS.riparian.point.03,2015-07-14,SUGG.20150714.EPIPHYTON.1,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,5,25,100,,,,,,,,d15N,4.6,perMill,ANSP P-16-202 Rev0,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
cf2b3c8d-cb47-44a1-b337-f2051bebea7d,D03,SUGG,SUGG.AOS.riparian.point.03,2015-07-14,SUGG.20150714.EPIPHYTON.1,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,1,5,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
9ef1e9cf-2e61-414c-bcc1-946abf5c3092,D03,SUGG,SUGG.AOS.riparian.point.09,2015-07-14,SUGG.20150714.EPIPHYTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,2,3,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
fc40480d-8b76-4d43-b02b-322d23df9d51,D03,SUGG,SUGG.AOS.buoy.c0,2015-07-14,SUGG.20150714.PHYTOPLANKTON.1,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,250,25,100,,,,,,,,nitrogen,87.43,microgramsPerLiter,ANSP P-16-54 Rev2,,"",Difference in volume filtered,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
315aa5d2-5c9f-4c1b-8037-34dacfda2bef,D03,SUGG,SUGG.AOS.riparian.point.09,2015-07-14,SUGG.20150714.EPIPHYTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-15,+IoRzddUq5A=,P,1,3,25,100,,,,,,,,phosphorus,3440.67,microgramsPerLiter,ANSP P-16-114 Rev2; ANSP P-16_95 Rev3,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
6e1b48e5-b2cb-428b-a00d-bc459da17596,D03,SUGG,SUGG.AOS.riparian.point.07,2015-07-14,SUGG.20150714.EPIPHYTON.4,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,5,25,100,,,,,,,,nitrogen,29125.87,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
6b8f665a-ff97-4d80-9636-f473357d543f,D03,SUGG,SUGG.AOS.littoral2,2015-07-14,SUGG.20150714.PHYTOPLANKTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-01,Txt9C5i/u7k=,chlorophyll/pheophytin,1,35,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",Difference in volumes,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
644cc34b-2f17-4e89-b1e0-cf5a4bd7a3f3,D03,SUGG,SUGG.AOS.littoral1,2015-07-14,SUGG.20150714.PHYTOPLANKTON.2,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,250,25,100,,,,,,,,d15N,4.69,perMill,ANSP P-16-202 Rev0,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
32e69bb4-c96b-45fd-8b9f-37bc6cafa365,D03,SUGG,SUGG.AOS.littoral1,2015-07-14,SUGG.20150714.PHYTOPLANKTON.2,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,2,250,25,100,,,,,,,,nitrogen,81.56,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
35e3858f-ffcc-40bc-a59f-7c771bcdab42,D03,SUGG,SUGG.AOS.riparian.point.09,2015-07-14,SUGG.20150714.EPIPHYTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,2,3,25,100,,,,,,,,carbon,350213.32,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
9ef97c5e-2418-45d3-af61-a800292caf50,D03,SUGG,SUGG.AOS.riparian.point.09,2015-07-14,SUGG.20150714.EPIPHYTON.3,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,3,25,100,,,,,,,,d13C,-34.36,perMill,ANSP P-16-202 Rev0,,N,poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
6915b1bb-a74c-4b95-a103-41aa581ac906,D03,SUGG,SUGG.AOS.riparian.point.03,2015-07-14,SUGG.20150714.EPIPHYTON.1,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,2,5,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
822f407c-e745-44f4-8503-7bc34e8efb62,D03,SUGG,SUGG.AOS.riparian.point.01,2015-07-14,SUGG.20150714.EPIPHYTON.2,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,5,25,100,,,,,,,,d15N,4.27,perMill,ANSP P-16-202 Rev0,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
5284247b-fe4c-462a-a386-d2965e5ba12a,D03,SUGG,SUGG.AOS.buoy.c0,2015-07-14,SUGG.20150714.PHYTOPLANKTON.1,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,2,350,25,100,,,,,,,,nitrogen,70.41,microgramsPerLiter,ANSP P-16-54 Rev2,,"",Difference in volume filtered,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
30ab3d59-dd67-4e65-bd8d-12963daab484,D03,SUGG,SUGG.AOS.riparian.point.01,2015-07-14,SUGG.20150714.EPIPHYTON.2,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,5,25,100,,,,,,,,carbon,219378.25,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
b8adb4be-b846-435c-8e35-84a73a4305fc,D03,SUGG,SUGG.AOS.littoral2,2015-07-14,SUGG.20150714.PHYTOPLANKTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,2,25,25,100,,,,,,,,nitrogen,606.74,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
9b8ed94f-7f03-4248-9e58-6dbea7f5c5e5,D03,SUGG,SUGG.AOS.buoy.c0,2015-07-14,SUGG.20150714.PHYTOPLANKTON.1,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-01,Txt9C5i/u7k=,chlorophyll/pheophytin,1,250,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
48ee104f-4c0b-4485-bf37-30400edd0a60,D03,SUGG,SUGG.AOS.riparian.point.03,2015-07-14,SUGG.20150714.EPIPHYTON.1,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,2,5,25,100,,,,,,,,d13C,-30.86,perMill,ANSP P-16-202 Rev0,,N,poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
24b2b525-81ec-4106-82ec-d925e4c29d88,D03,SUGG,SUGG.AOS.riparian.point.05,2015-07-14,SUGG.20150714.EPIPHYTON.5,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,2,5,25,100,,,,,,,,carbon,212389.91,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
5354713f-e70d-4e61-97e6-171f19ddb8ac,D03,SUGG,SUGG.AOS.buoy.c0,2015-07-14,SUGG.20150714.PHYTOPLANKTON.1,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,1,250,25,100,,,,,,,,d15N,6.46,perMill,ANSP P-16-202 Rev0,,"",poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
4210529f-d6f2-4d9e-bd21-ad3409c3b7a9,D03,SUGG,SUGG.AOS.littoral1,2015-07-14,SUGG.20150714.PHYTOPLANKTON.2,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2017-04-04,OKgcKejxXbI=,13C15N,2,250,25,100,,,,,,,,d13C,-28.54,perMill,ANSP P-16-202 Rev0,,N,poor filter preservation,legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
969ba226-7036-4a9e-ad5b-db51876a2f26,D03,SUGG,SUGG.AOS.littoral1,2015-07-14,SUGG.20150714.PHYTOPLANKTON.2,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,250,25,100,,,,,,,,nitrogen,62.16,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
b7c9796c-c4c6-4310-aa15-bfab3d668036,D03,SUGG,SUGG.AOS.riparian.point.07,2015-07-14,SUGG.20150714.EPIPHYTON.4,,other (specify in remarks),Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,1,5,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"",Slight poor folding; sample leakage,legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
ed865a4a-a927-4560-adfa-3af21db9b91e,D03,SUGG,SUGG.AOS.riparian.point.09,2015-07-14,SUGG.20150714.EPIPHYTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,2,3,25,100,,,,,,,,pheophytin,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
819b8f0c-0a40-4199-a134-a032086d3727,D03,SUGG,SUGG.AOS.riparian.point.07,2015-07-14,SUGG.20150714.EPIPHYTON.4,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,2,5,25,100,,,,,,,,carbon,493255.21,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
7faafb59-26ae-49ee-96b3-955cbf716b84,D03,SUGG,SUGG.AOS.riparian.point.03,2015-07-14,SUGG.20150714.EPIPHYTON.1,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,5,25,100,,,,,,,,nitrogen,14826.6,microgramsPerLiter,ANSP P-16-54 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
e7f2a5e6-cd7a-492b-97a7-d0bb394fe179,D03,SUGG,SUGG.AOS.riparian.point.09,2015-07-14,SUGG.20150714.EPIPHYTON.3,,condition ok,Academy of Natural Sciences of Drexel University,2016-08-01,OKgcKejxXbI=,CN,1,3,25,100,,,,,,,,carbon,640004.63,microgramsPerLiter,ANSP P-16-54 Rev2,,N,"",legacyData|Did not meet quality audit requirements for analysis audit|acidTreatmentSOPNotFollowed,20211221T205542Z,RELEASE-2022
404c2591-934a-40c3-bc28-fe5e10e542cb,D03,SUGG,SUGG.AOS.riparian.point.05,2015-07-14,SUGG.20150714.EPIPHYTON.5,,condition ok,Academy of Natural Sciences of Drexel University,2016-06-02,Txt9C5i/u7k=,chlorophyll/pheophytin,2,5,25,100,,,,,,,,chlorophyll a,,microgramsPerLiter,ANSP P-16-92 Rev2,,"","",legacyData|Did not meet quality audit requirements for analysis audit,20211221T205542Z,RELEASE-2022
