uid,startDate,endDate,analyte,sampleType,instrument,testMethod,method,qaReferenceID,standardReferenceKnownValue,standardReferenceMeasuredMean,analyteAccuracy,analyteStandardDeviation,analyteMetricsCount,laboratoryName,labSpecificStartDate,labSpecificEndDate,publicationDate
7676d613-93ca-4262-b116-fce13ff423d1,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,32.86,0.05,0.2,,SIRFER Lab at University of Utah,2018-10-18,2018-12-05,20211222T042143Z
b8a1f43c-bc36-4f3c-93e9-901819616685,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.12,,SIRFER Lab at University of Utah,2018-11-06,2018-11-07,20211222T042143Z
47c1b477-29bf-4e77-858e-1fd60588b0ec,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.25,,SIRFER Lab at University of Utah,2018-10-11,2018-10-13,20211222T042143Z
2024c48e-a57e-4d46-b191-49f2f501795b,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,33,-0.09,0.21,,SIRFER Lab at University of Utah,2018-11-12,2018-11-26,20211222T042143Z
3321d6a4-52ff-4bde-a5d1-1854ccf54f76,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.15,,SIRFER Lab at University of Utah,2018-12-11,2018-12-13,20211222T042143Z
0fd24558-08c3-4a5e-a03b-7616341d12ff,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.82,-0.01,0.61,,SIRFER Lab at University of Utah,2018-11-25,2018-11-26,20211222T042143Z
be4fa706-f641-4a29-a057-7fe0fa511523,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-1,12.94,12.97,-0.03,0.42,,SIRFER Lab at University of Utah,2018-11-13,2019-01-25,20211222T042143Z
6b84ad76-3cae-42b7-b0fd-d7743c02df0c,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.1,,SIRFER Lab at University of Utah,2018-12-11,2018-12-13,20211222T042143Z
b3660d62-0715-4d1b-934a-650547686524,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-1,17.94,17.94,0,0.18,,SIRFER Lab at University of Utah,2018-12-02,2018-12-03,20211222T042143Z
0234c7f4-7b40-4417-9517-be646c795fd9,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.25,-0.15,0.11,,SIRFER Lab at University of Utah,2018-10-16,2018-10-17,20211222T042143Z
a7ee1200-a6c8-4c01-9ada-0bd5ece5dcc1,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.6,0.21,0.29,,SIRFER Lab at University of Utah,2018-11-07,2018-11-13,20211222T042143Z
e7fa63e0-f7d8-404f-b79b-49ce39d951f3,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.57,-0.05,0.25,,SIRFER Lab at University of Utah,2018-12-03,2018-12-04,20211222T042143Z
1e8f836a-fe57-4667-b613-1b047988ff5d,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-5,16.9,16.67,0.23,0.23,,SIRFER Lab at University of Utah,2018-11-12,2018-11-26,20211222T042143Z
adfdaa14-b6dc-4a62-95e4-5428b5786a35,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.64,-0.12,0.15,,SIRFER Lab at University of Utah,2018-11-07,2018-11-13,20211222T042143Z
dba6aa15-7a6f-4c90-bd02-b5887de2772f,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-1,12.94,12.95,-0.01,0.45,,SIRFER Lab at University of Utah,2018-12-02,2018-12-03,20211222T042143Z
8ba1b2dc-1348-40e4-9a45-ad709e3cada2,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.39,-0.02,0.08,,SIRFER Lab at University of Utah,2019-01-09,2019-01-10,20211222T042143Z
94c76de7-a715-4747-b4a1-7283d1ab660b,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.13,,SIRFER Lab at University of Utah,2018-11-02,2018-11-05,20211222T042143Z
cb09ca32-22ef-4ed9-b6fb-de54bf70d647,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.16,,SIRFER Lab at University of Utah,2018-08-28,2018-08-30,20211222T042143Z
d1228201-34f9-43cc-83c7-c9c13384c4eb,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.29,,SIRFER Lab at University of Utah,2018-10-15,2018-10-16,20211222T042143Z
9c3759b1-6145-4ece-a993-025c36f19ce4,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.06,,SIRFER Lab at University of Utah,2018-10-16,2018-10-17,20211222T042143Z
aff531e3-4633-4a69-ab21-d1bad08c834d,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.28,-0.12,0.18,,SIRFER Lab at University of Utah,2018-12-03,2018-12-04,20211222T042143Z
718d828b-015b-475e-9a12-fb6451964b1b,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,33.15,-0.24,0.21,,SIRFER Lab at University of Utah,2019-01-10,2019-01-11,20211222T042143Z
443c4c5b-23cf-4ece-8fee-28ca5f117ed5,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.16,,SIRFER Lab at University of Utah,2018-11-02,2018-11-05,20211222T042143Z
242ec4e2-8a69-4ba5-86c0-2b84413f0187,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.81,0,0.38,,SIRFER Lab at University of Utah,2018-12-11,2018-12-13,20211222T042143Z
def446da-e50c-4813-b2c9-0c036f5fe72a,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.59,0.12,0.27,,SIRFER Lab at University of Utah,2018-11-12,2018-11-26,20211222T042143Z
1aeb40b2-737f-46f4-ab12-bdb865739cc6,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.06,,SIRFER Lab at University of Utah,2018-11-25,2018-11-26,20211222T042143Z
a00a4da9-1070-437d-aeb3-57d072faebba,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.31,,SIRFER Lab at University of Utah,2018-10-15,2018-10-16,20211222T042143Z
96f0a748-e781-4331-9b70-887aea8e1367,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.29,-0.11,0.14,,SIRFER Lab at University of Utah,2018-11-14,2018-11-15,20211222T042143Z
fed04315-d091-4fca-89f1-34ca3477646b,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-2,-31.94,-31.94,0,0.08,,SIRFER Lab at University of Utah,2018-10-18,2018-12-05,20211222T042143Z
ca1f8c5f-870e-4de2-983b-91db13443a78,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.84,-0.03,0.38,,SIRFER Lab at University of Utah,2019-01-08,2019-01-09,20211222T042143Z
985e30ae-e7a4-4c24-94fd-1d4d31c57231,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.17,,SIRFER Lab at University of Utah,2018-11-06,2018-11-07,20211222T042143Z
cb9fb541-1262-4a4c-83d7-0e25444989c1,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.17,0.36,0.08,,SIRFER Lab at University of Utah,2018-09-23,2018-09-24,20211222T042143Z
ccf5e0d0-fa7a-48d9-8454-324156248856,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.17,0.36,0.08,,SIRFER Lab at University of Utah,2018-09-23,2018-09-24,20211222T042143Z
8a8e3a0a-1f5d-4a4b-94fb-9bbcfac1d81e,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.2,,SIRFER Lab at University of Utah,2018-11-10,2018-11-14,20211222T042143Z
05ef4f4a-e145-4a0b-a6f1-400de460db3e,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,32.98,-0.07,0.21,,SIRFER Lab at University of Utah,2019-02-06,2019-02-07,20211222T042143Z
9a2be5e1-a794-4903-8367-1f16c1b6410e,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.34,-0.07,0.13,,SIRFER Lab at University of Utah,2018-12-12,2018-12-13,20211222T042143Z
8c8fea81-293c-4ab3-a356-f4ed2c09dc73,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.9,0.05,0.08,,SIRFER Lab at University of Utah,2018-12-02,2018-12-03,20211222T042143Z
8973578a-8a18-4ff4-926c-a642b43c70b4,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.49,0.08,0.23,,SIRFER Lab at University of Utah,2018-11-12,2018-11-26,20211222T042143Z
1760dad4-fc77-4dc0-9913-7842a7b196fd,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-5,3.1,3.13,-0.03,0.16,,SIRFER Lab at University of Utah,2019-01-10,2019-01-11,20211222T042143Z
1eeb7aa7-1629-4e55-8d63-fe7406d250eb,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.1,,SIRFER Lab at University of Utah,2018-08-29,2018-08-30,20211222T042143Z
e826b504-ab3d-440d-94a4-4dcdb5a40b7e,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.14,,SIRFER Lab at University of Utah,2018-11-12,2018-11-26,20211222T042143Z
368d226a-d2c5-4ead-a5cc-e894b2d49423,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.21,,SIRFER Lab at University of Utah,2018-11-13,2019-01-25,20211222T042143Z
aa19316f-b913-4e31-89ce-463d35a9bb88,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,32.86,0.05,0.32,,SIRFER Lab at University of Utah,2018-11-13,2019-01-31,20211222T042143Z
04ffef28-00f2-48b0-9635-39d9e63e00a9,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.47,0.34,0.29,,SIRFER Lab at University of Utah,2018-11-06,2018-11-07,20211222T042143Z
68ca2942-c0a0-41a7-a273-a0f6476e4d8a,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.03,,SIRFER Lab at University of Utah,2018-08-20,2018-08-21,20211222T042143Z
bb88a651-3c45-4b78-83f7-d0fdd0cf4062,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.86,0.09,0.24,,SIRFER Lab at University of Utah,2018-10-18,2018-12-11,20211222T042143Z
414255aa-6012-40fa-8875-fb45b8c9230c,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.06,,SIRFER Lab at University of Utah,2018-09-11,2018-09-12,20211222T042143Z
ffc4de56-b7fd-4041-8229-ad11c838d7b5,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.58,0.37,0.06,,SIRFER Lab at University of Utah,2018-10-16,2018-10-17,20211222T042143Z
3902d02d-0711-4376-aba0-e75a3a00f7ed,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-5,3.1,3.19,-0.09,0.32,,SIRFER Lab at University of Utah,2019-01-09,2019-01-10,20211222T042143Z
7a65fd50-9120-4f33-adcb-2cd9c810b4b3,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.77,-0.06,0.22,,SIRFER Lab at University of Utah,2018-11-08,2018-11-09,20211222T042143Z
84cc78c4-eda2-4a6c-8e78-e34802d555fe,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.37,0.44,0.12,,SIRFER Lab at University of Utah,2019-01-10,2019-01-11,20211222T042143Z
b9feef01-df99-48c6-aad9-ece3042ceb98,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43,0.71,0.13,,SIRFER Lab at University of Utah,2018-08-20,2018-08-21,20211222T042143Z
59383a5c-d84c-4609-a121-52c2b53ad1f5,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.09,,SIRFER Lab at University of Utah,2018-10-18,2018-12-11,20211222T042143Z
8f731614-8671-489d-ab00-c67204878758,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.39,0.13,0.1,,SIRFER Lab at University of Utah,2018-09-20,2018-09-24,20211222T042143Z
2dd5b55a-6f1e-4810-9a85-2d81d29596c6,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.55,-0.02,0.3,,SIRFER Lab at University of Utah,2018-12-03,2018-12-04,20211222T042143Z
09e304b2-0044-4a9f-879a-cf7f4f87b166,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,6.13,-0.18,0.19,,SIRFER Lab at University of Utah,2018-12-12,2018-12-14,20211222T042143Z
901c058e-c6f5-4bce-bda4-1266e1365b48,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0.77,0.1,,SIRFER Lab at University of Utah,2018-08-13,2018-08-14,20211222T042143Z
c1ac2ce9-6802-48a0-b625-c0fb7c09b0eb,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.51,0.3,0.14,,SIRFER Lab at University of Utah,2018-12-12,2018-12-13,20211222T042143Z
7fb7af14-5d16-4b45-8d56-e0f88b480ef8,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,9.9,0.62,0.24,,SIRFER Lab at University of Utah,2018-08-16,2018-08-24,20211222T042143Z
eff442b0-2827-432b-a4bc-473184bcbf53,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.57,-0.04,0.39,,SIRFER Lab at University of Utah,2018-11-14,2018-11-15,20211222T042143Z
4461d938-6da4-4fa6-b483-b5eec2355044,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.91,0.04,0.11,,SIRFER Lab at University of Utah,2018-10-23,2018-10-30,20211222T042143Z
f3fc53d2-c49a-4006-ba43-1a3e6d012282,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.69,-0.16,0.29,,SIRFER Lab at University of Utah,2018-08-29,2018-08-30,20211222T042143Z
926c1076-9aa9-4319-af6c-e32422f3efbd,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.19,,SIRFER Lab at University of Utah,2018-08-30,2018-08-31,20211222T042143Z
baf6e1e5-dc58-42fd-ae3a-bd0812fe276e,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.08,,SIRFER Lab at University of Utah,2018-11-14,2018-11-15,20211222T042143Z
ad0e2c4d-71ab-48a9-aceb-e813a807c521,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.69,0.26,0.1,,SIRFER Lab at University of Utah,2018-09-20,2018-09-24,20211222T042143Z
889261e9-efa5-45bf-a914-3c58acbe731f,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.41,0.11,0.21,,SIRFER Lab at University of Utah,2018-12-11,2018-12-12,20211222T042143Z
3e5136e3-a788-47a6-bab2-d75c90485e38,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,10.56,-0.04,0.1,,SIRFER Lab at University of Utah,2019-02-06,2019-02-07,20211222T042143Z
d958c412-2310-4666-b256-f3bae244eca4,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-1,17.94,17.94,0,0.19,,SIRFER Lab at University of Utah,2018-11-14,2018-11-15,20211222T042143Z
045b753b-7bb2-457a-9c4d-a669f10d7ca8,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.44,0.37,0.31,,SIRFER Lab at University of Utah,2018-08-13,2018-08-14,20211222T042143Z
9dc93c15-8db1-4eb6-afc3-e8f8c05a76a7,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.99,-0.04,0.15,,SIRFER Lab at University of Utah,2019-02-06,2019-02-07,20211222T042143Z
a21b32fc-bf86-4f8f-a01d-53d396f0aba8,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.82,-0.11,0.34,,SIRFER Lab at University of Utah,2019-01-10,2019-01-11,20211222T042143Z
91762491-dc74-4a25-9091-461f7067e73b,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.02,,SIRFER Lab at University of Utah,2018-09-23,2018-09-24,20211222T042143Z
5a9e87ba-c66c-4940-9ea4-dc5baad71adc,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.57,-0.04,0.29,,SIRFER Lab at University of Utah,2018-12-12,2018-12-13,20211222T042143Z
645fd5cf-0b1c-4755-b079-9f79a611e03e,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.69,0.12,0.11,,SIRFER Lab at University of Utah,2018-10-18,2018-12-11,20211222T042143Z
d268663a-e786-412c-9258-d6687bbafb74,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.69,0.26,0.1,,SIRFER Lab at University of Utah,2018-09-20,2018-09-24,20211222T042143Z
f48aa9de-75ef-4938-98f9-333963814bb4,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.82,-0.01,0.29,,SIRFER Lab at University of Utah,2018-12-14,2018-12-18,20211222T042143Z
a0bec330-c721-473c-920e-6399747034f9,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,Spinach,5.95,5.81,0.14,0.24,,SIRFER Lab at University of Utah,2018-11-07,2018-11-13,20211222T042143Z
802e54b2-01a3-437f-b885-b02b3da59720,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-1,12.94,13.01,-0.07,0.37,,SIRFER Lab at University of Utah,2018-10-30,2019-01-03,20211222T042143Z
b7f3511b-3c19-438e-8af1-e8ac52fb3017,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.31,-0.09,0.08,,SIRFER Lab at University of Utah,2019-02-06,2019-02-07,20211222T042143Z
c502813b-e0a2-483e-ae43-74e015952f72,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.46,0.06,0.22,,SIRFER Lab at University of Utah,2018-10-15,2018-10-24,20211222T042143Z
6d3abd06-f039-4241-baba-3a6535b78d05,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.05,,SIRFER Lab at University of Utah,2018-09-11,2018-09-12,20211222T042143Z
40dad870-b725-45cf-8004-6ef7ac86a371,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.15,,SIRFER Lab at University of Utah,2018-11-10,2018-11-14,20211222T042143Z
8b725a60-4cfd-421e-bf02-0b8de3c30ab1,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-1,17.94,17.94,0,0.18,,SIRFER Lab at University of Utah,2018-10-15,2018-10-24,20211222T042143Z
543674ac-8f84-4fd8-962b-a89b5d416aae,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-5,16.9,16.41,0.49,0.18,,SIRFER Lab at University of Utah,2018-12-11,2018-12-13,20211222T042143Z
51d0ea60-7de3-45f6-ad47-fbd60098ed0b,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.17,,SIRFER Lab at University of Utah,2019-01-29,2019-01-30,20211222T042143Z
f0ba3edb-9113-4776-bef3-a08a75dbe072,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.64,0.23,0.01,,SIRFER Lab at University of Utah,2018-10-16,2018-10-17,20211222T042143Z
9013ab94-842d-4fa0-bdd1-b5782161d222,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.23,0.29,0.27,,SIRFER Lab at University of Utah,2018-09-07,2018-09-09,20211222T042143Z
d7a22b70-82a0-4910-a82d-f2bc0fde8896,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-2,-4.6,-4.56,-0.04,0.16,,SIRFER Lab at University of Utah,2018-11-08,2018-11-09,20211222T042143Z
340f7576-1967-4f94-b82f-7628f9ddc132,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.64,0.23,0.07,,SIRFER Lab at University of Utah,2018-11-06,2018-11-07,20211222T042143Z
3dc887a2-ee2f-42f9-ae68-a63159783c53,2020-02-24,2020-02-24,d34S,,EA,EA-combustion,EA-combustion,UU-S-1,17.94,17.94,0,0.24,,SIRFER Lab at University of Utah,2018-10-18,2018-12-05,20211222T042143Z
71648129-246a-4d5e-98f4-7597f30f2395,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.51,0.3,0.44,,SIRFER Lab at University of Utah,2018-08-20,2018-08-21,20211222T042143Z
6480c506-282e-4a25-8b69-27413a4ba1c5,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-1,10.52,10.12,0.4,0.23,,SIRFER Lab at University of Utah,2018-10-18,2018-12-11,20211222T042143Z
f92903e1-aa26-4c3b-a180-a4a50747802b,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.21,,SIRFER Lab at University of Utah,2018-10-15,2018-10-16,20211222T042143Z
524759a0-a261-48f3-bfa9-08fb8fe7024c,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-2,40.81,40.71,0.1,0.38,,SIRFER Lab at University of Utah,2018-10-18,2018-12-05,20211222T042143Z
4fcfa54b-6f8b-4302-9019-7d2ef0889170,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.11,-0.29,0.17,,SIRFER Lab at University of Utah,2018-12-11,2018-12-13,20211222T042143Z
26504c6c-e6d9-435b-a9c0-428413ffb458,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.37,-0.04,0.15,,SIRFER Lab at University of Utah,2018-10-15,2018-10-16,20211222T042143Z
28c3b13e-b21f-4490-a326-cac9e1e1a2b5,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.7,-0.17,0.46,,SIRFER Lab at University of Utah,2019-02-06,2019-02-07,20211222T042143Z
75c2ea8e-97d7-4f77-be19-4f2aef8dfff7,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.02,,SIRFER Lab at University of Utah,2018-09-23,2018-09-24,20211222T042143Z
4edc04e7-6f6f-4572-a6b6-aad658240392,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,Spinach,-27.41,-27.59,0.18,0.19,,SIRFER Lab at University of Utah,2019-02-06,2019-02-07,20211222T042143Z
64a435b5-0932-461d-811a-256bb64f06cd,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,UU-CN-1,43.71,43.55,0.16,0.44,,SIRFER Lab at University of Utah,2019-01-11,2019-01-23,20211222T042143Z
f4a30a96-2be9-4e82-9683-fb6e77e5fb6d,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,Spinach,-0.4,-0.4,0,0.14,,SIRFER Lab at University of Utah,2018-12-02,2018-12-03,20211222T042143Z
13ae16c4-d967-45e7-ac07-9bdb42ddef5e,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-2,-28.18,-28.18,0,0.11,,SIRFER Lab at University of Utah,2018-10-27,2018-10-30,20211222T042143Z
ef0d0146-6204-4ffa-846b-334f9e4cbb0a,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.58,-0.06,0.14,,SIRFER Lab at University of Utah,2018-10-23,2018-10-30,20211222T042143Z
82ff035b-f824-447d-9d28-0950134e9cb4,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.09,,SIRFER Lab at University of Utah,2018-12-02,2018-12-03,20211222T042143Z
1a7442f1-14ad-48cc-b2ff-ac5250c32daf,2020-02-24,2020-02-24,sulfur,,EA,EA-combustion,EA-combustion,UU-S-2,32.91,32.91,0,0.37,,SIRFER Lab at University of Utah,2018-11-13,2019-01-25,20211222T042143Z
8d9627c9-1537-4e21-bd50-009feb44d56e,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.66,-0.06,0.35,,SIRFER Lab at University of Utah,2018-09-10,2018-09-13,20211222T042143Z
91012095-61c7-40a8-9206-f767868d1598,2020-02-24,2020-02-24,d13C,,EA,EA-combustion,EA-combustion,UU-CN-1,23.96,23.96,0,0.04,,SIRFER Lab at University of Utah,2018-08-20,2018-08-21,20211222T042143Z
862cad8c-0e01-4a34-ae10-fce27d774c7e,2020-02-24,2020-02-24,carbon,,EA,EA-combustion,EA-combustion,Spinach,40.53,40.71,-0.18,0.32,,SIRFER Lab at University of Utah,2018-10-11,2018-10-13,20211222T042143Z
99edbf9e-2d8e-4aae-a3d0-1dcb4deb6102,2020-02-24,2020-02-24,d15N,,EA,EA-combustion,EA-combustion,UU-CN-1,49.6,49.63,-0.03,0.19,,SIRFER Lab at University of Utah,2018-12-02,2018-12-05,20211222T042143Z
c8b23b0d-3383-4bac-a6d9-2a6faa312be2,2020-02-24,2020-02-24,nitrogen,,EA,EA-combustion,EA-combustion,UU-CN-2,9.52,9.6,-0.08,0.15,,SIRFER Lab at University of Utah,2018-11-12,2018-11-26,20211222T042143Z
