uid,domainID,siteID,namedLocation,collectDate,parentSampleID,sampleID,sampleCode,filterNumber,analysisType,fieldSampleVolume,domainFilterVolume,storageDays,remarks,measuredBy,recordedBy,sampleCondition,dataQF,publicationDate,release
9f7d5d1a-439a-48d5-839b-2e015e10ab5a,D03,BARC,BARC.AOS.riparian.point.01,2018-07-16T13:22Z,BARC.20180716.EPIPHYTON.1,BARC.20180716.EPIPHYTON.1.CNSA.1,A00000003675,1,CNSa,125,4,0.1,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
464fb1ac-3e5a-4900-abd0-4111809b6a18,D03,BARC,BARC.AOS.riparian.point.07,2018-07-16T13:22Z,BARC.20180716.EPIPHYTON.7,BARC.20180716.EPIPHYTON.7.CNSB.1,A00000003694,1,CNSb,125,2,0.3,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
a1468d45-bab8-473e-83de-27396f9d5517,D03,BARC,BARC.AOS.riparian.point.03,2018-07-16T13:22Z,BARC.20180716.EPIPHYTON.3,BARC.20180716.EPIPHYTON.3.CNSB.1,A00000003678,1,CNSb,125,5,0.2,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
172be6e3-1d92-43e6-91ff-f14067fa189a,D03,BARC,BARC.AOS.littoral2,2018-07-16T13:22Z,BARC.20180716.PHYTOPLANKTON.3,BARC.20180716.PHYTOPLANKTON.3.P.1,A00000003682,1,P,5000,250,1,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
57ab35b9-38a0-4530-a8f9-63df291589cc,D03,BARC,BARC.AOS.riparian.point.03,2018-07-16T13:22Z,BARC.20180716.EPIPHYTON.3,BARC.20180716.EPIPHYTON.3.CHL/PHEO.1,A00000003676,1,chlorophyll/pheophytin,125,2,0.2,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
875ecc1d-4ece-4410-ab2b-7fe9a02a3f8e,D03,BARC,BARC.AOS.buoy.c0,2018-07-16T13:22Z,BARC.20180716.PHYTOPLANKTON.1,BARC.20180716.PHYTOPLANKTON.1.P.1,A00000003711,1,P,5000,200,1,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
0ee505f2-9f7a-475f-9692-a159456d27b2,D03,BARC,BARC.AOS.littoral2,2018-07-16T13:22Z,BARC.20180716.PHYTOPLANKTON.3,BARC.20180716.PHYTOPLANKTON.3.REP2.CNSB.2,A00000003684,2,CNSb,5000,250,1,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
067b7cf9-bbcf-4c38-b07c-fae07eb91593,D03,BARC,BARC.AOS.riparian.point.03,2018-07-16T13:22Z,BARC.20180716.EPIPHYTON.3,BARC.20180716.EPIPHYTON.3.CNSA.1,A00000003677,1,CNSa,125,5,0.2,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
b29a900d-98e4-45c6-b623-cc9f1447176c,D03,BARC,BARC.AOS.riparian.point.01,2018-07-16T13:22Z,BARC.20180716.EPIPHYTON.1,BARC.20180716.EPIPHYTON.1.CNSB.1,A00000003674,1,CNSb,125,4,0.1,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
4c866bdb-f2ca-428e-adfa-c5025333b332,D03,BARC,BARC.AOS.riparian.point.07,2018-07-16T13:22Z,BARC.20180716.EPIPHYTON.7,BARC.20180716.EPIPHYTON.7.CNSA.1,A00000003695,1,CNSa,125,2,0.3,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
7e657a87-4165-4270-8ce2-754180e2b94b,D03,BARC,BARC.AOS.littoral1,2018-07-16T13:22Z,BARC.20180716.PHYTOPLANKTON.2,BARC.20180716.PHYTOPLANKTON.2.CNSA.1,A00000003689,1,CNSa,5000,300,0.9,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
cc935291-5e6a-4cf9-b3e7-0edc19842d1a,D03,BARC,BARC.AOS.riparian.point.07,2018-07-16T13:22Z,BARC.20180716.EPIPHYTON.7,BARC.20180716.EPIPHYTON.7.CHL/PHEO.1,A00000003693,1,chlorophyll/pheophytin,125,2,0.3,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
eae31d97-243b-49cb-bddb-36405200cd42,D03,BARC,BARC.AOS.riparian.point.05,2018-07-16T13:22Z,BARC.20180716.EPIPHYTON.5,BARC.20180716.EPIPHYTON.5.CHL/PHEO.1,A00000003697,1,chlorophyll/pheophytin,125,2,0.3,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
10fb5916-3e6a-4719-88f9-d041be0acf47,D03,BARC,BARC.AOS.littoral2,2018-07-16T13:22Z,BARC.20180716.PHYTOPLANKTON.3,BARC.20180716.PHYTOPLANKTON.3.REP2.CNSA.2,A00000003683,2,CNSa,5000,250,1,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
523d0508-8e12-49b4-a4be-e5ff45fcba2b,D03,BARC,BARC.AOS.littoral1,2018-07-16T13:22Z,BARC.20180716.PHYTOPLANKTON.2,BARC.20180716.PHYTOPLANKTON.2.P.1,A00000003691,1,P,5000,300,0.9,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
ad27566a-0b10-40b2-b9c2-b85a3f3571f8,D03,BARC,BARC.AOS.riparian.point.05,2018-07-16T13:22Z,BARC.20180716.EPIPHYTON.5,BARC.20180716.EPIPHYTON.5.CNSA.1,A00000003715,1,CNSa,125,4,0.3,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
4cce96cb-fa9a-43db-a6d8-c831414b2e81,D03,BARC,BARC.AOS.littoral2,2018-07-16T13:22Z,BARC.20180716.PHYTOPLANKTON.3,BARC.20180716.PHYTOPLANKTON.3.REP2.CHL/PHEO.2,A00000003729,2,chlorophyll/pheophytin,5000,250,1,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
e3d1ed85-042c-4070-84fb-a432ba382005,D03,BARC,BARC.AOS.littoral2,2018-07-16T13:22Z,BARC.20180716.PHYTOPLANKTON.3,BARC.20180716.PHYTOPLANKTON.3.CHL/PHEO.1,A00000003713,1,chlorophyll/pheophytin,5000,250,1,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
3bdb9446-bbf4-468f-8cf5-19709a22a594,D03,BARC,BARC.AOS.riparian.point.07,2018-07-16T13:22Z,BARC.20180716.EPIPHYTON.7,BARC.20180716.EPIPHYTON.7.P.1,A00000003696,1,P,125,2,0.3,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
8af9a16a-b0ee-432f-bbc0-ef4a7ba27c4f,D03,BARC,BARC.AOS.littoral1,2018-07-16T13:22Z,BARC.20180716.PHYTOPLANKTON.2,BARC.20180716.PHYTOPLANKTON.2.CNSB.1,A00000003690,1,CNSb,5000,300,0.9,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
e823e96b-73e0-4e47-a808-b401a41889b7,D03,BARC,BARC.AOS.riparian.point.09,2018-07-16T13:22Z,BARC.20180716.EPIPHYTON.9,BARC.20180716.EPIPHYTON.9.CNSA.1,A00000003668,1,CNSa,125,2,0.2,,kludwig@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234900Z,RELEASE-2022
390b0332-f590-487a-8a59-bd6dd96050e7,D03,BARC,BARC.AOS.littoral2,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.3,BARC.20181112.PHYTOPLANKTON.3.CNSA.1,A00000037122,1,CNSa,5000,250,1,,biwaniec@battelleecology.org,kross@BattelleEcology.org,OK,,20211221T234733Z,RELEASE-2022
ff3ed114-7c0a-470e-ad84-f2743e88d35b,D03,BARC,BARC.AOS.riparian.point.07,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.7,BARC.20181112.EPIPHYTON.7.CNSA.1,A00000037110,1,CNSa,114.5,3,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
f3482b0c-75a4-4965-b169-e212c717cc82,D03,BARC,BARC.AOS.buoy.c0,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.1,BARC.20181112.PHYTOPLANKTON.1.CNSA.1,A00000037114,1,CNSa,5000,250,1,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
23cf7a47-3ff0-4c6c-95d3-5bf5af15ed2b,D03,BARC,BARC.AOS.riparian.point.01,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.1,BARC.20181112.EPIPHYTON.1.P.1,A00000037099,1,P,114,3,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
b7f311bf-842c-4202-a02f-b95a9d39bd5a,D03,BARC,BARC.AOS.littoral1,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.2,BARC.20181112.PHYTOPLANKTON.2.CNSB.1,A00000037118,1,CNSb,5000,250,1,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
c01ce5fb-a5b0-4fdf-97b4-0e0d5833bba0,D03,BARC,BARC.AOS.riparian.point.05,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.5,BARC.20181112.EPIPHYTON.5.CNSB.1,A00000037107,1,CNSb,125,6,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
cc982ac9-21b6-46d9-84de-a931caeaf342,D03,BARC,BARC.AOS.riparian.point.01,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.1,BARC.20181112.EPIPHYTON.1.CNSB.1,A00000037100,1,CNSb,114,3,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
2bb62ab2-854e-4aa4-b36e-99349d3bb975,D03,BARC,BARC.AOS.littoral1,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.2,BARC.20181112.PHYTOPLANKTON.2.P.1,A00000037117,1,P,5000,250,1,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
be32ea0d-8b66-463c-8a00-a054e6e326e6,D03,BARC,BARC.AOS.riparian.point.07,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.7,BARC.20181112.EPIPHYTON.7.P.1,A00000037112,1,P,114.5,3,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
17190931-053c-4d10-83ee-b0b84a7602a2,D03,BARC,BARC.AOS.riparian.point.01,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.1,BARC.20181112.EPIPHYTON.1.CNSA.1,A00000037097,1,CNSa,114,3,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
7b3b033b-3ad5-420f-bce8-3b11baf49427,D03,BARC,BARC.AOS.riparian.point.01,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.1,BARC.20181112.EPIPHYTON.1.CHL/PHEO.1,A00000037098,1,chlorophyll/pheophytin,114,3,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
c890fdde-90c8-4fb0-9f4d-76a964798ae5,D03,BARC,BARC.AOS.riparian.point.09,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.9,BARC.20181112.EPIPHYTON.9.CHL/PHEO.1,A00000037093,1,chlorophyll/pheophytin,123.5,2,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
3e408e59-5123-4316-a0cf-df8e0c58b6ef,D03,BARC,BARC.AOS.littoral1,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.2,BARC.20181112.PHYTOPLANKTON.2.CHL/PHEO.1,A00000037119,1,chlorophyll/pheophytin,5000,250,1,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
06627955-f1ac-4d8c-91a6-61fe9ed5848d,D03,BARC,BARC.AOS.riparian.point.07,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.7,BARC.20181112.EPIPHYTON.7.CHL/PHEO.1,A00000037109,1,chlorophyll/pheophytin,114.5,3,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
39ea43fa-ddfe-4dc3-90a7-b94b343bf9a1,D03,BARC,BARC.AOS.riparian.point.09,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.9,BARC.20181112.EPIPHYTON.9.CNSA.1,A00000037094,1,CNSa,123.5,2,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
c0cc3916-aa9e-4dc8-b232-acd90930aa48,D03,BARC,BARC.AOS.riparian.point.09,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.9,BARC.20181112.EPIPHYTON.9.P.1,A00000037096,1,P,123.5,2,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
aa142eb9-88b2-4977-91f5-3d9c835063fb,D03,BARC,BARC.AOS.riparian.point.07,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.7,BARC.20181112.EPIPHYTON.7.CNSB.1,A00000037111,1,CNSb,114.5,3,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
362e46fe-4e27-4d65-bcd4-b28c698fc709,D03,BARC,BARC.AOS.littoral2,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.3,BARC.20181112.PHYTOPLANKTON.3.REP2.P.2,A00000037128,2,P,5000,250,1,,biwaniec@battelleecology.org,kross@BattelleEcology.org,OK,,20211221T234733Z,RELEASE-2022
eeca3bd7-4dea-4957-b298-ba09b859793e,D03,BARC,BARC.AOS.buoy.c0,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.1,BARC.20181112.PHYTOPLANKTON.1.CNSB.1,A00000037115,1,CNSb,5000,250,1,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
22a4ee81-11a8-486b-9557-4a820fee548a,D03,BARC,BARC.AOS.buoy.c0,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.1,BARC.20181112.PHYTOPLANKTON.1.P.1,A00000037116,1,P,5000,250,1,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
bee75bb4-7787-48bc-9d7e-45fe20f1776b,D03,BARC,BARC.AOS.buoy.c0,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.1,BARC.20181112.PHYTOPLANKTON.1.CHL/PHEO.1,A00000037113,1,chlorophyll/pheophytin,5000,250,1,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
059cd1ef-7a5a-4181-af83-179c137c91e8,D03,BARC,BARC.AOS.riparian.point.03,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.3,BARC.20181112.EPIPHYTON.3.P.1,A00000037104,1,P,122,6,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
fd788ffb-6166-41fb-9302-377054bddd69,D03,BARC,BARC.AOS.littoral2,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.3,BARC.20181112.PHYTOPLANKTON.3.P.1,A00000037124,1,P,5000,250,1,,biwaniec@battelleecology.org,kross@BattelleEcology.org,OK,,20211221T234733Z,RELEASE-2022
230c8bd0-f85d-4d61-b107-721e729be351,D03,BARC,BARC.AOS.littoral2,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.3,BARC.20181112.PHYTOPLANKTON.3.CNSB.1,A00000037123,1,CNSb,5000,250,1,,biwaniec@battelleecology.org,kross@BattelleEcology.org,OK,,20211221T234733Z,RELEASE-2022
073bb458-30bb-412c-a2be-b998ebf9da4b,D03,BARC,BARC.AOS.littoral2,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.3,BARC.20181112.PHYTOPLANKTON.3.CHL/PHEO.1,A00000037121,1,chlorophyll/pheophytin,5000,250,1,,biwaniec@battelleecology.org,kross@BattelleEcology.org,OK,,20211221T234733Z,RELEASE-2022
93b9a917-cf63-4305-961e-b2b102835c95,D03,BARC,BARC.AOS.riparian.point.05,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.5,BARC.20181112.EPIPHYTON.5.CHL/PHEO.1,A00000037105,1,chlorophyll/pheophytin,125,6,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
9beb748a-a1ce-45db-90b4-bf5570a31834,D03,BARC,BARC.AOS.littoral2,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.3,BARC.20181112.PHYTOPLANKTON.3.REP2.CHL/PHEO.2,A00000037125,2,chlorophyll/pheophytin,5000,250,1,,biwaniec@battelleecology.org,kross@BattelleEcology.org,OK,,20211221T234733Z,RELEASE-2022
b60a1442-ccb6-4984-8f12-14b1922b8efb,D03,BARC,BARC.AOS.riparian.point.03,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.3,BARC.20181112.EPIPHYTON.3.CNSB.1,A00000037103,1,CNSb,122,6,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
a2ff1e0d-3656-4960-a918-525201f0d9a2,D03,BARC,BARC.AOS.littoral1,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.2,BARC.20181112.PHYTOPLANKTON.2.CNSA.1,A00000037120,1,CNSa,5000,250,1,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
308b469d-14a8-431f-80e0-13d2000e00e7,D03,BARC,BARC.AOS.littoral2,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.3,BARC.20181112.PHYTOPLANKTON.3.REP2.CNSB.2,A00000037127,2,CNSb,5000,250,1,,biwaniec@battelleecology.org,kross@BattelleEcology.org,OK,,20211221T234733Z,RELEASE-2022
8d73279b-bc37-450e-9d58-302e2f3986f1,D03,BARC,BARC.AOS.littoral2,2018-11-12T16:35Z,BARC.20181112.PHYTOPLANKTON.3,BARC.20181112.PHYTOPLANKTON.3.REP2.CNSA.2,A00000037126,2,CNSa,5000,250,1,,biwaniec@battelleecology.org,kross@BattelleEcology.org,OK,,20211221T234733Z,RELEASE-2022
609838ee-a0f1-44db-91c9-7f68bc722f51,D03,BARC,BARC.AOS.riparian.point.03,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.3,BARC.20181112.EPIPHYTON.3.CNSA.1,A00000037102,1,CNSa,122,6,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
81bd5cb5-5998-4fd9-bcea-1ddb35144136,D03,BARC,BARC.AOS.riparian.point.05,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.5,BARC.20181112.EPIPHYTON.5.CNSA.1,A00000037106,1,CNSa,125,6,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
ec6e2b2f-31ef-4322-afec-e1168f4370c8,D03,BARC,BARC.AOS.riparian.point.03,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.3,BARC.20181112.EPIPHYTON.3.CHL/PHEO.1,A00000037101,1,chlorophyll/pheophytin,122,6,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
73d07e75-3131-4a08-aa3f-2eb907513176,D03,BARC,BARC.AOS.riparian.point.09,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.9,BARC.20181112.EPIPHYTON.9.CNSB.1,A00000037095,1,CNSb,123.5,2,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
48f80a4e-758e-4d79-b1f8-8b1e6235c722,D03,BARC,BARC.AOS.riparian.point.05,2018-11-12T16:35Z,BARC.20181112.EPIPHYTON.5,BARC.20181112.EPIPHYTON.5.P.1,A00000037108,1,P,125,6,0.2,,kkelley@battelleecology.org,kludwig@battelleecology.org,OK,,20211221T234733Z,RELEASE-2022
7a99f517-d379-422b-8f6f-bd361d26c22a,D03,BARC,BARC.AOS.riparian.point.01,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.1,BARC.20190220.EPIPHYTON.1.CHL/PHEO.1,A00000037620,1,chlorophyll/pheophytin,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
03137943-eeec-4d43-8c8c-ab143db6fdfd,D03,BARC,BARC.AOS.riparian.point.03,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.3,BARC.20190220.EPIPHYTON.3.CHL/PHEO.1,A00000037616,1,chlorophyll/pheophytin,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
279414e7-c8ec-45d3-ab27-73fb038b4340,D03,BARC,BARC.AOS.riparian.point.05,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.5,BARC.20190220.EPIPHYTON.5.P.1,A00000037615,1,P,125,8,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
4bec85d9-de70-4b50-bb1c-8b3eed85393b,D03,BARC,BARC.AOS.riparian.point.01,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.1,BARC.20190220.EPIPHYTON.1.P.1,A00000037623,1,P,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
c528c51c-d001-44a0-b457-de6e94eae0d5,D03,BARC,BARC.AOS.riparian.point.03,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.3,BARC.20190220.EPIPHYTON.3.CNSA.1,A00000037617,1,CNSa,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
e43cd013-e856-446d-84d0-4083584c28ae,D03,BARC,BARC.AOS.riparian.point.09,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.9,BARC.20190220.EPIPHYTON.9.CNSA.1,A00000037625,1,CNSa,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
b17979a9-9011-40b7-80c5-e26a7dc54c69,D03,BARC,BARC.AOS.riparian.point.03,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.3,BARC.20190220.EPIPHYTON.3.CNSB.1,A00000037618,1,CNSb,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
4ae68402-a718-424d-8781-947e6e697b8f,D03,BARC,BARC.AOS.riparian.point.01,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.1,BARC.20190220.EPIPHYTON.1.CNSB.1,A00000037622,1,CNSb,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
31d4f228-3ab9-4e4a-985f-d36d43239d69,D03,BARC,BARC.AOS.riparian.point.05,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.5,BARC.20190220.EPIPHYTON.5.CNSA.1,A00000037613,1,CNSa,125,8,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
859c8074-597d-4bcc-a4e6-2ce08de78343,D03,BARC,BARC.AOS.riparian.point.05,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.5,BARC.20190220.EPIPHYTON.5.CNSB.1,A00000037614,1,CNSb,125,8,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
69d25c49-cb51-42fb-b807-239282aaeeff,D03,BARC,BARC.AOS.riparian.point.07,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.7,BARC.20190220.EPIPHYTON.7.CNSA.1,A00000037629,1,CNSa,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
f42b3259-0a50-47d5-971a-c3497d1dd889,D03,BARC,BARC.AOS.riparian.point.09,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.9,BARC.20190220.EPIPHYTON.9.CNSB.1,A00000037626,1,CNSb,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
5eb7897c-199a-4fc0-b091-d18856ba48de,D03,BARC,BARC.AOS.riparian.point.03,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.3,BARC.20190220.EPIPHYTON.3.P.1,A00000037619,1,P,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
cdc2c9aa-5d59-4cff-92b7-0608621585bf,D03,BARC,BARC.AOS.riparian.point.07,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.7,BARC.20190220.EPIPHYTON.7.P.1,A00000037631,1,P,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
f0bddfa3-af3a-4036-acad-c150acd6e113,D03,BARC,BARC.AOS.riparian.point.01,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.1,BARC.20190220.EPIPHYTON.1.CNSA.1,A00000037621,1,CNSa,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
82151ec5-05d6-4b4d-8336-480a00032182,D03,BARC,BARC.AOS.riparian.point.07,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.7,BARC.20190220.EPIPHYTON.7.CHL/PHEO.1,A00000037628,1,chlorophyll/pheophytin,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
6a16e656-d71c-4279-8136-a1e5ff9fcc56,D03,BARC,BARC.AOS.riparian.point.07,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.7,BARC.20190220.EPIPHYTON.7.CNSB.1,A00000037630,1,CNSb,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
5fcd0393-5f04-4145-936e-e7ed68b0d4bd,D03,BARC,BARC.AOS.riparian.point.05,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.5,BARC.20190220.EPIPHYTON.5.CHL/PHEO.1,A00000037612,1,chlorophyll/pheophytin,125,8,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
6220f7b2-dcc0-44cc-9d63-2c2cba39eff7,D03,BARC,BARC.AOS.riparian.point.09,2019-02-20T14:33Z,BARC.20190220.EPIPHYTON.9,BARC.20190220.EPIPHYTON.9.P.1,A00000037627,1,P,125,7,0.9,,fsanchez@battelleecology.org,fsanchez@battelleecology.org,OK,,20211221T205448Z,RELEASE-2022
