uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,elevation,elevationUncertainty,geodeticDatum,altLocation,altLatitude,altLongitude,altCoordinateUncertainty,altGeodeticDatum,date,eventID,maxDepth,iceThickness,snowThickness,samplingProtocolVersion,samplingImpractical,thermalStratification,upperMetalimnionDepth,lowerMetalimnionDepth,upperMetalimnion2Depth,lowerMetalimnion2Depth,estimatedMetalimnionDepths,remarks,recordedBy,measuredBy,dataQF,publicationDate,release
0346067f-8778-42ed-bf8f-ef4a7b9b1191,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-06-11T14:31Z,BARC.c0.20190611,7,,,NEON.DOC.002792vC,,nonstratified,6.98,,,,,,hallwp@battelleecology.org,0000-0002-7940-8177,,20211221T201923Z,RELEASE-2022
e48e1acc-1e80-4899-af0b-e1d66c20d9dc,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-07-08T13:39Z,BARC.c0.20190708,6.7,,,NEON.DOC.002792vC,,nonstratified,6.73,,,,,,fsanchez@battelleecology.org,0000-0001-6607-7236,,20211221T203052Z,RELEASE-2022
8aa1cafe-4d5d-4c32-b942-0a5ddaa5e7e1,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-07-16T12:28Z,BARC.c0.20190716,7,,,NEON.DOC.002792vC,,nonstratified,7.04,,,,,,hallwp@battelleecology.org,0000-0002-7940-8177,,20211221T203052Z,RELEASE-2022
bb7b13d2-93b0-4efa-9d7a-c3599c2938b2,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-08-13T16:29Z,BARC.c0.20190813,6.5,,,NEON.DOC.002792vC,,nonstratified,6.54,,,,,,ksandusky@battelleecology.org,0000-0001-6607-7236,,20211222T000230Z,RELEASE-2022
ce64afd7-68c8-4368-bb2c-997526aa6745,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-09-10T12:18Z,BARC.c0.20190910,6.7,,,NEON.DOC.002792vC,,nonstratified,6.7,,,,,,fsanchez@battelleecology.org,0000-0002-7940-8177,,20211221T224904Z,RELEASE-2022
90234f1f-ebec-4565-b587-5c3eb0723b4a,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-10-01T14:03Z,BARC.c0.20191001,6.8,,,NEON.DOC.002792vC,,nonstratified,6.78,,,,,,hallwp@battelleecology.org,0000-0002-7940-8177,,20211221T210820Z,RELEASE-2022
9e05faa8-b150-4ea0-bc25-00d962525421,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-10-29T12:54Z,BARC.c0.20191029,6.5,,,NEON.DOC.002792vC,,nonstratified,6.54,,,,,,hallwp@battelleecology.org,0000-0002-7940-8177,,20211221T210820Z,RELEASE-2022
8c8e1033-389a-43e4-a528-90d13d9fbf11,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-11-04T15:00Z,BARC.c0.20191104,6.4,,,NEON.DOC.002792vC,,nonstratified,6.42,,,,,,fsanchez@battelleecology.org,0000-0001-6607-7236,,20211221T213338Z,RELEASE-2022
7f9a7628-671c-49ed-8410-3d6f2276f0dc,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2019-12-09T13:53Z,BARC.c0.20191209,6.4,,,NEON.DOC.002792vC,,nonstratified,6.36,,,,,,dorosheff@battelleecology.org,0000-0002-7940-8177,,20211222T003705Z,RELEASE-2022
6b477ee2-2f53-4954-9678-06d1751ec6a2,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-01-07T14:29Z,BARC.c0.20200107,6.4,,,NEON.DOC.002792vC,,nonstratified,6.35,,,,,,fsanchez@battelleecology.org,0000-0002-7940-8177,,20211221T205514Z,RELEASE-2022
a07e4c75-2d02-4977-a362-6ab9d15508aa,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-02-04T14:35Z,BARC.c0.20200204,6.4,,,NEON.DOC.002792vC,,nonstratified,6.39,,,,,,ksandusky@battelleecology.org,0000-0003-1571-3196,,20211221T212315Z,RELEASE-2022
d3e0b655-72ed-4218-ba70-8c9674e755b7,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-02-11T16:47Z,BARC.c0.20200211,6.1,,,NEON.DOC.002792vC,,stratified,1,2.5,6.08,,,,hallwp@battelleecology.org,0000-0002-7940-8177,,20211221T212315Z,RELEASE-2022
0b5bf131-7b56-49a1-8621-2de8beebc351,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-02-18T14:23Z,BARC.c0.20200218,6.1,,,NEON.DOC.002792vC,,nonstratified,6.08,,,,,,hallwp@battelleecology.org,0000-0002-7940-8177,,20211221T212315Z,RELEASE-2022
ea4a1376-a47c-4b63-9873-7f063c5daf38,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-03-03T14:06Z,BARC.c0.20200303,6.2,,,NEON.DOC.002792vC,,nonstratified,6.2,,,,,,dorosheff@battelleecology.org,0000-0001-6607-7236,,20211222T005001Z,RELEASE-2022
dec3664a-00e5-4bbc-bcdb-b0e93484feca,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-06-16T12:51Z,BARC.c0.20200616,6.1,,,NEON.DOC.002792vD,,nonstratified,6.12,,,,,,fsanchez@battelleecology.org,0000-0002-7940-8177,,20211222T015939Z,RELEASE-2022
cf2cdc1f-6984-41e8-a05c-dad0959bef7d,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-07-06T15:13Z,BARC.c0.20200706,6,,,NEON.DOC.002792vD,,nonstratified,5.97,,,,,,hallwp@battelleecology.org,0000-0002-7940-8177,,20211222T035832Z,RELEASE-2022
59928df0-3a08-48df-bb5c-8f9ba9ff0142,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-07-07T13:33Z,BARC.c0.20200707,6,,,NEON.DOC.002792vD,,nonstratified,5.95,,,,,,fsanchez@battelleecology.org,0000-0003-1571-3196,,20211222T035832Z,RELEASE-2022
801dae43-f4dc-44dd-8638-aea83bd57c10,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-07-14T13:18Z,BARC.c0.20200714,6,,,NEON.DOC.002792vD,,nonstratified,5.97,,,,,,fsanchez@battelleecology.org,0000-0001-6607-7236,,20211222T035832Z,RELEASE-2022
8e122d8f-af00-4867-82b9-2a1811e3fd0b,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-10-13T12:06Z,BARC.c0.20201013,5.6,,,NEON.DOC.002792vC,,nonstratified,5.64,,,,,,"",0000-0001-6607-7236,,20211221T210224Z,RELEASE-2022
67fa68a2-da3f-43dc-b0b4-e29b509ac505,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-10-27T13:46Z,BARC.c0.20201027,5.7,,,NEON.DOC.002792vD,,nonstratified,5.66,,,,,,fsanchez@battelleecology.org,0000-0001-6607-7236,,20211221T210224Z,RELEASE-2022
f5f88474-2cf8-4ae5-a008-10f61bf28a11,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-11-02T14:34Z,BARC.c0.20201102,5.8,,,NEON.DOC.002792vD,,nonstratified,5.81,,,,,,fsanchez@battelleecology.org,0000-0001-6607-7236,,20211222T033345Z,RELEASE-2022
5113fde9-21a0-458c-87d3-34f32fceb8ec,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-11-03T14:45Z,BARC.c0.20201103,5.7,,,NEON.DOC.002792vD,,nonstratified,5.65,,,,,,fsanchez@battelleecology.org,0000-0001-6607-7236,,20211222T033345Z,RELEASE-2022
5addd0f1-c660-49d5-94bf-c750e9e2c342,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2020-12-01T13:18Z,BARC.c0.20201201,5.6,,,NEON.DOC.002792vD,,nonstratified,5.62,,,,,,fsanchez@battelleecology.org,0000-0002-7940-8177,,20211221T234106Z,RELEASE-2022
6586b790-c572-448c-8608-8021b6f37fea,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-01-05T14:53Z,BARC.c0.20210105,5.5,,,NEON.DOC.002792vD,,nonstratified,5.52,,,,,,fsanchez@battelleecology.org,0000-0003-1571-3196,,20211222T015250Z,PROVISIONAL
0392b2d1-9966-48d9-bd66-92df01e5bdd6,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-01-26T13:45Z,BARC.c0.20210126,5.4,,,NEON.DOC.002792vD,,nonstratified,5.35,3,5.35,,,,fsanchez@battelleecology.org,0000-0002-7940-8177,,20211222T015250Z,PROVISIONAL
c50021ed-58ca-4094-bfcd-5fd4eb88058a,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-02-10T14:07Z,BARC.c0.20210210,5.5,,,NEON.DOC.002792vD,,nonstratified,5.54,,,,,,fsanchez@battelleecology.org,0000-0002-7940-8177,,20211221T221151Z,PROVISIONAL
f09b176d-8455-46bb-bf9e-5aec9c3fb5a1,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-02-24T13:57Z,BARC.c0.20210224,5.6,,,NEON.DOC.002792vD,,nonstratified,5.61,,,,,,fsanchez@battelleecology.org,0000-0002-7940-8177,,20211221T221151Z,PROVISIONAL
38eadb03-e55c-478a-8e8e-f25ba3cee779,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-03-09T13:31Z,BARC.c0.20210309,5.5,,,NEON.DOC.002792vD,,nonstratified,5.53,,,,,,fsanchez@battelleecology.org,0000-0002-7940-8177,,20211221T221417Z,PROVISIONAL
cb9049b8-e614-4952-a05b-a7ad83cc8b72,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-04-07T14:31Z,BARC.c0.20210407,5.4,,,NEON.DOC.002792vD,,nonstratified,5.39,,,,,,fsanchez@battelleecology.org,0000-0002-7940-8177,,20211221T223942Z,PROVISIONAL
611affd2-49b3-4449-b34d-a0a4fc859389,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-05-04T12:19Z,BARC.c0.20210504,5.5,,,NEON.DOC.002792vD,,nonstratified,5.5,5.5,5.5,,,,fsanchez@battelleecology.org,0000-0002-7940-8177,,20211222T021159Z,PROVISIONAL
7480c909-e6c4-4ccc-8e4b-6490382b5b42,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-06-07T14:35Z,BARC.c0.20210607,5.4,,,NEON.DOC.002792vD,,nonstratified,5.35,,,,,,fsanchez@battelleecology.org,0000-0001-9335-3304,,20211222T005714Z,PROVISIONAL
a4bd1898-4a29-4bf2-87a9-c3797d94545d,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-07-12T13:39Z,BARC.c0.20210712,5.7,,,NEON.DOC.002792vD,,nonstratified,5.69,,,,,,matteucci@battelleecology.org,0000-0002-7940-8177,,20211222T004523Z,PROVISIONAL
ab7be270-6151-4368-a111-6b93c38725db,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-08-10T14:00Z,BARC.c0.20210810,5.7,,,NEON.DOC.002792vD,,nonstratified,5.67,,,,,,matteucci@battelleecology.org,0000-0002-7940-8177,,20211221T194543Z,PROVISIONAL
577d503e-f4a3-4c7d-a88f-d3083031146c,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-09-07T14:14Z,BARC.c0.20210907,5.9,,,NEON.DOC.002792vD,,nonstratified,5.9,,,,,,,0000-0002-7940-8177,,20211221T234051Z,PROVISIONAL
a72ae111-a10d-4f75-ab2a-a436a8989596,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-10-05T12:25Z,BARC.c0.20211005,5.7,,,NEON.DOC.002792vD,,nonstratified,5.7,,,,,,dorosheff@battelleecology.org,0000-0001-9076-6525,,20211221T194518Z,PROVISIONAL
81a367c6-af6d-4a79-a488-e2b6f0c7fad1,D03,BARC,BARC.AOS.buoy.c0,29.675982,-82.008414,10,10,27,10,WGS84,,,,,,2021-11-09T16:15Z,BARC.c0.20211109,5.9,,,NEON.DOC.002792vD,,nonstratified,5.9,,,,,,canasalva@battelleecology.org,0000-0001-9076-6525,,20220112T211521Z,PROVISIONAL
b6185174-db30-4508-b9c8-93d59705129f,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2014-01-16T17:00Z,SUGG.c0.20140116,2.1,,,NEON.DOC.002792vA,,nonstratified,,,,,,,cfoster@neoninc.org,cfoster@neoninc.org,,20220110T211440Z,RELEASE-2022
5b1ca38a-f097-4904-b163-ae83d9964be7,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2014-02-11T17:00Z,SUGG.c0.20140211,2.2,,,NEON.DOC.002792vA,,stratified,0.5,1.5,,,,,mlehmnesiek@neoninc.org,cfoster@neoninc.org,,20220110T211138Z,RELEASE-2022
ce761809-a1ed-441a-a492-cbfd807d6ae3,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2014-04-15T16:00Z,SUGG.c0.20140415,2.2,,,NEON.DOC.002792vA,,stratified,1,2.2,,,,,cfoster@neoninc.org,cfoster@neoninc.org,,20220110T211447Z,RELEASE-2022
45984d11-fa60-4e3a-92a8-b7c52359a4eb,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2014-05-13T16:00Z,SUGG.c0.20140513,2,,,NEON.DOC.002792vA,,stratified,0.5,2,,,,,cfoster@neoninc.org,cfoster@neoninc.org,,20220110T211625Z,RELEASE-2022
8cfe32c6-8e21-4a44-a760-cb4bd7cfec85,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2014-06-10T16:00Z,SUGG.c0.20140610,2.3,,,NEON.DOC.002792vA,,stratified,0.5,2.3,,,,,cfoster@neoninc.org,mlehmensiek@neoninc.org,,20220110T211439Z,RELEASE-2022
f6104a2c-8c4c-4b67-987c-0704ff84c7e4,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2014-07-15T16:00Z,SUGG.c0.20140715,2.4,,,NEON.DOC.002792vA,,nonstratified,,,,,,"",cfoster@neoninc.org,ksandusky@neoninc.org,,20220110T210552Z,RELEASE-2022
9a073522-173d-46ea-9585-278fa8672fda,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2014-07-22T16:00Z,SUGG.c0.20140722,2.5,,,NEON.DOC.002792vA,,stratified,0.5,2.5,,,,"",cfoster@neoninc.org,cfoster@neoninc.org,,20220110T210552Z,RELEASE-2022
539d49a1-8bb8-474d-95f5-513984f959ac,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2014-07-29T16:00Z,SUGG.c0.20140729,2.4,,,NEON.DOC.002792vA,,stratified,0.5,2.4,,,,less than 1 percent DO,cfoster@neoninc.org,ksandusky@neoninc.org,,20220110T210552Z,RELEASE-2022
26e0bf3a-2243-4af3-bfd4-841a11d72843,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,,30,10,WGS84,,,,,,2015-02-09T17:00Z,SUGG.c0.20150209,,,,NEON.DOC.002792vA,other,"",,,,,,preliminary sampling bout not completed,"","",,20211222T032845Z,RELEASE-2022
8398ebfb-40c9-4042-8eb9-b3ad6698eaf6,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2015-02-10T17:00Z,SUGG.c0.20150210,2.4,,,NEON.DOC.002792vA,"",nonstratified,,,,,,using the new sensor for the first time,mlanmensiek@neoninc.org,cfoster@neoninc.org,,20211222T032845Z,RELEASE-2022
cabb5701-e5e5-412c-b010-7e2228099712,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2015-05-20T16:00Z,SUGG.c0.20150520,2.4,,,NEON.DOC.002792vA,,stratified,0.5,2.4,,,,,cfoster@neoninc.org,tanthony@field-ops.org,,20211222T030109Z,RELEASE-2022
a2c5cf81-4a9b-4c22-bcec-a1b16aeb6299,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2015-06-23T16:00Z,SUGG.c0.20150623,2,,,NEON.DOC.002792vA,,stratified,0.5,2,,,,,tburlingame@neoninc.org,cfoster@neoninc.org,,20211221T212501Z,RELEASE-2022
9a29ec86-e592-4557-97a7-107faee4a27b,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2015-07-08T16:00Z,SUGG.c0.20150708,2,,,NEON.DOC.002792vA,,nonstratified,,,,,,,echartrand@neoninc.org,cfoster@neoninc.org,,20211222T033351Z,RELEASE-2022
1fea3532-8ecb-4f3d-9f6e-783709a79de5,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2015-07-14T16:00Z,SUGG.c0.20150714,1.9,,,NEON.DOC.002792vA,,stratified,0.5,1.9,,,,,cfoster@neoninc.org,tantony@field-ops.org,,20211222T033351Z,RELEASE-2022
f3b0eed4-9873-44b1-9ef6-c7c7c6cb1598,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2015-07-23T16:00Z,SUGG.c0.20150723,1.9,,,NEON.DOC.002792vA,,nonstratified,,,,,,,cfoster@neoninc.org,tburlingame@neoninc.org,,20211222T033351Z,RELEASE-2022
89db86d9-9356-45e1-b619-c263c24229f6,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2015-08-26T16:00Z,SUGG.c0.20150826,2.2,,,NEON.DOC.002792vA,,stratified,0.5,2.2,,,,,ksandusky@neoninc.org,cfoster@neoninc.org,,20211222T033313Z,RELEASE-2022
343f9d38-8427-4991-afe5-65606d12cf63,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2015-10-21T16:00Z,SUGG.c0.20151021,2.3,,,NEON.DOC.002792vA,,nonstratified,,,,,,,cfoster@neoninc.org,ksandusky@neoninc.org,,20211221T214828Z,RELEASE-2022
a1ceb069-3d6c-4a04-9ec0-b11d4e33164c,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2015-11-10T17:00Z,SUGG.c0.20151110,2.1,,,NEON.DOC.002792vA,,nonstratified,,,,,,,ksandusky@neoninc.org,cfoster@neoninc.org,,20211222T043236Z,RELEASE-2022
15ce64aa-8d48-4768-8e5b-d1dfa341d794,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2015-11-23T17:00Z,SUGG.c0.20151123,2.4,,,NEON.DOC.002792vA,,nonstratified,,,,,,,jeells@neoninc.org,ksandusky@neoninc.org,,20211222T043236Z,RELEASE-2022
342759c7-1d29-4fae-8458-89dbfd26edde,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2015-12-28T17:00Z,SUGG.c0.20151228,2.3,,,NEON.DOC.002792vA,,stratified,0.5,2.25,,,,,tburlingame@neoninc.org,ksandusky@neoninc.org,,20211222T033637Z,RELEASE-2022
865f784a-af36-4db4-b0ee-baf1f5a735fd,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2016-02-12T17:00Z,SUGG.c0.20160212,2.3,,,NEON.DOC.002792vA,,nonstratified,,,,,,,tburlingame@neoninc.org,ksandusky@neoninc.org,,20211221T233210Z,RELEASE-2022
ced0f11a-fce3-403d-818c-041126fcd44c,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2016-03-02T17:00Z,SUGG.c0.20160302,2.3,,,NEON.DOC.002792vA,,stratified,1,2.3,,,,,echartrand@neoninc.org,ksandusky@neoninc.org,,20211221T212421Z,RELEASE-2022
d0b62e8c-db5b-454d-bee0-31a45ba9a38e,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2016-04-13T16:00Z,SUGG.c0.20160413,2.2,,,NEON.DOC.002792vA,,stratified,0.5,2.2,,,,,jford@field-ops.org,ksandusky@neoninc.org,,20211222T032421Z,RELEASE-2022
4c60c961-9d7c-4f03-ba6f-c83169912c68,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2016-06-14T16:00Z,SUGG.c0.20160614,2.4,,,NEON.DOC.002792vA,,stratified,0.5,2.35,,,,,echartrand@neoninc.org,ksandusky@neoninc.org,,20211221T234413Z,RELEASE-2022
df1c9658-c40c-4c15-bea6-2db1ba98c613,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2016-07-05T16:00Z,SUGG.c0.20160705,2.4,,,NEON.DOC.002792vA,,stratified,0.5,2.35,,,,,echartrand@neoninc.org,ksandusky@neoninc.org,,20211221T210125Z,RELEASE-2022
d99888b8-9f7f-4c23-946c-e1011938fc2f,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2016-08-09T16:00Z,SUGG.c0.20160809,2.3,,,NEON.DOC.002792vA,,nonstratified,,,,,,,echartrand@neoninc.org,ksandusky@neoninc.org,,20211221T224814Z,RELEASE-2022
cda5d888-cd2f-4e6d-820b-62c7b0e92f26,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2016-09-06T16:00Z,SUGG.c0.20160906,2,,,NEON.DOC.002792vA,,nonstratified,,,,,,,echartrand@neoninc.org,ksandusky@neoninc.org,,20211222T005903Z,RELEASE-2022
96270814-ca0c-48b8-ba00-d1f592eaa8c1,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2016-10-11T16:00Z,SUGG.c0.20161011,2.5,,,NEON.DOC.002792vA,,nonstratified,,,,,,"",echartrand@neoninc.org,ksandusky@neoninc.org,,20211221T234832Z,RELEASE-2022
9eb2fe9f-5cdc-4f4a-8af5-2e3ffa331520,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2016-10-31T16:00Z,SUGG.c0.20161031,2,,,NEON.DOC.002792vA,,nonstratified,,,,,,SDG 0915 ASI 930,ksandusky@neoninc.org,cproia@field-ops.org,,20211221T234832Z,RELEASE-2022
1d549b3c-a84d-4c77-bbd1-b0cc86a57a0f,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2016-11-07T17:00Z,SUGG.c0.20161107,2.1,,,NEON.DOC.002792vA,,nonstratified,,,,,,,echartrand@neoninc.org,ksandusky@neoninc.org,,20211221T221005Z,RELEASE-2022
a3fc37c1-bc09-48c3-9895-b3cac9315130,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2016-12-05T17:00Z,SUGG.c0.20161205,1.9,,,NEON.DOC.002792vA,,nonstratified,,,,,,,ksandusky@neoninc.org,echartrand@neoninc.org,,20211221T221641Z,RELEASE-2022
5cb1ea4f-be62-4d00-b8aa-d8630c83ac8e,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2017-01-31T17:00Z,SUGG.c0.20170131,1.8,,,NEON.DOC.002792vA,,nonstratified,,,,,,,ksandusky@neoninc.org,jcampbell@field-ops.org,,20211221T200005Z,RELEASE-2022
83399646-601f-4c01-95a8-66e1dd53a35d,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2017-02-08T17:00Z,SUGG.c0.20170208,1.8,,,NEON.DOC.002792vA,,nonstratified,,,,,,,kludwig@field-ops.org,ksandusky@neoninc.org,,20211222T040807Z,RELEASE-2022
15fd33ba-3539-4457-a9cf-1926d51d78f9,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2017-02-09T17:00Z,SUGG.c0.20170209,1.8,,,NEON.DOC.002792vA,,nonstratified,,,,,,,echartrand@neoninc.org,jcampbell@field-ops.org,,20211222T040807Z,RELEASE-2022
18f397fa-5c4f-44c3-abe4-6e34c0f7b9a4,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2017-02-20T17:00Z,SUGG.c0.20170220,1.8,,,NEON.DOC.002792vA,,nonstratified,,,,,,,ksandusky@neoninc.org,jcampbell@field-ops.org,,20211222T040807Z,RELEASE-2022
e4621004-5550-467e-8719-84f242efe90e,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2017-02-22T17:00Z,SUGG.c0.20170222,1.8,,,NEON.DOC.002792vA,,nonstratified,,,,,,,echartrand@neoninc.org,jcampbell@field-ops.org,,20211222T040807Z,RELEASE-2022
63ccc3c2-2cf8-4859-adc9-39b8ee9c2c98,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2017-02-28T17:00Z,SUGG.c0.20170228,1.7,,,NEON.DOC.002792vA,,nonstratified,,,,,,,echartrand@neoninc.org,jcampbell@field-ops.org,,20211222T040807Z,RELEASE-2022
14933794-7bcb-432e-b4ed-c6cfa9b14a97,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2017-04-03T13:25Z,SUGG.c0.20170403,1.6,,,NEON.DOC.002792vB,,nonstratified,,,,,,,echartrand@neoninc.org,kludwig@field-ops.org,,20211222T004626Z,RELEASE-2022
6facd995-c6bf-4330-9906-aa2ff21efc66,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2017-05-01T14:10Z,SUGG.c0.20170501,1.4,,,NEON.DOC.002792vB,,nonstratified,,,,,,,jcampbell@field-ops.org,kludwig@field-ops.org,,20211222T000701Z,RELEASE-2022
