uid,domainID,siteID,namedLocation,decimalLatitude,decimalLongitude,coordinateUncertainty,additionalCoordUncertainty,elevation,elevationUncertainty,geodeticDatum,altLocation,altLatitude,altLongitude,altCoordinateUncertainty,altGeodeticDatum,collectDate,aquaticSiteType,samplingImpractical,waterChemSamplesCollected,parentSampleID,eventID,samplerType,dissolvedOxygen,dissolvedOxygenSaturation,specificConductance,waterTemp,swcSamplingProtocolVersion,lowerSegmentDepth,upperSegmentDepth,maxDepth,lakeSampleDepth1,lakeSampleDepth2,aCollectedBy,bCollectedBy,remarks,fieldDataQF,publicationDate,release
3af25426-537a-458d-aa8e-551634161113,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2018-09-04T14:27Z,lake,,,SUGG.C0.20180904,SUGG.20180904,Kemmerer,3.16,38.9,66.8,26.9,NEON.DOC.002905vE,,,2.4,0.5,,kross@BattelleEcology.org,kkelley@battelleecology.org,,,20211221T200303Z,RELEASE-2022
49f8baa8-d83e-47ec-a83c-442b48af76a1,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2018-10-01T16:50Z,lake,,,SUGG.C0.20181001,SUGG.20181001,Kemmerer,2.91,36.3,67.6,27.8,NEON.DOC.002905vE,,,2.4,0.5,,kkelley@battelleecology.org,kludwig@battelleecology.org,,,20211222T015555Z,RELEASE-2022
b843d07a-92ce-4251-91c3-8ce4bdf29e3c,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2018-11-05T17:16Z,lake,,,SUGG.C0.20181105,SUGG.20181105,Kemmerer,5.98,66.5,70.1,20.9,NEON.DOC.002905vE,,,2.4,0.5,,kludwig@battelleecology.org,kkelley@battelleecology.org,,,20211222T011447Z,RELEASE-2022
36268f60-5573-4d95-96ec-07334300c21f,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2018-12-04T17:52Z,lake,,,SUGG.C0.20181204,SUGG.20181204,Kemmerer,7.24,74.8,69.5,17.2,NEON.DOC.002905vE,,,2.4,0.5,,kross@BattelleEcology.org,kludwig@battelleecology.org,,,20211221T205838Z,RELEASE-2022
40a47c9d-79cc-4e74-bc95-32be6ed23365,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2019-01-07T17:42Z,lake,,,SUGG.C0.20190107,SUGG.20190107,Kemmerer,5.31,52.7,70.3,15.4,NEON.DOC.002905vE,,,2.4,0.5,,kross@BattelleEcology.org,mbenedict@battelleecology.org,,,20211222T015740Z,RELEASE-2022
f2a395ff-5bc4-41f0-a778-3a33a432b55c,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2019-02-04T18:48Z,lake,,,SUGG.C0.20190204,SUGG.20190204,Kemmerer,11.85,108.4,68.6,12.7,NEON.DOC.002905vE,,,2.5,0.5,,kross@BattelleEcology.org,mmugnani@field-ops.org,,,20211221T201624Z,RELEASE-2022
73faf6c5-bb1f-41f2-931e-8b9ee969a5fa,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2019-03-04T17:06Z,lake,,,SUGG.C0.20190304,SUGG.20190304,Kemmerer,5.97,62.4,62.7,18.7,NEON.DOC.002905vE,,,2.4,0.5,,mmugnani@field-ops.org,kross@BattelleEcology.org,,,20211222T021958Z,RELEASE-2022
cebebc89-6168-4887-a849-c80587f0d863,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2019-04-11T15:58Z,lake,,,SUGG.C0.20190411,SUGG.20190411,Kemmerer,5.59,64,65.8,21.8,NEON.DOC.002905vE,1,0,2.2,0.5,,0000-0003-1571-3196,0000-0002-4570-7750,,,20211222T021937Z,RELEASE-2022
7de39e51-e835-400a-bae6-125d112096dc,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2019-05-07T14:07Z,lake,,,SUGG.C0.20190507,SUGG.20190507,Kemmerer,4.12,49.1,62.5,24,NEON.DOC.002905vF,1,0,2.4,0.5,,0000-0003-1571-3196,0000-0003-1571-3196,,,20211221T201307Z,RELEASE-2022
fc095689-09b6-4af8-9069-1ab7e23b1027,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2019-06-10T16:30Z,lake,,,SUGG.C0.20190610,SUGG.20190610,Kemmerer,5.9,70.8,64.7,25.4,NEON.DOC.002905vF,,,2.4,0.5,,0000-0003-1571-3196,,,,20211221T235311Z,RELEASE-2022
1c50950d-4e9c-47cb-a131-bf70645a9903,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2019-07-08T15:02Z,lake,,,SUGG.C0.20190708,SUGG.20190708,Kemmerer,3.42,42.5,66.4,27,NEON.DOC.002905vF,,,2.4,0.5,,0000-0001-6607-7236,0000-0002-7940-8177,,,20211221T222716Z,RELEASE-2022
2390be64-52c6-407a-b682-f0abcbd47887,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2019-08-13T15:30Z,lake,,,SUGG.C0.20190813,SUGG.20190813,Kemmerer,4.06,51.5,66,27.8,NEON.DOC.002905vF,,,2.4,0.5,,0000-0001-6607-7236,0000-0002-4570-7750,,,20211222T003731Z,RELEASE-2022
b85c64ad-c6ca-4723-b3ff-33d03cec65c6,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2019-09-10T13:50Z,lake,,,SUGG.C0.20190910,SUGG.20190910,Kemmerer,3.4,41.5,64.1,26.4,NEON.DOC.002905vF,,,2.3,0.5,,0000-0002-7940-8177,0000-0003-1571-3196,,,20211222T013029Z,RELEASE-2022
8f0bf0b2-77e9-4a79-9076-f73aa72baf17,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2019-10-01T15:34Z,lake,,,SUGG.C0.20191001,SUGG.20191001,Kemmerer,4,48.4,65.1,25.5,NEON.DOC.002905vF,,,2.2,0.5,,0000-0001-6607-7236,0000-0002-7940-8177,,,20211222T041304Z,RELEASE-2022
36173d7b-b530-44ca-abb0-237ddcc618a0,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2019-11-04T16:31Z,lake,,,SUGG.C0.20191104,SUGG.20191104,Kemmerer,5.95,66,70.9,19.5,NEON.DOC.002905vF,,,2.3,0.5,,0000-0003-1571-3196,0000-0001-6607-7236,,,20211221T231716Z,RELEASE-2022
b3c8d449-0153-4ee6-9d75-cd1479b633aa,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2019-12-09T15:28Z,lake,,,SUGG.C0.20191209,SUGG.20191209,Kemmerer,8.53,83.3,0.06,14.8,NEON.DOC.002905vF,,,2,0.5,,0000-0002-7940-8177,,,,20211222T004216Z,RELEASE-2022
7a3973fe-9fcb-4336-a598-42b5722703eb,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2020-01-07T14:56Z,lake,,,SUGG.C0.20200107,SUGG.20200107,Kemmerer,7.75,74.1,0.07,13.6,NEON.DOC.002905vF,,,2.3,0.5,,0000-0003-1571-3196,0000-0002-7940-8177,,,20211221T214936Z,PROVISIONAL
48491bd7-71cb-4330-9836-82c177ee7f14,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2020-02-04T15:48Z,lake,,Y,SUGG.C0.20200204,SUGG.20200204,Kemmerer,9.88,91.4,70.3,12.1,NEON.DOC.002905vG,,,2.2,0.5,,0000-0002-4570-7750,0000-0003-1571-3196,,,20211222T014105Z,PROVISIONAL
0da83545-38b8-44b0-8bf3-2b2a69d15625,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2020-03-03T16:00Z,lake,,Y,SUGG.C0.20200303,SUGG.20200303,Kemmerer,8.13,80.3,65.1,14.9,NEON.DOC.002905vG,,,2.1,0.5,,0000-0002-7940-8177,0000-0001-6607-7236,,,20211222T034234Z,PROVISIONAL
57ed0821-cc3c-4a36-8b06-aa25b62a61c6,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2020-04-07T04:00Z,lake,logistical,,SUGG.C0.20200407,SUGG.20200407,,,,,,NEON.DOC.002905vG,,,,,,0000-0002-4570-7750,,COVID19,,20211221T230833Z,PROVISIONAL
83f21815-d9d0-46c3-8230-d69b9abec6cf,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2020-05-05T04:00Z,lake,logistical,,SUGG.C0.20200505,SUGG.20200505,,,,,,NEON.DOC.002905vG,,,,,,0000-0002-4570-7750,,COVID19,,20211221T231127Z,PROVISIONAL
190051d6-a756-4cab-8edd-bd3a1fe129bb,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2020-06-16T14:24Z,lake,,Y,SUGG.C0.20200616,SUGG.20200616,Kemmerer,3.85,45.3,68,25,NEON.DOC.002905vG,,,2.3,0.5,,0000-0002-7940-8177,0000-0003-1571-3196,,,20211222T025210Z,PROVISIONAL
f2e0b216-f58d-4910-8456-b88bd79e8b5f,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2020-07-07T14:55Z,lake,,Y,SUGG.C0.20200707,SUGG.20200707,Kemmerer,4.19,51.3,67.4,25.7,NEON.DOC.002905vG,,,2.3,0.5,,0000-0002-7940-8177,0000-0001-6607-7236,,,20211221T221850Z,PROVISIONAL
10dfa7b1-23d5-4a92-9574-5612000208cd,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2020-08-11T04:00Z,lake,logistical,,SUGG.C0.20200811,SUGG.20200811,,,,,,NEON.DOC.002905vG,,,,,,0000-0001-6607-7236,0000-0001-6607-7236,COVID19,,20211221T202143Z,PROVISIONAL
0428d6af-c087-43d0-8940-238d8721e745,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2020-09-08T04:00Z,lake,logistical,,SUGG.C0.20200908,SUGG.20200908,,,,,,NEON.DOC.002905vG,,,,,,0000-0001-6607-7236,0000-0001-6607-7236,COVID19,,20211221T220746Z,PROVISIONAL
1989be9d-59e9-4f4d-b351-a00be4d13871,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2020-11-03T13:50Z,lake,,Y,SUGG.C0.20201103,SUGG.20201103,Kemmerer,5.84,62,70.9,18.6,NEON.DOC.002905vG,,,2.2,0.5,,0000-0001-6607-7236,0000-0003-1571-3196,,,20211222T024123Z,PROVISIONAL
bf5f7292-c564-4814-9781-1c1bf8bd6772,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2020-12-01T14:37Z,lake,,Y,SUGG.C0.20201201,SUGG.20201201,Kemmerer,7.55,75.5,58.9,15.9,NEON.DOC.002905vG,,,2.3,0.5,,0000-0002-7940-8177,0000-0003-1571-3196,,,20211222T003729Z,PROVISIONAL
742424ed-9bb3-4cf1-9cc7-f60d7132241a,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2021-01-05T16:15Z,lake,,Y,SUGG.C0.20210105,SUGG.20210105,Kemmerer,8.28,78.4,70.9,13.4,NEON.DOC.002905vG,,,2.2,0.5,,0000-0002-7940-8177,0000-0003-1571-3196,,,20211222T002057Z,PROVISIONAL
5d5bb1dc-8987-4ee4-b11e-6571e8762fba,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2021-01-26T15:52Z,lake,,Y,SUGG.C0.20210126,SUGG.20210126,Kemmerer,8.64,84.5,72.3,14.3,NEON.DOC.002905vG,,,2.1,0.5,,0000-0002-7940-8177,0000-0003-1571-3196,,,20211222T002057Z,PROVISIONAL
724c6245-3103-49c5-9877-278d40825bf0,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2021-03-09T15:02Z,lake,,Y,SUGG.C0.20210309,SUGG.20210309,Kemmerer,8.24,77.7,69.4,14.1,NEON.DOC.002905vG,,,2.3,0.5,,0000-0002-7940-8177,0000-0003-1571-3196,,,20211222T041226Z,PROVISIONAL
7a34b9fe-c076-4f59-8268-1d292a43b260,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2021-04-07T16:15Z,lake,,Y,SUGG.C0.20210407,SUGG.20210407,Kemmerer,8.61,90.6,68.6,18.6,NEON.DOC.002905vG,,,2.3,0.5,,0000-0002-7940-8177,0000-0003-1571-3196,,,20211222T034743Z,PROVISIONAL
b6990dc9-81a1-4935-a470-8a7fc462853e,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2021-05-04T14:23Z,lake,,Y,SUGG.C0.20210504,SUGG.20210504,Kemmerer,5.16,62,64.8,24.4,NEON.DOC.002905vG,,,2.2,0.5,,0000-0002-7940-8177,0000-0003-1571-3196,,,20211221T212056Z,PROVISIONAL
e5813977-23bf-46cf-aae2-9418b962ced7,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2021-06-07T16:58Z,lake,,Y,SUGG.C0.20210607,SUGG.20210607,Kemmerer,7.66,94.2,72.8,26.6,NEON.DOC.002905vG,,,2,0.5,,0000-0001-9335-3304,0000-0003-1571-3196,,,20211221T195358Z,PROVISIONAL
20686310-e41c-4385-a807-c8cd4bfec835,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2021-07-12T15:43Z,lake,,Y,SUGG.C0.20210712,SUGG.20210712,Kemmerer,6.9,82.2,64.9,26.5,NEON.DOC.002905vG,,,2.4,0.5,,0000-0002-7940-8177,0000-0001-9335-3304,,,20220125T180828Z,PROVISIONAL
3e8360da-4d29-4940-88be-ac0e161a20ad,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2021-08-10T15:50Z,lake,,Y,SUGG.C0.20210810,SUGG.20210810,Kemmerer,5.97,73.5,64.6,27.2,NEON.DOC.002905vG,,,2.3,0.5,,0000-0002-7940-8177,0000-0001-9335-3304,,,20220125T180556Z,PROVISIONAL
876eb40d-8fb6-4050-9496-8e7959e138ab,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2021-09-07T16:25Z,lake,,Y,SUGG.C0.20210907,SUGG.20210907,Kemmerer,5.22,63.8,61.4,26,NEON.DOC.002905vG,,,2.3,0.5,,0000-0002-7940-8177,,,,20211221T203257Z,PROVISIONAL
5a8031e4-4d3f-44cd-b9c8-004d25837570,D03,SUGG,SUGG.AOS.buoy.c0,29.688149,-82.017318,10,10,30,10,WGS84,,,,,,2021-10-05T14:20Z,lake,,Y,SUGG.C0.20211005,SUGG.20211005,Kemmerer,5.11,58.7,59.5,23.3,NEON.DOC.002905vG,,,2.4,0.5,,0000-0002-7940-8177,0000-0001-9076-6525,,,20220112T211814Z,PROVISIONAL
92e57bc6-2603-4e39-b723-4bf61b5c2808,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,512.5,1,WGS84,,,,,,2015-05-05T15:30Z,lake,,,CRAM.OT.20150505,CRAM.20150505,Kemmerer,9.9,103,15.7,15.2,NEON.DOC.001190vB,2.9,0,2.9,,,jhudson@neoninc.org,cslemmons@neoninc.org,"",,20211222T015624Z,RELEASE-2022
565bbba0-93d5-4879-9c3e-492bac180d33,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,512.5,1,WGS84,,,,,,2015-05-05T16:30Z,lake,,,CRAM.IN.20150505,CRAM.20150505,Kemmerer,10,106,16,16.1,NEON.DOC.001190vB,0.8,0,0.8,,,jhudson@neoninc.org,cslemmons@neoninc.org,"Too shallow to sample at 0.5 m, sample taken at 0.4 m",,20211222T015624Z,RELEASE-2022
7a7f5409-759d-41e3-b195-e4fb3d262c39,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-05-05T19:45Z,lake,,,CRAM.C1.20150505,CRAM.20150505,Kemmerer,,107,15.9,15.9,NEON.DOC.001190vB,4.5,0,12.8,,,jhudson@neoninc.org,cslemmons@neoninc.org,"",,20211222T015624Z,RELEASE-2022
1d363e93-37f8-45e2-8723-1e5fc16f5c04,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-05-05T20:45Z,lake,,,CRAM.C2.20150505,CRAM.20150505,Kemmerer,,67,6.4,6,NEON.DOC.001190vB,12.8,4.5,12.8,,,jhudson@neoninc.org,cslemmons@neoninc.org,Samples taken at 5.1 m and 10.4 m and integrated.,,20211222T015624Z,RELEASE-2022
b149ef53-f8c5-4835-81e6-2964fcde0b65,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,512.5,1,WGS84,,,,,,2015-06-02T15:00Z,lake,,,CRAM.OT.20150602,CRAM.20150602,Kemmerer,9.1,100,14.2,17.6,NEON.DOC.001190vC,1.3,0,1.3,,,jhudson@neoninc.org,cslemmons@neoninc.org,"",,20211222T010438Z,RELEASE-2022
2371141a-cc19-4625-80b1-6c5956b1ffc8,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,512.5,1,WGS84,,,,,,2015-06-02T16:00Z,lake,,,CRAM.IN.20150602,CRAM.20150602,Kemmerer,8.8,100,14.7,18.2,NEON.DOC.001190vC,1.4,0,1.4,,,jhudson@neoninc.org,cslemmons@neoninc.org,"",,20211222T010438Z,RELEASE-2022
e2cb0ee9-a97b-4f17-937d-8d1d1927a292,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-06-02T17:15Z,lake,,,CRAM.C1.20150602,CRAM.20150602,Kemmerer,,100,14.4,18.1,NEON.DOC.001190vC,2.5,0,16.5,,,jhudson@neoninc.org,cslemmons@neoninc.org,"",,20211222T010438Z,RELEASE-2022
9a20aa7b-9077-46a0-8af2-05c61ecf8626,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-06-02T18:15Z,lake,,,CRAM.C2.20150602,CRAM.20150602,Kemmerer,,20,17.8,5.3,NEON.DOC.001190vC,16.5,9,16.5,,,jhudson@neoninc.org,cslemmons@neoninc.org,Samples collected at 8.65 m and 13.9 m and integrated.,,20211222T010438Z,RELEASE-2022
141ca679-5af3-45f2-8347-d27ae37ccdb4,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,512.5,1,WGS84,,,,,,2015-06-29T15:15Z,lake,,,CRAM.OT.20150629,CRAM.20150629,Kemmerer,7.8,98,13.7,22.9,NEON.DOC.001190vC,1.8,0,1.8,,,jhudson@neoninc.org,cslemmons@neoninc.org,"",,20211222T010438Z,RELEASE-2022
8e21652f-fd8a-406f-a243-07f7965babc5,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,512.5,1,WGS84,,,,,,2015-06-29T16:00Z,lake,,,CRAM.IN.20150629,CRAM.20150629,Kemmerer,7.9,98,15.1,23.3,NEON.DOC.001190vC,,,,,,jhudson@neoninc.org,cslemmons@neoninc.org,"",,20211222T010438Z,RELEASE-2022
5e83e3e3-43b9-466b-b0fb-0590fb98a243,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-06-29T17:15Z,lake,,,CRAM.C1.20150629,CRAM.20150629,Kemmerer,8.2,103,14.9,23.6,NEON.DOC.001190vC,2,0,14,,,jhudson@neoninc.org,cslemmons@neoninc.org,"",,20211222T010438Z,RELEASE-2022
bbbf9f52-1ab7-4a09-957e-7713444c3b92,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-06-29T18:00Z,lake,,,CRAM.C2.20150629,CRAM.20150629,Kemmerer,1.3,1.7,5,5.7,NEON.DOC.001190vC,14,7.5,14,,,jhudson@neoninc.org,cslemmons@neoninc.org,Samples collected at 8.5 m and 12.0 m. Water smelled extremely sulphurous. Heavy rain while samples collected.,,20211222T010438Z,RELEASE-2022
2c7dc2ba-8823-432d-8c86-bf09249df039,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,512.5,1,WGS84,,,,,,2015-08-04T16:45Z,lake,,,CRAM.OT.20150804,CRAM.20150804,Kemmerer,,,,,NEON.DOC.001190vC,,,,0.5,,jhudson@neoninc.org,cslemmons@neoninc.org,Did not have multiprobe to collect in situ data. Did not collect depths. Did not filter PCN.,,20211222T041223Z,RELEASE-2022
1f2fa2cb-45cc-4274-808e-498335e48ab8,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,512.5,1,WGS84,,,,,,2015-08-04T18:30Z,lake,,,CRAM.IN.20150804,CRAM.20150804,Kemmerer,8.5,105,15.1,22.7,NEON.DOC.001190vC,,,,0.5,,jhudson@neoninc.org,cslemmons@neoninc.org,Did not collect depth. Did not filter PCN.,,20211222T041223Z,RELEASE-2022
520b04e4-b898-4dbf-b922-3f40d053ebb4,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-08-04T19:45Z,lake,,,CRAM.C1.20150804,CRAM.20150804,Kemmerer,8,98,15.1,22.5,NEON.DOC.001190vC,4,0,16,0.5,,jhudson@neoninc.org,cslemmons@neoninc.org,PCN not collected,,20211222T041223Z,RELEASE-2022
dbefe598-0be9-4813-bf42-97a45f601d2a,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-08-04T20:15Z,lake,,,CRAM.C2.20150804,CRAM.20150804,Kemmerer,0.2,2,21.6,5.2,NEON.DOC.001190vC,16,8.5,16,11,14,jhudson@neoninc.org,cslemmons@neoninc.org,PCN not collected| Samples collected at 11.0 and 14.0 meters and integrated,,20211222T041223Z,RELEASE-2022
66b644d2-0321-4598-b37e-96646f0d5b9a,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,512.5,1,WGS84,,,,,,2015-09-01T14:45Z,lake,,,CRAM.OT.20150901,CRAM.20150901,Kemmerer,7.1,85,13.5,21.5,NEON.DOC.002905vA,1,0,1,0.5,,jhudson@neoninc.org,hwhite@field-ops.org,PCN not collected,,20211221T221223Z,RELEASE-2022
667842be-dfd9-41ff-a2e1-2b6e6692178f,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,512.5,1,WGS84,,,,,,2015-09-01T15:30Z,lake,,,CRAM.IN.20150901,CRAM.20150901,Kemmerer,7.4,88,13.4,21.8,NEON.DOC.002905vA,1.3,0,1.3,0.5,,jhudson@neoninc.org,hwhite@field-ops.org,PCN not filtered,,20211221T221223Z,RELEASE-2022
1166d56e-a29c-4a7a-a6f0-3b2928d274ad,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-09-01T17:15Z,lake,,,CRAM.C1.20150901,CRAM.20150901,Kemmerer,8.2,99,13.1,21.9,NEON.DOC.002905vA,2,0,15,0.5,,jhudson@neoninc.org,hwhite@field-ops.org,PCN not collected,,20211221T221223Z,RELEASE-2022
47c3cc8f-c181-4227-8a94-5ebf19854015,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-09-01T18:00Z,lake,,,CRAM.C2.20150901,CRAM.20150901,Kemmerer,0.2,2,19.3,5.5,NEON.DOC.002905vA,15,8.5,15,11,13.5,jhudson@neoninc.org,hwhite@field-ops.org,PCN not collected. Samples taken and 11.0 m and 13.5 m and integrated|Filtered 09/02/2015. Used the pH sample water because we ran out of acid titrant. Sample kept cool and dark until filtered.,,20211221T221223Z,RELEASE-2022
465bf132-a9e5-4b2b-a8c6-33a843d2bd42,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,512.5,1,WGS84,,,,,,2015-09-29T15:30Z,lake,,,CRAM.OT.20150929,CRAM.20150929,Kemmerer,8.4,93,14.7,17.8,NEON.DOC.002905vA,1.1,0,1.1,0.5,,jhudson@neoninc.org,pgrunwald@neoninc.org,PCN not collected,,20211221T221223Z,RELEASE-2022
4b99abf6-c93c-4755-8957-074993ac87b1,D05,CRAM,CRAM.AOS.littoral1,46.207952,-89.476193,1.1,10,512.5,1,WGS84,,,,,,2015-09-29T17:30Z,lake,,,CRAM.IN.20150929,CRAM.20150929,Kemmerer,8.7,97,14.3,18.3,NEON.DOC.002905vA,0.9,0,0.9,0.5,,jhudson@neoninc.org,pgrunwald@neoninc.org,PCN not collected,,20211221T221223Z,RELEASE-2022
4cf64f9a-ebdc-468d-9126-0504c31bcb86,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-09-29T19:00Z,lake,,,CRAM.C1.20150929,CRAM.20150929,Kemmerer,8.5,95,14.2,18.3,NEON.DOC.002905vA,5,0,14,0.5,,jhudson@neoninc.org,pgrunwald@neoninc.org,PCN not collected,,20211221T221223Z,RELEASE-2022
ce42384a-64c5-4c65-80fd-faaf538b3226,D05,CRAM,CRAM.AOS.buoy.c2,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-09-29T19:45Z,lake,,,CRAM.C2.20150929,CRAM.20150929,Kemmerer,0.2,1,22.5,5.9,NEON.DOC.002905vA,14,9,14,11,13,jhudson@neoninc.org,pgrunwald@neoninc.org,PCN not collected. Samples taken at 11.0 and 13.0 meters and integrated. In-situ measurements taken at 12 m.,,20211221T221223Z,RELEASE-2022
18235509-f1dc-4c49-b775-4cb8224047b2,D05,CRAM,CRAM.AOS.littoral2,46.211995,-89.47446,1.1,10,512.5,1,WGS84,,,,,,2015-10-26T15:00Z,lake,,,CRAM.OT.20151026,CRAM.20151026,Kemmerer,9.1,83,14.8,9.1,NEON.DOC.002905vA,,0,,0.5,,jhudson@neoninc.org,cblumbergs@field-ops.org,Total depth not taken. PCN not collected,,20211221T221516Z,RELEASE-2022
8aa5bdbb-4e26-4c6f-a258-70bbf9b07424,D05,CRAM,CRAM.AOS.buoy.c1,46.210592,-89.476861,10,10,509,10,WGS84,,,,,,2015-10-26T16:00Z,lake,,,CRAM.C1.20151026,CRAM.20151026,Kemmerer,9.2,83,14,9.3,NEON.DOC.002905vA,9,0,12.5,0.5,,jhudson@neoninc.org,cblumbergs@neoninc.org,"",,20211221T221516Z,RELEASE-2022
