uid,domainID,siteID,namedLocation,collectDate,titrationDate,parentSampleID,domainSampleID,domainSampleCode,titrationLocation,sampleType,initialSamplepH,initialSampleTemp,normality,sampleVolume,methodType,remarks,measuredBy,alkMeqPerL,alkMgPerL,ancMeqPerL,ancMgPerL,dataQF,publicationDate,release
8394e112-cf2b-4aa5-b0bb-53c5da41cf73,D03,SUGG,SUGG.AOS.buoy.c0,2014-02-11T16:55Z,2014-02-12T15:15Z,SUGG.C0.20140211,SUGG.C0.20140211.ALK,,support facility,ALK,4.75,19,0.16,50,Gran,,cfoster@neoninc.org,0.04,2.07,,,,20220110T210620Z,RELEASE-2022
5e762fe7-5dca-4614-a471-1d9185e08aee,D03,SUGG,SUGG.AOS.buoy.c0,2014-02-11T16:55Z,2014-02-12T15:50Z,SUGG.C0.20140211,SUGG.C0.20140211.ANC,,support facility,ANC,4.74,19,0.16,50,Gran,,cfoster@neoninc.org,,,0.04,1.92,,20220110T210620Z,RELEASE-2022
c8407c33-5686-4b71-9d17-581846e15b57,D03,SUGG,SUGG.AOS.buoy.c0,2014-03-11T15:40Z,2014-03-12T14:25Z,SUGG.C0.20140311,SUGG.C0.20140311.ALK,,support facility,ALK,4.7,21.8,0.16,50,Gran,,cfoster@neoninc.org,0.01,0.6,,,,20220110T211626Z,RELEASE-2022
6c47bc82-64f7-4b12-b0b0-43feac272ded,D03,SUGG,SUGG.AOS.buoy.c0,2014-03-11T15:40Z,2014-03-12T14:55Z,SUGG.C0.20140311,SUGG.C0.20140311.ANC,,support facility,ANC,4.7,21.7,0.16,50,Gran,,cfoster@neoninc.org,,,0.01,0.48,,20220110T211626Z,RELEASE-2022
f63eb5f3-cf21-493b-97b9-34d652e66b6a,D03,SUGG,SUGG.AOS.buoy.c0,2014-04-15T14:10Z,2014-04-16T14:00Z,SUGG.C0.20140415,SUGG.C0.20140415.ANC,,support facility,ANC,4.49,22.3,0.16,50,Gran,,cfoster@neoninc.org,,,0.01,0.72,,20220110T211152Z,RELEASE-2022
6a15358b-a0fb-4bef-9d6b-057f7ae15fed,D03,SUGG,SUGG.AOS.buoy.c0,2014-04-15T14:10Z,2014-04-16T13:35Z,SUGG.C0.20140415,SUGG.C0.20140415.ALK,,support facility,ALK,4.61,21,0.16,50,Gran,,cfoster@neoninc.org,0.03,1.72,,,,20220110T211152Z,RELEASE-2022
282fbfa2-337d-4992-a801-b2d4c255e8ed,D03,SUGG,SUGG.AOS.buoy.c0,2014-05-13T15:20Z,2014-05-14T14:10Z,SUGG.C0.20140513,SUGG.C0.20140513.ALK,,support facility,ALK,4.53,25.4,0.16,50,Gran,,cfoster@neoninc.org,0.05,2.62,,,,20220110T211347Z,RELEASE-2022
758df8df-1107-4f30-9bcd-965cbc451d35,D03,SUGG,SUGG.AOS.buoy.c0,2014-05-13T15:20Z,2014-05-14T15:00Z,SUGG.C0.20140513,SUGG.C0.20140513.ANC,,support facility,ANC,4.55,24.5,0.16,50,Gran,,cfoster@neoninc.org,,,0.02,0.8,,20220110T211347Z,RELEASE-2022
7801ff45-1141-4838-9984-c2c37b01de59,D03,SUGG,SUGG.AOS.buoy.c0,2014-06-10T13:55Z,2014-06-11T12:45Z,SUGG.C0.20140610,SUGG.C0.20140610.ALK,,support facility,ALK,4.34,23.1,0.16,50,Gran,,cfoster@neoninc.org,-0.04,-1.86,,,,20220110T211544Z,RELEASE-2022
4a982406-c633-44f4-b505-362fb9c7621f,D03,SUGG,SUGG.AOS.buoy.c0,2014-06-10T13:55Z,2014-06-11T13:15Z,SUGG.C0.20140610,SUGG.C0.20140610.ANC,,support facility,ANC,4.55,23.4,0.16,50,Gran,,cfoster@neoninc.org,,,-0.04,-1.99,,20220110T211544Z,RELEASE-2022
e1288783-dcfd-43af-b54e-79aa7cf24441,D03,SUGG,SUGG.AOS.littoral1,2014-06-10T14:15Z,2014-06-11T13:40Z,SUGG.IN.20140610,SUGG.IN.20140610.ALK,,support facility,ALK,4.52,24,0.16,50,Gran,,cfoster@neoninc.org,-0.05,-2.26,,,,20220110T211544Z,RELEASE-2022
dcd88f62-5476-44bd-9073-a902d62b6c65,D03,SUGG,SUGG.AOS.littoral1,2014-06-10T14:15Z,2014-06-11T14:00Z,SUGG.IN.20140610,SUGG.IN.20140610.ANC,,support facility,ANC,4.57,24.1,0.16,50,Gran,,cfoster@neoninc.org,,,-0.01,-0.72,,20220110T211544Z,RELEASE-2022
19e6e298-5197-44c6-be29-c6d736aa88a9,D03,SUGG,SUGG.AOS.littoral2,2014-06-10T14:30Z,2014-06-11T13:00Z,SUGG.OT.20140610,SUGG.OT.20140610.ALK,,support facility,ALK,4.35,25.1,0.16,50,Gran,,cfoster@neoninc.org,-0.03,-1.4,,,,20220110T211544Z,RELEASE-2022
eab678e5-4224-4943-a784-abf40e224e2b,D03,SUGG,SUGG.AOS.buoy.c0,2014-07-29T13:40Z,2014-07-29T19:55Z,SUGG.C0.20140729,SUGG.C0.20140729.ALK,,support facility,ALK,4.31,22.4,0.16,50,Gran,collected at 1m,cfoster@neoninc.org,-0.01,-0.4,,,,20220110T210612Z,RELEASE-2022
74740c86-9a42-40b5-979a-ce90cc96cffe,D03,SUGG,SUGG.AOS.buoy.c0,2014-07-29T13:40Z,2014-07-29T20:18Z,SUGG.C0.20140729,SUGG.C0.20140729.ANC,,support facility,ANC,4.52,22.4,0.16,50,Gran,collected at 1m,cfoster@neoninc.org,,,0,-0.09,,20220110T210612Z,RELEASE-2022
311792e1-5788-4cfc-95d6-3bb48ac829f5,D03,SUGG,SUGG.AOS.littoral1,2014-07-29T13:55Z,2014-07-29T20:45Z,SUGG.IN.20140729,SUGG.IN.20140729.ALK,,support facility,ALK,4.36,22.1,0.16,50,Gran,collected at 1m,cfoster@neoninc.org,-0.03,-1.59,,,,20220110T210612Z,RELEASE-2022
75ca9de2-2084-476f-877e-29a3dd368f9f,D03,SUGG,SUGG.AOS.littoral1,2014-07-29T13:55Z,2014-07-29T21:06Z,SUGG.IN.20140729,SUGG.IN.20140729.ANC,,support facility,ANC,4.6,21.3,0.16,50,Gran,collected at 1m,cfoster@neoninc.org,,,0.05,2.38,,20220110T210612Z,RELEASE-2022
fa8df0a9-bfce-4ac5-962f-1e87bdaac3c1,D03,SUGG,SUGG.AOS.littoral2,2014-07-29T14:15Z,2014-07-29T19:20Z,SUGG.OT.20140729,SUGG.OT.20140729.ALK,,support facility,ALK,4.67,24.6,0.16,50,Gran,collected at 1m,cfoster@neoninc.org,0.07,3.6,,,,20220110T210612Z,RELEASE-2022
ef29e1af-fc9f-4844-8bc6-362993acd17d,D03,SUGG,SUGG.AOS.littoral2,2014-07-29T14:15Z,2014-07-29T19:50Z,SUGG.OT.20140729,SUGG.OT.20140729.ANC,,support facility,ANC,4.68,23.8,0.16,50,Gran,collected at 1m,cfoster@neoninc.org,,,0.01,0.37,,20220110T210612Z,RELEASE-2022
6b81bb79-adf8-41cf-b3a9-672b8f3f76c8,D03,SUGG,SUGG.AOS.buoy.c0,2015-03-10T15:55Z,2015-03-11T15:00Z,SUGG.C0.20150310,SUGG.C0.20150310.ANC,,support facility,ANC,4.64,22.5,0.16,50,Gran,,mlehmensiek@neoninc.org,,,0.02,0.82,,20211221T211021Z,RELEASE-2022
f291d9de-7447-499c-97e7-10963f09b37f,D03,SUGG,SUGG.AOS.buoy.c0,2015-03-10T15:55Z,2015-03-11T15:00Z,SUGG.C0.20150310,SUGG.C0.20150310.ALK,,support facility,ALK,4.85,22.9,0.16,50,Gran,,mlehmensiek@neoninc.org,0.04,1.78,,,,20211221T211021Z,RELEASE-2022
178d51cf-33c2-4fc3-8600-8b6f323c49dc,D03,SUGG,SUGG.AOS.littoral1,2015-03-10T16:12Z,2015-03-11T15:40Z,SUGG.IN.20150310,SUGG.IN.20150310.ALK,,support facility,ALK,4.88,21.9,0.16,50,Gran,,mlehmensiek@neoninc.org,0.03,1.34,,,,20211221T211021Z,RELEASE-2022
b80c8085-ad8a-4a32-905d-56fb9b00bacc,D03,SUGG,SUGG.AOS.littoral1,2015-03-10T16:12Z,2015-03-11T15:40Z,SUGG.IN.20150310,SUGG.IN.20150310.ANC,,support facility,ANC,4.82,22.5,0.16,50,Gran,,mlehmensiek@neoninc.org,,,0.02,0.86,,20211221T211021Z,RELEASE-2022
8e8e9e9e-1425-446d-8810-65545350231d,D03,SUGG,SUGG.AOS.littoral2,2015-03-10T16:33Z,2015-03-11T16:20Z,SUGG.OT.20150310,SUGG.OT.20150310.ANC,,support facility,ANC,4.87,22.7,0.16,50,Gran,,mlehmensiek@neoninc.org,,,0.02,1.25,,20211221T211021Z,RELEASE-2022
56134e8b-b95a-4f7d-8790-48b7b334df07,D03,SUGG,SUGG.AOS.littoral2,2015-03-10T16:33Z,2015-03-11T16:20Z,SUGG.OT.20150310,SUGG.OT.20150310.ALK,,support facility,ALK,4.86,21.6,0.16,50,Gran,,mlehmensiek@neoninc.org,0.02,0.8,,,,20211221T211021Z,RELEASE-2022
91473879-dfdf-4df3-89aa-a6ff01fee42a,D03,SUGG,SUGG.AOS.buoy.c0,2015-04-07T15:15Z,2015-04-08T14:35Z,SUGG.C0.20150407,SUGG.C0.20150407.ALK,,support facility,ALK,4.89,21.5,0.16,50,Gran,,ksandusky@neoninc.org,-0.01,-0.74,,,,20211222T002632Z,RELEASE-2022
ccf15f10-e8da-449e-84d9-367aa7b8ea1b,D03,SUGG,SUGG.AOS.buoy.c0,2015-04-07T15:15Z,2015-04-08T14:35Z,SUGG.C0.20150407,SUGG.C0.20150407.ANC,,support facility,ANC,4.8,23.9,0.16,50,Gran,,ksandusky@neoninc.org,,,0.02,0.91,,20211222T002632Z,RELEASE-2022
642cb9ac-bc90-4282-8497-92af36e1353f,D03,SUGG,SUGG.AOS.littoral1,2015-04-07T15:35Z,2015-04-08T15:39Z,SUGG.IN.20150407,SUGG.IN.20150407.ANC,,support facility,ANC,4.78,23.9,0.16,50,Gran,,ksandusky@neoninc.org,,,0.03,1.5,,20211222T002632Z,RELEASE-2022
a586f44c-ee42-4163-8c85-9002a18a44d6,D03,SUGG,SUGG.AOS.littoral1,2015-04-07T15:35Z,2015-04-08T15:39Z,SUGG.IN.20150407,SUGG.IN.20150407.ALK,,support facility,ALK,4.76,22.6,0.16,50,Gran,,ksandusky@neoninc.org,0.03,1.66,,,,20211222T002632Z,RELEASE-2022
dcf989e3-5442-4750-ac81-e3fab39b4dc8,D03,SUGG,SUGG.AOS.littoral2,2015-04-07T15:55Z,2015-04-08T16:15Z,SUGG.OT.20150407,SUGG.OT.20150407.ALK,,support facility,ALK,4.76,23.5,0.16,50,Gran,,ksandusky@neoninc.org,0.02,1.25,,,,20211222T002632Z,RELEASE-2022
3b775dc5-f2b3-4228-9616-51cfdc2e9ab0,D03,SUGG,SUGG.AOS.littoral2,2015-04-07T15:55Z,2015-04-08T16:15Z,SUGG.OT.20150407,SUGG.OT.20150407.ANC,,support facility,ANC,4.75,24.1,0.16,50,Gran,,ksandusky@neoninc.org,,,0.03,1.59,,20211222T002632Z,RELEASE-2022
183b75de-31a0-48ed-9f36-5a5fca72b259,D03,SUGG,SUGG.AOS.buoy.c0,2015-07-23T13:20Z,2015-07-24T11:30Z,SUGG.C0.20150723,SUGG.C0.20150723.ALK,,support facility,ALK,4.74,21.5,0.16,50,Gran,,cfoster@neoninc.org,0.01,0.67,,,,20211222T010505Z,RELEASE-2022
7efd4724-f24a-4068-b896-9bf323a469c3,D03,SUGG,SUGG.AOS.littoral1,2015-07-23T13:20Z,2015-07-24T12:20Z,SUGG.IN.20150723,SUGG.IN.20150723.ANC,,support facility,ANC,4.69,22.5,0.16,50,Gran,,cfoster@neoninc.org,,,-0.01,-0.7,,20211222T010505Z,RELEASE-2022
f80bcbd7-45eb-4ddc-b56b-85d2c85271b9,D03,SUGG,SUGG.AOS.littoral2,2015-07-23T13:20Z,2015-07-24T12:40Z,SUGG.OT.20150723,SUGG.OT.20150723.ANC,,support facility,ANC,4.71,22.9,0.16,50,Gran,,cfoster@neoninc.org,,,0,0.19,,20211222T010505Z,RELEASE-2022
4702dcc1-aa4d-43df-a327-3aa710414283,D03,SUGG,SUGG.AOS.littoral1,2015-07-23T13:20Z,2015-07-24T12:20Z,SUGG.IN.20150723,SUGG.IN.20150723.ALK,,support facility,ALK,4.73,21.4,0.16,50,Gran,,cfoster@neoninc.org,-0.05,-2.51,,,,20211222T010505Z,RELEASE-2022
c8adfbf2-e724-4181-8b69-dd1a0bc710c3,D03,SUGG,SUGG.AOS.buoy.c0,2015-07-23T13:20Z,2015-07-24T11:30Z,SUGG.C0.20150723,SUGG.C0.20150723.ANC,,support facility,ANC,4.73,21.7,0.16,50,Gran,,cfoster@neoninc.org,,,0,0.21,,20211222T010505Z,RELEASE-2022
c33d83a9-8601-481b-9407-3bcdd41edf5c,D03,SUGG,SUGG.AOS.littoral2,2015-07-23T13:20Z,2015-07-24T12:40Z,SUGG.OT.20150723,SUGG.OT.20150723.ALK,,support facility,ALK,4.65,23,0.16,50,Gran,,cfoster@neoninc.org,0,0.14,,,,20211222T010505Z,RELEASE-2022
22ff313f-737b-466c-bea8-d9172272e566,D03,SUGG,SUGG.AOS.littoral1,2016-06-14T13:25Z,2016-06-15T12:53Z,SUGG.IN.20160614,SUGG.IN.20160614.ANC,,support facility,ANC,4.67,20.7,0.16,50,Gran,"",echartrand@neoninc.org,,,0.03,1.32,,20211221T212024Z,RELEASE-2022
de04093a-e653-4d26-9ef5-671759fd9e8c,D03,SUGG,SUGG.AOS.littoral1,2016-06-14T13:25Z,2016-06-15T12:30Z,SUGG.IN.20160614,SUGG.IN.20160614.ALK,,support facility,ALK,4.74,19.7,0.16,50,Gran,"",echartrand@neoninc.org,0.03,1.7,,,,20211221T212024Z,RELEASE-2022
0b4ce886-4e9e-4c29-881e-dba2e42bd63f,D03,SUGG,SUGG.AOS.littoral2,2016-06-14T13:45Z,2016-06-15T13:50Z,SUGG.OT.20160614,SUGG.OT.20160614.ALK.2,,support facility,ALK,4.67,21.5,0.16,50,Gran,replicate 2,echartrand@neoninc.org,0.03,1.3,,,,20211221T212024Z,RELEASE-2022
b403a1e1-63d3-4413-9870-b95e6b99f4e8,D03,SUGG,SUGG.AOS.littoral2,2016-06-14T13:45Z,2016-06-15T13:14Z,SUGG.OT.20160614,SUGG.OT.20160614.ALK,,support facility,ALK,4.7,20.7,0.16,50,Gran,Replicate 1,echartrand@neoninc.org,0.03,1.73,,,,20211221T212024Z,RELEASE-2022
0ba0d8e2-0a76-49ef-abca-c62721e75e93,D03,SUGG,SUGG.AOS.littoral2,2016-06-14T13:45Z,2016-06-15T13:35Z,SUGG.OT.20160614,SUGG.OT.20160614.ANC,,support facility,ANC,4.67,21.8,0.16,50,Gran,"",echartrand@neoninc.org,,,0.03,1.64,,20211221T212024Z,RELEASE-2022
f4c60701-1fdd-4bf7-a17e-5add0ed26e17,D03,SUGG,SUGG.AOS.buoy.c0,2016-06-14T14:00Z,2016-06-15T14:05Z,SUGG.C0.20160614,SUGG.C0.20160614.ALK,,support facility,ALK,4.75,18.7,0.16,50,Gran,"",echartrand@neoninc.org,0.04,2.03,,,,20211221T212024Z,RELEASE-2022
03ba113b-62e5-4eb5-b2b3-101ab4245dcd,D03,SUGG,SUGG.AOS.buoy.c0,2016-06-14T14:00Z,2016-06-15T14:16Z,SUGG.C0.20160614,SUGG.C0.20160614.ANC,,support facility,ANC,4.67,19,0.16,50,Gran,"",echartrand@neoninc.org,,,0.02,1.24,,20211221T212024Z,RELEASE-2022
09c6e66c-0f6d-42f0-a1a4-0f41b4fcbc8f,D03,SUGG,SUGG.AOS.buoy.c0,2016-07-05T12:55Z,2016-07-05T20:15Z,SUGG.C0.20160705,SUGG.C0.20160705.ALK,,support facility,ALK,4.59,22,0.16,50,Gran,"",echartrand@neoninc.org,-0.06,-3.23,,,,20211221T235946Z,RELEASE-2022
f603a06c-37f1-488c-b7d8-10c3182c48f0,D03,SUGG,SUGG.AOS.buoy.c0,2016-07-05T12:55Z,2016-07-05T20:15Z,SUGG.C0.20160705,SUGG.C0.20160705.ANC,,support facility,ANC,4.5,22.3,0.16,50,Gran,"",echartrand@neoninc.org,,,-0.01,-0.26,,20211221T235946Z,RELEASE-2022
e31c210e-3e1d-4400-97aa-4a8d8ef87376,D03,SUGG,SUGG.AOS.littoral2,2016-07-05T13:30Z,2016-07-05T22:17Z,SUGG.OT.20160705,SUGG.OT.20160705.ALK.2,,support facility,ALK,4.57,24.3,0.16,50,Gran,replicate 2,echartrand@neoninc.org,0.01,0.4,,,,20211221T235946Z,RELEASE-2022
13a3e221-b462-450e-9b20-f3f367c60219,D03,SUGG,SUGG.AOS.littoral2,2016-07-05T13:30Z,2016-07-05T20:15Z,SUGG.OT.20160705,SUGG.OT.20160705.ALK,,support facility,ALK,4.57,22.2,0.16,50,Gran,"",echartrand@neoninc.org,0,-0.06,,,,20211221T235946Z,RELEASE-2022
7206f7f5-5048-4742-a30b-387d8b7eff0c,D03,SUGG,SUGG.AOS.littoral2,2016-07-05T13:30Z,2016-07-05T20:15Z,SUGG.OT.20160705,SUGG.OT.20160705.ANC,,support facility,ANC,4.57,23.1,0.16,50,Gran,"",echartrand@neoninc.org,,,0,-0.14,,20211221T235946Z,RELEASE-2022
4fd28191-e5a9-4101-a17d-1d9bbb0d3087,D03,SUGG,SUGG.AOS.littoral1,2016-07-05T14:00Z,2016-07-05T22:00Z,SUGG.IN.20160705,SUGG.IN.20160705.ANC.2,,support facility,ANC,4.54,24.1,0.16,50,Gran,replicate 2,echartrand@neoninc.org,,,0,0.09,,20211221T235946Z,RELEASE-2022
982160d8-cbc0-4c80-9952-fe385a0fb5d9,D03,SUGG,SUGG.AOS.littoral1,2016-07-05T14:00Z,2016-07-05T20:15Z,SUGG.IN.20160705,SUGG.IN.20160705.ANC,,support facility,ANC,4.55,23.4,0.16,50,Gran,"",echartrand@neoninc.org,,,-0.02,-0.83,,20211221T235946Z,RELEASE-2022
26eaf4f1-170c-4e2d-bb9a-5451530b0fdf,D03,SUGG,SUGG.AOS.littoral1,2016-07-05T14:00Z,2016-07-05T20:15Z,SUGG.IN.20160705,SUGG.IN.20160705.ALK,,support facility,ALK,4.56,22.6,0.16,50,Gran,"",echartrand@neoninc.org,0.01,0.32,,,,20211221T235946Z,RELEASE-2022
8fe45c03-f41d-4875-8522-61fdc1465422,D03,SUGG,SUGG.AOS.buoy.c0,2016-08-09T13:30Z,2016-08-10T13:45Z,SUGG.C0.20160809,SUGG.C0.20160809.ALK,,support facility,ALK,4.78,20.9,0.16,50,Gran,replicate 1,ksandusky@neoninc.org,0.04,2,,,,20211221T210858Z,RELEASE-2022
33ee3a2f-125b-4a73-90f3-7b225daf8c68,D03,SUGG,SUGG.AOS.buoy.c0,2016-08-09T13:30Z,2016-08-10T14:20Z,SUGG.C0.20160809,SUGG.C0.20160809.ANC,,support facility,ANC,4.69,22.3,0.16,50,Gran,"",ksandusky@neoninc.org,,,0.04,2.12,,20211221T210858Z,RELEASE-2022
a3a9f763-f2a8-4c64-9b09-e7ef65e26277,D03,SUGG,SUGG.AOS.buoy.c0,2016-08-09T13:30Z,2016-08-10T14:50Z,SUGG.C0.20160809,SUGG.C0.20160809.ANC.2,,support facility,ANC,4.63,22.8,0.16,50,Gran,replicate 2,ksandusky@neoninc.org,,,0.03,1.74,,20211221T210858Z,RELEASE-2022
f93f9c16-8cd1-4c28-aaf6-2c27d4104940,D03,SUGG,SUGG.AOS.buoy.c0,2016-08-09T13:30Z,2016-08-10T15:15Z,SUGG.C0.20160809,SUGG.C0.20160809.ALK.2,,support facility,ALK,4.69,23.1,0.16,50,Gran,replicate 2,ksandusky@neoninc.org,0.06,3.21,,,,20211221T210858Z,RELEASE-2022
c2709f4c-9df6-4bc6-977e-14860247d45a,D03,SUGG,SUGG.AOS.littoral1,2016-08-09T14:30Z,2016-08-10T15:55Z,SUGG.IN.20160809,SUGG.IN.20160809.ALK,,support facility,ALK,4.69,23.2,0.16,50,Gran,"",ksandusky@neoninc.org,0.04,2.14,,,,20211221T210858Z,RELEASE-2022
1ac99cfe-c089-4a87-8889-14427b73514a,D03,SUGG,SUGG.AOS.littoral1,2016-08-09T14:30Z,2016-08-10T16:15Z,SUGG.IN.20160809,SUGG.IN.20160809.ANC,,support facility,ANC,4.68,32.3,0.16,50,Gran,"",ksandusky@neoninc.org,,,0.04,1.78,,20211221T210858Z,RELEASE-2022
13a884eb-1552-4466-a1d8-077d41a57ca4,D03,SUGG,SUGG.AOS.littoral2,2016-08-09T15:02Z,2016-08-10T17:20Z,SUGG.OT.20160809,SUGG.OT.20160809.ANC,,support facility,ANC,4.73,23.4,0.16,50,Gran,"",ksandusky@neoninc.org,,,0.04,1.86,,20211221T210858Z,RELEASE-2022
b98d4527-fb44-4cae-836b-d50f4e9e897e,D03,SUGG,SUGG.AOS.littoral2,2016-08-09T15:02Z,2016-08-10T16:40Z,SUGG.OT.20160809,SUGG.OT.20160809.ALK,,support facility,ALK,4.7,22.7,0.16,50,Gran,"",ksandusky@neoninc.org,0.04,2.21,,,,20211221T210858Z,RELEASE-2022
046977d8-1f84-4e01-9f9a-7ff67127578d,D03,SUGG,SUGG.AOS.buoy.c0,2016-09-06T14:07Z,2016-09-07T11:00Z,SUGG.C0.20160906,SUGG.C0.20160906.ALK,,support facility,ALK,5,20.4,0.16,50,Gran,"",echartrand@neoninc.org,0.07,3.69,,,,20211222T043624Z,RELEASE-2022
d03dc5cb-9917-4b7a-9ef1-8ac35e9aebcf,D03,SUGG,SUGG.AOS.buoy.c0,2016-09-06T14:07Z,2016-09-07T11:11Z,SUGG.C0.20160906,SUGG.C0.20160906.ANC,,support facility,ANC,4.78,20.8,0.16,50,Gran,"",echartrand@neoninc.org,,,0.07,3.63,,20211222T043624Z,RELEASE-2022
9a04edf9-1ea9-4df6-bd7c-90b6a4b5e2cd,D03,SUGG,SUGG.AOS.littoral2,2016-09-06T14:27Z,2016-09-07T11:41Z,SUGG.OT.20160906,SUGG.OT.20160906.ANC,,support facility,ANC,4.77,21.8,0.16,50,Gran,"",echartrand@neoninc.org,,,0.03,1.66,,20211222T043624Z,RELEASE-2022
e3674e04-6a04-4ed2-9691-a8f6231bb643,D03,SUGG,SUGG.AOS.littoral2,2016-09-06T14:27Z,2016-09-07T11:52Z,SUGG.OT.20160906,SUGG.OT.20160906.ANC.2,,support facility,ANC,4.74,22.2,0.16,50,Gran,replicate 2,echartrand@neoninc.org,,,0.06,3.01,,20211222T043624Z,RELEASE-2022
3e7c9ad7-9ee2-4488-a326-54ef89f6e030,D03,SUGG,SUGG.AOS.littoral2,2016-09-06T14:27Z,2016-09-07T11:28Z,SUGG.OT.20160906,SUGG.OT.20160906.ALK,,support facility,ALK,4.78,21.9,0.16,50,Gran,"",echartrand@neoninc.org,0.06,2.84,,,,20211222T043624Z,RELEASE-2022
b38e3624-a06b-4b06-863c-aaaa330fb286,D03,SUGG,SUGG.AOS.littoral1,2016-09-06T14:50Z,2016-09-07T12:16Z,SUGG.IN.20160906,SUGG.IN.20160906.ALK.2,,support facility,ALK,4.78,22.2,0.16,50,Gran,replicate 2,echartrand@neoninc.org,0.02,1.19,,,,20211222T043624Z,RELEASE-2022
cb43b7fa-cdb1-43a7-8cc0-9dba64f1eecc,D03,SUGG,SUGG.AOS.littoral1,2016-09-06T14:50Z,2016-09-07T12:04Z,SUGG.IN.20160906,SUGG.IN.20160906.ALK,,support facility,ALK,4.76,21.7,0.16,50,Gran,ph meter had been calibrated the day before,echartrand@neoninc.org,0.07,3.41,,,,20211222T043624Z,RELEASE-2022
0364eb4b-cb94-4753-8fd3-ea892bc9ecaa,D03,SUGG,SUGG.AOS.littoral1,2016-09-06T14:50Z,2016-09-07T12:28Z,SUGG.IN.20160906,SUGG.IN.20160906.ANC,,support facility,ANC,4.79,22.2,0.16,50,Gran,"",echartrand@neoninc.org,,,0.04,1.95,,20211222T043624Z,RELEASE-2022
42bf87a0-7630-4c23-9cea-0fb1035faa50,D03,SUGG,SUGG.AOS.buoy.c0,2016-10-11T14:22Z,2016-10-11T21:31Z,SUGG.C0.20161011,SUGG.C0.20161011.ANC,,support facility,ANC,4.88,19.8,0.16,50,Gran,replicate1,ksandusky@neoninc.org,,,0.05,2.5,,20211221T205722Z,RELEASE-2022
c5933429-7726-4ccd-9981-e86604099d5a,D03,SUGG,SUGG.AOS.buoy.c0,2016-10-11T14:22Z,2016-10-11T21:45Z,SUGG.C0.20161011,SUGG.C0.20161011.ANC.2,,support facility,ANC,4.88,21,0.16,50,Gran,replicate 2,ksandusky@neoninc.org,,,0.05,2.52,,20211221T205722Z,RELEASE-2022
592bd779-ab1b-4e62-abe7-5175880cc7cf,D03,SUGG,SUGG.AOS.buoy.c0,2016-10-11T14:22Z,2016-10-11T21:02Z,SUGG.C0.20161011,SUGG.C0.20161011.ALK,,support facility,ALK,5.04,20.4,0.16,50,Gran,"",ksandusky@neoninc.org,0.05,2.75,,,,20211221T205722Z,RELEASE-2022
38a58f34-e2ea-4aca-ac0d-29bb1fe8f775,D03,SUGG,SUGG.AOS.littoral1,2016-10-11T14:52Z,2016-10-11T22:17Z,SUGG.IN.20161011,SUGG.IN.20161011.ALK,,support facility,ALK,4.92,22.2,0.16,50,Gran,replicate 1,ksandusky@neoninc.org,0.05,2.29,,,,20211221T205722Z,RELEASE-2022
cc16e5e6-c187-460a-975b-3638a9cf77ae,D03,SUGG,SUGG.AOS.littoral1,2016-10-11T14:52Z,2016-10-11T22:48Z,SUGG.IN.20161011,SUGG.IN.20161011.ANC,,support facility,ANC,4.95,23.2,0.16,50,Gran,"",ksandusky@neoninc.org,,,0.04,1.83,,20211221T205722Z,RELEASE-2022
b5985526-ba09-42c0-8032-c57cb6164edc,D03,SUGG,SUGG.AOS.littoral1,2016-10-11T14:52Z,2016-10-11T22:35Z,SUGG.IN.20161011,SUGG.IN.20161011.ALK.2,,support facility,ALK,4.98,23.3,0.16,50,Gran,replicate 2,ksandusky@neoninc.org,0.06,3.08,,,,20211221T205722Z,RELEASE-2022
2ef16e7f-dcd3-4fad-8fcf-ce64905b3750,D03,SUGG,SUGG.AOS.littoral2,2016-10-11T15:30Z,2016-10-11T23:24Z,SUGG.OT.20161011,SUGG.OT.20161011.ALK,,support facility,ALK,4.88,22.1,0.16,50,Gran,"",ksandusky@neoninc.org,0.05,2.35,,,,20211221T205722Z,RELEASE-2022
8b89b4ed-d177-4337-b44b-772d3fb5dc0d,D03,SUGG,SUGG.AOS.littoral2,2016-10-11T15:30Z,2016-10-11T23:11Z,SUGG.OT.20161011,SUGG.OT.20161011.ANC,,support facility,ANC,4.86,19.1,0.16,50,Gran,"",ksandusky@neoninc.org,,,0.05,2.58,,20211221T205722Z,RELEASE-2022
84396dcd-6d7c-453d-b6ee-937f5d63bf93,D03,SUGG,SUGG.AOS.buoy.c0,2016-10-31T13:30Z,2016-10-31T18:32Z,SUGG.C0.20161031,SUGG.C0.20161031.ALK,,support facility,ALK,4.9,22.4,0.16,50,Gran,"",echartrand@neoninc.org,0.16,8.16,,,,20211221T205722Z,RELEASE-2022
9a714dac-eca9-42df-bb0f-5a785df17b5a,D03,SUGG,SUGG.AOS.buoy.c0,2016-10-31T13:30Z,2016-10-31T18:46Z,SUGG.C0.20161031,SUGG.C0.20161031.ANC.2,,support facility,ANC,4.75,22.9,0.16,50,Gran,replicate 2,echartrand@neoninc.org,,,0.05,2.37,,20211221T205722Z,RELEASE-2022
