Obs_Id,lagoslakeid,sampledate,ActivityConductingOrganizationText,OrganizationFormalName,CharacteristicName,source_parameter,ResultMeasureValue,source_value,source_unit,Conversion,DetectionQuantitationLimitMeasure.MeasureValue,Method_Id,MethodDescriptionText,ActivityCommentText,wqp_monitoringlocationname
WI-214148,48446,1993-05-17,NA,Lac Du Flambeau Band of Lake Superior Chippewa Indians Water Program (Tribal),"Aluminum, total",Aluminum,10000,10000,ug/l,1,5,USEPA 202.2,https://www.nemi.gov/methods/method_summary/5268/,NA,Zee Lake Central
MN-333497,886,1993-05-19,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3760,3760,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",FRASER PIT
MN-297753,886,1993-05-19,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",4081,4081,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",FRASER PIT
MT-20244,459069,1993-05-27,MONT-DEQ,MONT_DEQ_WQX - Montana DEQ - Pre-1999 Data,Alkalinity,"Alkalinity, total",3425,3425.00,mg/l,1,NA,MONT_DEQ_WQX HISTORIC-MONT-DEQ,NA,STOREASE Sample ID: FBC060079305271150,SWAN LAKE - MIDDLE OF SOUTH BASIN
MT-115604,459069,1993-05-27,MONT-DEQ,MONT_DEQ_WQX - Montana DEQ - Pre-1999 Data,Alkalinity,"Alkalinity, total",4300,4300.00,mg/l,1,NA,MONT_DEQ_WQX HISTORIC-MONT-DEQ,NA,STOREASE Sample ID: FBC060079305271215,SWAN LAKE - MIDDLE OF SOUTH BASIN
WI-900204,5371,1993-06-07,WIDNR_WQX,Wisconsin Department of Natural Resources,"Solids, total suspended",Total suspended solids,4180,4180.,mg/l,1,NA,APHA 2540-D,https://www.nemi.gov/methods/method_summary/9819/,NA,Lake Mendota -- Mendota County Park Boat Launch
FL-2895006,184266,1993-08-02,NA,Orange County Environmental Protection (Florida),Alkalinity,"Alkalinity, total",990,990,mg/l,1,1,USEPA 310.1,NA,NA,Apopka (Pine Island)
WI-205011,48446,1993-09-14,NA,Lac Du Flambeau Band of Lake Superior Chippewa Indians Water Program (Tribal),"Aluminum, total",Aluminum,9000,9000,ug/l,1,5,USEPA 202.2,https://www.nemi.gov/methods/method_summary/5268/,NA,Zee Lake Central
WI-818932,4994,1994-04-25,WIDNR_WQX,Wisconsin Department of Natural Resources,"Phosphorus, total",Phosphate-phosphorus,6810,6.81,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,DEER LAKE - SEC 29
MN-297102,4030,1994-05-02,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3370,3370,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SHERMAN PIT
MN-327328,4030,1994-05-02,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3452,3452,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SHERMAN PIT
MN-294417,256630,1994-05-02,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",2946,2946,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-274622,256630,1994-05-02,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",2874,2874,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-245262,256630,1994-05-02,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3026,3026,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-320798,256630,1994-05-02,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3020,3020,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
FL-1968516,196849,1994-05-25,NA,South Florida Water Management District,Conductivity,Specific conductance,53878,53878,uS/cm,1,NA,21FLSFWM WQ-1,NA,NA,W LAKE OKEECHOBEE WATER QUALITY STATION
MN-312876,4030,1994-05-26,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",4114,4114,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SHERMAN PIT
MN-265532,4030,1994-05-26,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",4107,4107,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SHERMAN PIT
MN-288063,256630,1994-05-26,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3434,3434,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-274650,256630,1994-05-26,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3517,3517,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-287472,256630,1994-05-26,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3342,3342,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-329079,256630,1994-05-26,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3425,3425,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-329498,256630,1994-05-26,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3371,3371,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-200809,256630,1994-05-26,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3607,3607,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-291031,4030,1994-06-16,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",4093,4093,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SHERMAN PIT
MN-292961,4030,1994-06-16,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",4138,4138,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SHERMAN PIT
MN-236972,256630,1994-06-16,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3101,3101,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-294452,256630,1994-06-16,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3674,3674,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-340039,256630,1994-06-16,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3189,3189,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-242598,256630,1994-06-16,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3570,3570,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-278226,4030,1994-07-06,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",4006,4006,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SHERMAN PIT
MN-198356,4030,1994-07-06,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",4147,4147,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SHERMAN PIT
MN-246278,256630,1994-07-06,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",2893,2893,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-203380,256630,1994-07-06,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3446,3446,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-274630,256630,1994-07-06,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",2894,2894,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-329517,256630,1994-07-06,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3425,3425,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-296032,4030,1994-08-03,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",4041,4041,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SHERMAN PIT
MN-345601,4030,1994-08-03,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",4759,4759,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SHERMAN PIT
MN-277583,256630,1994-08-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",2804,2804,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-250280,256630,1994-08-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3489,3489,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-258490,256630,1994-08-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",2884,2884,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-294035,256630,1994-08-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3482,3482,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SOUTH TWIN CITY PIT
MN-326278,886,1994-08-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3783,3783,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",FRASER PIT
MN-313755,886,1994-08-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",4350,4350,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",FRASER PIT
MN-308650,4030,1994-09-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",3923,3923,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SHERMAN PIT
MN-326380,4030,1994-09-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Alkalinity,"Alkalinity, total",4481,4481,mg/l,1,NA,APHA 2320,NA,"From study: Limnological Re-Sampling of Chisholm Area Mine Pit Lakes with Reference to Former Aquaculture (2000, NRRI). Entered into EQuIS 2012.",SHERMAN PIT
WI-889566,4900,1995-03-23,WIDNR_WQX,Wisconsin Department of Natural Resources,Secchi,"Depth, Secchi disk depth",100,100,m,1,NA,"NA NA",NA,NA,LAKE REDSTONE - DEEP HOLE
CO-582078,449645,1995-04-12,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Chloride, dissolved",Chloride,1400,1400,mg/l,1,NA,USGS IC022,"Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NORTH POND AT SEEPAGE TEST SITE NP2 (SW)
CO-553289,449645,1995-04-12,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,Conductivity,Specific conductance,13600,13600,uS/cm @25C,1,NA,"NA NA",NA,NA,NORTH POND AT SEEPAGE TEST SITE NP2 (SW)
CO-531685,449645,1995-04-12,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Magnesium, dissolved",Magnesium,720,720,mg/l,1,NA,USGS AA022,"USGS TWRI 5-A1/1989, p 263",NA,NORTH POND AT SEEPAGE TEST SITE NP2 (SW)
CO-524488,449645,1995-04-12,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Selenium, dissolved",Selenium,180,180,ug/l,1,NA,USGS HY011,"USGS TWRI 5-A1/1989, p 403",NA,NORTH POND AT SEEPAGE TEST SITE NP2 (SW)
CO-402599,449645,1995-04-12,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,Sodium,Sodium,2400,2400,mg/l,1,NA,USGS AA035,"USGS TWRI 5-A1/1989, p 425",NA,NORTH POND AT SEEPAGE TEST SITE NP2 (SW)
CO-467194,449645,1995-04-12,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Sulfate, dissolved",Sulfate,6900,6900,mg/l,1,NA,USGS IC022,"Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,NORTH POND AT SEEPAGE TEST SITE NP2 (SW)
AR-409066,408132,1995-05-23,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,Secchi,"Depth, Secchi disk depth",61,61.0,m,1,NA,"NA NA",NA,NA,"LITTLE RIVER NEAR WILTON,ARK."
IN-8598,3248,1995-07-18,NA,Indiana STORET,Alkalinity,"Alkalinity, total",1930,1930,mg/l,1,20,INSTOR_WQX SM2320B,NA,Sample Collector Initials not Recognized: WWJ.,UMK010-0023
CO-401493,360794,1995-07-27,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Nitrogen, NH4",Ammonia and ammonium,1900,1.9,mg/l as N,1000,NA,USGS CL037,"USGS OF 93-125, p 125",NA,STERLING RESERVOIR SITE 1
UT-190346,455360,1995-10-05,NA,Utah Department Of Environmental Quality,Secchi,"Depth, Secchi disk depth",40,40.0,m,1,NA,UTAHDWQ_WQX FIELD MEASURES,NA,NA,BEAR LAKE OFF STATE MARINA
FL-3253133,197198,1996-04-03,U.S. Geological Survey-Water Resources Discipline,USGS Florida Water Science Center,"Nitrogen, nitrite (NO2) + nitrate (NO3)",Inorganic nitrogen (nitrate and nitrite),10000,10.0,mg/l as N,1000,NA,USGS CL048,"USGS OF 93-125, p 157",NA,SWIM LAKE NEAR ALCOMA FL
ND-324122,343653,1996-05-07,U.S. Geological Survey-Water Resources Discipline,USGS North Dakota Water Science Center,"Color, true",Color,1000,1000,PCU,1,NA,USGS CC003,"USGS TWRI 5-A1/1989, p 191",NA,"E. A. PATTERSON LAKE NEAR DICKINSON, ND"
OR-771822,474375,1996-10-01,NA,Klamath Tribes,Secchi,"Depth, Secchi disk depth",99,99,m,1,NA,"NA NA",NA,NA,AGENCY LAKE SOUTH
CA-204474,481099,1996-10-29,NA,National Park Service Water Resources Division,"Mercury, total",Mercury,2800,2.8,ug/l,1000,NA,11NPSWRD_WQX NPS_LEGACY,NA,NA,SOUTH SHORE OF MOUNTAIN LAKE
AZ-202255,454839,1997-04-23,NA,Arizona Department of Environmental Quality,"Mercury, total",Mercury,900,0.9,ug/l,1000,NA,21ARIZ UNKNOWN,NA,NA,VRPEC-A
UT-168594,456264,1997-06-24,NA,Utah Department Of Environmental Quality,"Nitrogen, nitrite (NO2) + nitrate (NO3)",Inorganic nitrogen (nitrate and nitrite),8170,8.17,mg/l,1000,NA,UTAHDWQ_WQX GENERIC METHOD2,NA,NA,DEER CREEK RES AB DAM 01
OR-922980,474375,1997-08-12,NA,Klamath Tribes,Secchi,"Depth, Secchi disk depth",99,99,m,1,NA,"NA NA",NA,NA,AGENCY LAKE NORTH
OR-682127,474375,1997-08-27,NA,Klamath Tribes,Secchi,"Depth, Secchi disk depth",99,99,m,1,NA,"NA NA",NA,NA,AGENCY LAKE SOUTH
OR-811509,474375,1997-09-09,NA,Klamath Tribes,Secchi,"Depth, Secchi disk depth",99,99,m,1,NA,"NA NA",NA,NA,AGENCY LAKE SOUTH
OR-695276,474375,1997-09-23,NA,Klamath Tribes,Secchi,"Depth, Secchi disk depth",99,99,m,1,NA,"NA NA",NA,NA,AGENCY LAKE SOUTH
OR-907032,474375,1997-10-14,NA,Klamath Tribes,Secchi,"Depth, Secchi disk depth",99,99,m,1,NA,"NA NA",NA,NA,AGENCY LAKE SOUTH
FL-457585,184395,1997-11-06,NA,St.  Johns Water Management District (Florida),"Selenium, total",Selenium,121,121,ug/l,1,1.3,USEPA 200.8(W),NA,NA,LAKE SHEELAR @ CENTER (GOLD HEAD BRDG - CLAY CO)
FL-376030,186508,1997-11-12,NA,St.  Johns Water Management District (Florida),"Selenium, total",Selenium,116,116,ug/l,1,1.3,USEPA 200.8(W),NA,NA,center of Lake Dora
FL-448966,189774,1997-11-12,NA,St.  Johns Water Management District (Florida),"Selenium, total",Selenium,104,104,ug/l,1,1.3,USEPA 200.8(W),NA,NA,center of Lake Yale
FL-396103,188720,1997-12-04,NA,St.  Johns Water Management District (Florida),"Arsenic, total",Arsenic,202,202,ug/l,1,0.1,USEPA 200.8(W),NA,NA,LAKE KERR B/T KAUFFMANS ISL AND PT PLEASANT
NV-12953,457120,1998-09-16,U.S. Geological Survey-Water Resources Discipline,USGS Nevada Water Science Center,"Mercury, total",Mercury,9040,9040,ng/l,1,NA,"NA NA",NA,NA,LAHONTAN RES SAMPLE POINT NR CARSON R MOUTH
CA-185026,480592,1998-11-24,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,"Chloride, dissolved",Chloride,3840,3840,mg/l,1,NA,USGS IC022,"Standard Methods (22d ed), 2012, p 4-5 - 4-7",btls ok,ABBOTTS LAGOON LOWER LAGOON PT REYES NTL SEASHORE
CA-170946,480592,1998-11-24,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,Potassium,Potassium,89.1,89.1,mg/l,1,NA,USGS AA030,"USGS TWRI 5-A1/1989, p 393",btls ok,ABBOTTS LAGOON LOWER LAGOON PT REYES NTL SEASHORE
UT-357360,456265,1998-12-02,NA,Utah Department Of Environmental Quality,"Nitrogen, nitrite (NO2) + nitrate (NO3)",Inorganic nitrogen (nitrate and nitrite),7393,7.393,mg/l,1000,NA,UTAHDWQ_WQX GENERIC METHOD2,NA,NA,JORDANELLE RES AB DAM 01
CA-181007,480592,1999-01-27,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,"Chloride, dissolved",Chloride,3260,3260,mg/l,1,NA,USGS IC022,"Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,ABBOTTS LAGOON LOWER LAGOON PT REYES NTL SEASHORE
CA-184469,480592,1999-01-27,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,Potassium,Potassium,66.7,66.7,mg/l,1,NA,USGS AA030,"USGS TWRI 5-A1/1989, p 393",NA,ABBOTTS LAGOON LOWER LAGOON PT REYES NTL SEASHORE
NE-233068,362584,1999-03-16,NA,US Army Corps of Engineers Omaha District,Secchi,"Depth, Secchi disk depth",180,180,m,1,NA,"NA NA",NA,NA,HOLLKND1
CA-90147,480592,1999-05-19,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,"Chloride, dissolved",Chloride,2440,2440,mg/l,1,NA,USGS IC022,"Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,ABBOTTS LAGOON LOWER LAGOON PT REYES NTL SEASHORE
CA-90146,480592,1999-05-19,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,Potassium,Potassium,54,54.0,mg/l,1,NA,USGS AA030,"USGS TWRI 5-A1/1989, p 393",NA,ABBOTTS LAGOON LOWER LAGOON PT REYES NTL SEASHORE
SC-196943,163890,1999-07-27,NA,South Carolina Department of Health and Environmental Control,Salinity,Salinity,31,31,ppth,1,NA,APHA 2520-B,NA,NA,LAKE JOHNSON AT SPILLWAY AT S-42-359
CA-63270,480592,1999-08-26,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,"Chloride, dissolved",Chloride,2830,2830,mg/l,1,NA,USGS IC022,"Standard Methods (22d ed), 2012, p 4-5 - 4-7",NA,ABBOTTS LAGOON LOWER LAGOON PT REYES NTL SEASHORE
CA-63269,480592,1999-08-26,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,Potassium,Potassium,65.7,65.7,mg/l,1,NA,USGS AA030,"USGS TWRI 5-A1/1989, p 393",NA,ABBOTTS LAGOON LOWER LAGOON PT REYES NTL SEASHORE
CA-47086,480592,1999-08-26,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,"Phosphorus, total dissolved",Phosphorus,1420,1.42,mg/l as P,1000,NA,USGS KJ005,USGS OF 92-146,NA,ABBOTTS LAGOON UPPER LAGOON PT REYES NTL SEASHORE
FL-405638,189779,2000-03-15,NA,St.  Johns Water Management District (Florida),Alkalinity,"Alkalinity, total",979,979,mg/l,1,2,USEPA 310.1,NA,NA,Lk Jesup between Caldwell Fields
AZ-258395,454129,2000-05-24,NA,Arizona Department of Environmental Quality,E. coli-CFU,Escherichia coli,1470,1470,cfu/100ml,1,10,21ARIZ COLILERT,NA,NA,CLHAV-ESBSH
AZ-169188,454129,2000-05-24,NA,Arizona Department of Environmental Quality,E. coli-CFU,Escherichia coli,1040,1040,cfu/100ml,1,10,21ARIZ COLILERT,NA,NA,CLHAV-WSBSH
AZ-70210,454129,2000-05-24,MOHAVE COUNTY HEALTH DEPARTMENT,AZDEQ_SW,E. coli-MPN,Escherichia coli,1470,1470,MPN/100ml,1,10,AZDEQ_SW COLILERT,NA,Approved status: DIANNA MARSH 18-AUG-05 11:41:23--- SAMPLE TAKEN: Migrated,100117
TN-11826,268931,2000-07-05,NA,"US Army Corps of Engineers, Nashville District","Phosphorus, total",Phosphorus,6400,6.4,mg/l,1000,NA,USEPA 365.4,https://www.nemi.gov/methods/method_summary/5313/,"Sampled by: RNT, ELK Tag#: 00'-#1863; 50'-#1864",3JPP20009
FL-1498964,211664,2000-07-10,21FLGW,FL Dept. of Environmental Protection,E. coli,Escherichia coli,8600,8600,#/100ml,1,1,USEPA 1103.1,NA,NA,SWBSL1018
AZ-241964,454354,2000-08-02,NA,Arizona Department of Environmental Quality,"Selenium, total",Selenium,25,0.025,mg/l,1000,5,USEPA 200.9,NA,NA,UGDAN-A
AZ-31260,454354,2000-08-02,ARIZONA DEPT OF ENVIRONMENTAL QUALITY,AZDEQ_SW,"Selenium, total",Selenium,25,.025,mg/l,1000,5,AZDEQ_SW EPA 200.9,NA,Approved status: AMANDA FAWLEY 22-JAN-01 12:00:00--- SAMPLE TAKEN: Migrated,100018
MN-1786618,95013,2000-08-11,NA,Minnesota Pollution Control Agency - Ambient Surface Water,Chlorophyll a,"Chlorophyll a, uncorrected for pheophytin",2592,2592,ug/l,1,NA,ASTM (1987) D3731,NA,NA,UNNAMED (S. RICE)
AZ-126691,454185,2000-09-18,U.S. FISH AND WILDLIFE SERVICES,AZDEQ_SW,"Phosphorus, total",Phosphorus,9030,9.03,mg/l,1000,10,AZDEQ_SW EPA 365.2,NA,. Approved status: DIANNA MARSH 22-NOV-05 12:00:00--- SAMPLE TAKEN: Migrated,101350
CA-116825,481868,2001-04-04,NA,California State Water Resources Control Board,"Nitrogen, nitrite (NO2) + nitrate (NO3)",Nitrate,6876.4014,6.8764014,mg/l,1000,NA,CEDEN 16,NA,NA,Devereux Slough at Golf Course culvert
AZ-224664,453976,2001-04-17,NA,Arizona Department of Environmental Quality,Secchi,"Depth, Secchi disk depth",105,105,m,1,NA,21ARIZ UNKNOWN,NA,NA,LCRIV-B
