CharacteristicName,ResultMeasure.MeasureUnitCode,DetectionQuantitationLimitMeasure.MeasureUnitCode,Method_Id,ResultAnalyticalMethod.MethodName,USGSPCode,OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,sampledate,ActivityStartTime.Time,ActivityEndDate,ActivityDepthHeightMeasure.MeasureValue,ActivityDepthHeightMeasure.MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure.MeasureValue,ActivityTopDepthHeightMeasure.MeasureUnitCode,ActivityBottomDepthHeightMeasure.MeasureValue,ActivityBottomDepthHeightMeasure.MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleCollectionMethod.MethodIdentifier,SampleCollectionMethod.MethodIdentifierContext,SampleCollectionMethod.MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,ResultSampleFractionText,ResultMeasureValue,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,ResultDepthHeightMeasure.MeasureValue,ResultDepthHeightMeasure.MeasureUnitCode,ResultDepthAltitudeReferencePointText,ResultAnalyticalMethod.MethodIdentifier,ResultAnalyticalMethod.MethodIdentifierContext,MethodDescriptionText,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure.MeasureValue,ProviderName,ActivityStartDateTime,ActivityEndDateTime,Obs_Id,State,Id_num,wqp_monitoringlocationname,wqp_providername,lagoslakeid,source_parameter,source_value,source_unit,detectionlimit_legacy,detectionlimit_unit_legacy,Conversion,Conversion_dl,Notes,ActivityRelativeDepthName,source_sampledepth,reported_depth,source_sampleposition,lagos_sampledepth,lagos_sampleposition,combined_name,event_id,variableid_lagos,limit_low,limit_high,variableshortname,lake_lat_decdeg,lake_lon_decdeg,neon_zoneid,exclude
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_7_0_20000727_0000,Field Msr/Obs,2000-07-27,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0007,NA,NA,NA,NA,NA,NA,NA,103000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,STORET,2000-07-27 07:00:00,NA,OR-1839808,OR,1839808,UPPER KLAMATH LAKE AT SHOAL WATER BAY,STORET,473584,Conductivity,103,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-07-27KLAMATHTRIBES_WQX-KL0007KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_8_0_20000727_0000,Field Msr/Obs,2000-07-27,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0008,NA,NA,NA,NA,NA,NA,NA,101000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101000,STORET,2000-07-27 07:00:00,NA,OR-1673281,OR,1673281,UPPER KLAMATH LAKE AT MID-LAKE NORTH,STORET,473584,Conductivity,101,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-07-27KLAMATHTRIBES_WQX-KL0008KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_9_0_20000727_0000,Field Msr/Obs,2000-07-27,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0009,NA,NA,NA,NA,NA,NA,NA,101000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101000,STORET,2000-07-27 07:00:00,NA,OR-1884407,OR,1884407,UPPER KLAMATH LAKE AT COON POINT,STORET,473584,Conductivity,101,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-07-27KLAMATHTRIBES_WQX-KL0009KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_10_0_20000727_0000,Field Msr/Obs,2000-07-27,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0010,NA,NA,NA,NA,NA,NA,NA,109000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109000,STORET,2000-07-27 07:00:00,NA,OR-1775112,OR,1775112,AGENCY LAKE SOUTH,STORET,474375,Conductivity,109,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-07-27KLAMATHTRIBES_WQX-KL0010KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.5365145367,-121.965530647,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_11_0_20000727_0000,Field Msr/Obs,2000-07-27,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0011,NA,NA,NA,NA,NA,NA,NA,106000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106000,STORET,2000-07-27 07:00:00,NA,OR-1670892,OR,1670892,AGENCY LAKE NORTH,STORET,474375,Conductivity,106,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-07-27KLAMATHTRIBES_WQX-KL0011KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.5365145367,-121.965530647,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_2_0_20000809_0000,Field Msr/Obs,2000-08-09,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0002,NA,NA,NA,NA,NA,NA,NA,106000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,106000,STORET,2000-08-09 07:00:00,NA,OR-1743631,OR,1743631,UPPER KLAMATH LAKE AT PELICAN MARINA,STORET,473584,Conductivity,106,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-09KLAMATHTRIBES_WQX-KL0002KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_3_0_20000809_0000,Field Msr/Obs,2000-08-09,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0003,NA,NA,NA,NA,NA,NA,NA,103000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,STORET,2000-08-09 07:00:00,NA,OR-1569813,OR,1569813,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,STORET,473584,Conductivity,103,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-09KLAMATHTRIBES_WQX-KL0003KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_4_0_20000809_0000,Field Msr/Obs,2000-08-09,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0004,NA,NA,NA,NA,NA,NA,NA,100000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100000,STORET,2000-08-09 07:00:00,NA,OR-1686723,OR,1686723,UPPER KLAMATH LAKE AT WOCUS BAY,STORET,473584,Conductivity,100,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-09KLAMATHTRIBES_WQX-KL0004KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_5_0_20000809_0000,Field Msr/Obs,2000-08-09,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0005,NA,NA,NA,NA,NA,NA,NA,103000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,103000,STORET,2000-08-09 07:00:00,NA,OR-1595820,OR,1595820,UPPER KLAMATH LAKE AT MID-LAKE,STORET,473584,Conductivity,103,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-09KLAMATHTRIBES_WQX-KL0005KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_6_0_20000809_0000,Field Msr/Obs,2000-08-09,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0006,NA,NA,NA,NA,NA,NA,NA,102000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102000,STORET,2000-08-09 07:00:00,NA,OR-1624679,OR,1624679,UPPER KLAMATH LAKE AT EAGLE RIDGE,STORET,473584,Conductivity,102,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-09KLAMATHTRIBES_WQX-KL0006KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_7_0_20000809_0000,Field Msr/Obs,2000-08-09,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0007,NA,NA,NA,NA,NA,NA,NA,98000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98000,STORET,2000-08-09 07:00:00,NA,OR-1549542,OR,1549542,UPPER KLAMATH LAKE AT SHOAL WATER BAY,STORET,473584,Conductivity,98,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-09KLAMATHTRIBES_WQX-KL0007KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_8_0_20000809_0000,Field Msr/Obs,2000-08-09,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0008,NA,NA,NA,NA,NA,NA,NA,101000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,101000,STORET,2000-08-09 07:00:00,NA,OR-1798715,OR,1798715,UPPER KLAMATH LAKE AT MID-LAKE NORTH,STORET,473584,Conductivity,101,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-09KLAMATHTRIBES_WQX-KL0008KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_9_0_20000809_0000,Field Msr/Obs,2000-08-09,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0009,NA,NA,NA,NA,NA,NA,NA,102000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102000,STORET,2000-08-09 07:00:00,NA,OR-1837383,OR,1837383,UPPER KLAMATH LAKE AT COON POINT,STORET,473584,Conductivity,102,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-09KLAMATHTRIBES_WQX-KL0009KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_10_0_20000809_0000,Field Msr/Obs,2000-08-09,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0010,NA,NA,NA,NA,NA,NA,NA,108000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108000,STORET,2000-08-09 07:00:00,NA,OR-1576791,OR,1576791,AGENCY LAKE SOUTH,STORET,474375,Conductivity,108,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-09KLAMATHTRIBES_WQX-KL0010KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.5365145367,-121.965530647,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_11_0_20000809_0000,Field Msr/Obs,2000-08-09,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0011,NA,NA,NA,NA,NA,NA,NA,109000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,109000,STORET,2000-08-09 07:00:00,NA,OR-1757621,OR,1757621,AGENCY LAKE NORTH,STORET,474375,Conductivity,109,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-09KLAMATHTRIBES_WQX-KL0011KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.5365145367,-121.965530647,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_2_0_20000822_0000,Field Msr/Obs,2000-08-22,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0002,NA,NA,NA,NA,NA,NA,NA,113000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,113000,STORET,2000-08-22 07:00:00,NA,OR-1640487,OR,1640487,UPPER KLAMATH LAKE AT PELICAN MARINA,STORET,473584,Conductivity,113,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-22KLAMATHTRIBES_WQX-KL0002KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_3_0_20000822_0000,Field Msr/Obs,2000-08-22,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0003,NA,NA,NA,NA,NA,NA,NA,123000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,123000,STORET,2000-08-22 07:00:00,NA,OR-1705548,OR,1705548,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,STORET,473584,Conductivity,123,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-22KLAMATHTRIBES_WQX-KL0003KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_4_0_20000822_0000,Field Msr/Obs,2000-08-22,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0004,NA,NA,NA,NA,NA,NA,NA,126000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126000,STORET,2000-08-22 07:00:00,NA,OR-1641404,OR,1641404,UPPER KLAMATH LAKE AT WOCUS BAY,STORET,473584,Conductivity,126,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-22KLAMATHTRIBES_WQX-KL0004KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_5_0_20000822_0000,Field Msr/Obs,2000-08-22,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0005,NA,NA,NA,NA,NA,NA,NA,119000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119000,STORET,2000-08-22 07:00:00,NA,OR-1712110,OR,1712110,UPPER KLAMATH LAKE AT MID-LAKE,STORET,473584,Conductivity,119,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-22KLAMATHTRIBES_WQX-KL0005KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_6_0_20000822_0000,Field Msr/Obs,2000-08-22,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0006,NA,NA,NA,NA,NA,NA,NA,125000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125000,STORET,2000-08-22 07:00:00,NA,OR-1730675,OR,1730675,UPPER KLAMATH LAKE AT EAGLE RIDGE,STORET,473584,Conductivity,125,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-22KLAMATHTRIBES_WQX-KL0006KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_7_0_20000822_0000,Field Msr/Obs,2000-08-22,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0007,NA,NA,NA,NA,NA,NA,NA,126000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126000,STORET,2000-08-22 07:00:00,NA,OR-1699530,OR,1699530,UPPER KLAMATH LAKE AT SHOAL WATER BAY,STORET,473584,Conductivity,126,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-22KLAMATHTRIBES_WQX-KL0007KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_8_0_20000822_0000,Field Msr/Obs,2000-08-22,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0008,NA,NA,NA,NA,NA,NA,NA,126000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126000,STORET,2000-08-22 07:00:00,NA,OR-1569837,OR,1569837,UPPER KLAMATH LAKE AT MID-LAKE NORTH,STORET,473584,Conductivity,126,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-22KLAMATHTRIBES_WQX-KL0008KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_9_0_20000822_0000,Field Msr/Obs,2000-08-22,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0009,NA,NA,NA,NA,NA,NA,NA,126000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,126000,STORET,2000-08-22 07:00:00,NA,OR-1545577,OR,1545577,UPPER KLAMATH LAKE AT COON POINT,STORET,473584,Conductivity,126,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-22KLAMATHTRIBES_WQX-KL0009KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_10_0_20000822_0000,Field Msr/Obs,2000-08-22,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0010,NA,NA,NA,NA,NA,NA,NA,125000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,125000,STORET,2000-08-22 07:00:00,NA,OR-1605110,OR,1605110,AGENCY LAKE SOUTH,STORET,474375,Conductivity,125,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-22KLAMATHTRIBES_WQX-KL0010KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.5365145367,-121.965530647,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_11_0_20000822_0000,Field Msr/Obs,2000-08-22,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0011,NA,NA,NA,NA,NA,NA,NA,116000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,116000,STORET,2000-08-22 07:00:00,NA,OR-1701291,OR,1701291,AGENCY LAKE NORTH,STORET,474375,Conductivity,116,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-08-22KLAMATHTRIBES_WQX-KL0011KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.5365145367,-121.965530647,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_2_0_20000905_0000,Field Msr/Obs,2000-09-05,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0002,NA,NA,NA,NA,NA,NA,NA,107000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,107000,STORET,2000-09-05 07:00:00,NA,OR-1657976,OR,1657976,UPPER KLAMATH LAKE AT PELICAN MARINA,STORET,473584,Conductivity,107,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-09-05KLAMATHTRIBES_WQX-KL0002KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
Conductivity,uS/cm,NA,"NA NA",NA,NA,KLAMATHTRIBES_WQX,Klamath Tribes,KLAMATHTRIBES_WQX-KT_UKL_WQ_3_0_20000905_0000,Field Msr/Obs,2000-09-05,00:00:00,NA,0,m,NA,NA,NA,NA,NA,KT_UKL_WQ,NA,KLAMATHTRIBES_WQX-KL0003,NA,NA,NA,NA,NA,NA,NA,108000,NA,Final,NA,Actual,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,108000,STORET,2000-09-05 07:00:00,NA,OR-1575800,OR,1575800,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND,STORET,473584,Conductivity,108,mS/cm,NA,NA,1000,1000,methods_unknown,NA,0,NA,SPECIFIED,0,SPECIFIED,Klamath Tribes NA,2000-09-05KLAMATHTRIBES_WQX-KL0003KLAMATHTRIBES_WQX0,13,0,1000000,spcond_uscm,42.350418928,-121.862437661,neon_15,2
