Obs_Id,lagoslakeid,sampledate,ActivityConductingOrganizationText,OrganizationFormalName,CharacteristicName,source_parameter,ResultMeasureValue,source_value,source_unit,Conversion,DetectionQuantitationLimitMeasure.MeasureValue,Method_Id,MethodDescriptionText,ActivityCommentText,wqp_monitoringlocationname
OR-683677,473584,1996-08-20,NA,Klamath Tribes,Conductivity,Conductivity,109700,109.7,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE
OR-803123,473584,1996-08-20,NA,Klamath Tribes,Conductivity,Conductivity,112000,112,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT EAGLE RIDGE
OR-763084,473584,1996-08-20,NA,Klamath Tribes,Conductivity,Conductivity,111200,111.2,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT SHOAL WATER BAY
OR-933474,473584,1996-08-20,NA,Klamath Tribes,Conductivity,Conductivity,111100,111.1,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE NORTH
OR-936838,474375,1996-08-20,NA,Klamath Tribes,Conductivity,Conductivity,116000,116,mS/cm,1000,NA,"NA NA",NA,NA,AGENCY LAKE SOUTH
MA-14935,1998,1996-08-21,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,165000,165,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Ryder Pond
MA-72199,128958,1996-08-23,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,140000,140,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Duck Pond Wellfleet
MA-13286,58196,1996-08-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,163000,163,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Great Pond Wellfleet
MA-70426,32145,1996-08-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,155000,155,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Northeast Pond
OR-818096,473584,1996-08-27,NA,Klamath Tribes,Conductivity,Conductivity,113500,113.5,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT FREMONT BRIDGE
MA-13161,88380,1996-08-28,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,170000,170,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Round Pond Eastham
OR-757454,473584,1996-09-04,NA,Klamath Tribes,Conductivity,Conductivity,111100,111.1,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT FREMONT BRIDGE
OR-820412,473584,1996-09-04,NA,Klamath Tribes,Conductivity,Conductivity,112400,112.4,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE
OR-955275,473584,1996-09-04,NA,Klamath Tribes,Conductivity,Conductivity,113100,113.1,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT EAGLE RIDGE
OR-688729,473584,1996-09-04,NA,Klamath Tribes,Conductivity,Conductivity,117900,117.9,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT SHOAL WATER BAY
OR-717166,473584,1996-09-04,NA,Klamath Tribes,Conductivity,Conductivity,113600,113.6,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE NORTH
OR-852837,474375,1996-09-04,NA,Klamath Tribes,Conductivity,Conductivity,110700,110.7,mS/cm,1000,NA,"NA NA",NA,NA,AGENCY LAKE SOUTH
MA-14531,131060,1996-09-10,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,153000,153,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Herring Pond
MA-15421,49905,1996-09-16,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,146000,146,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Gull Pond
OR-834324,473584,1996-09-16,NA,Klamath Tribes,Conductivity,Conductivity,110600,110.6,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT FREMONT BRIDGE
OR-718217,473584,1996-09-16,NA,Klamath Tribes,Conductivity,Conductivity,110400,110.4,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE
OR-706750,473584,1996-09-16,NA,Klamath Tribes,Conductivity,Conductivity,112500,112.5,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT EAGLE RIDGE
OR-844255,473584,1996-09-16,NA,Klamath Tribes,Conductivity,Conductivity,114800,114.8,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT SHOAL WATER BAY
OR-784640,473584,1996-09-16,NA,Klamath Tribes,Conductivity,Conductivity,111300,111.3,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE NORTH
OR-794932,474375,1996-09-16,NA,Klamath Tribes,Conductivity,Conductivity,109700,109.7,mS/cm,1000,NA,"NA NA",NA,NA,AGENCY LAKE SOUTH
MA-14772,84181,1996-09-18,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,128000,128,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Great Pond Truro
MA-13175,128958,1996-09-24,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,113000,113,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Duck Pond Wellfleet
MA-72204,58196,1996-09-27,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,130000,130,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Great Pond Wellfleet
OR-800401,473584,1996-10-01,NA,Klamath Tribes,Conductivity,Conductivity,105100,105.1,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT FREMONT BRIDGE
OR-787430,473584,1996-10-01,NA,Klamath Tribes,Conductivity,Conductivity,102300,102.3,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE
OR-875831,473584,1996-10-01,NA,Klamath Tribes,Conductivity,Conductivity,104300,104.3,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT EAGLE RIDGE
OR-759134,473584,1996-10-01,NA,Klamath Tribes,Conductivity,Conductivity,105100,105.1,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT SHOAL WATER BAY
OR-771689,473584,1996-10-01,NA,Klamath Tribes,Conductivity,Conductivity,104300,104.3,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE NORTH
MA-13237,131060,1996-10-02,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,147000,147,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Herring Pond
MA-14909,49905,1996-10-07,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,144600,144.6,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Gull Pond
OR-826325,473584,1996-10-16,NA,Klamath Tribes,Conductivity,Conductivity,119000,119,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT FREMONT BRIDGE
OR-718155,473584,1996-10-16,NA,Klamath Tribes,Conductivity,Conductivity,112900,112.9,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE
OR-764763,473584,1996-10-16,NA,Klamath Tribes,Conductivity,Conductivity,112600,112.6,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT EAGLE RIDGE
OR-831460,473584,1996-10-16,NA,Klamath Tribes,Conductivity,Conductivity,117900,117.9,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT SHOAL WATER BAY
OR-849077,473584,1996-10-16,NA,Klamath Tribes,Conductivity,Conductivity,115800,115.8,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE NORTH
OR-749922,474375,1996-10-16,NA,Klamath Tribes,Conductivity,Conductivity,101200,101.2,mS/cm,1000,NA,"NA NA",NA,NA,AGENCY LAKE SOUTH
MA-13146,49905,1996-10-30,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,152000,152,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Gull Pond
OR-936994,473584,1996-10-31,NA,Klamath Tribes,Conductivity,Conductivity,107300,107.3,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT FREMONT BRIDGE
OR-960607,473584,1996-10-31,NA,Klamath Tribes,Conductivity,Conductivity,100600,100.6,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE
OR-855878,473584,1996-10-31,NA,Klamath Tribes,Conductivity,Conductivity,108300,108.3,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT EAGLE RIDGE
OR-962212,473584,1996-10-31,NA,Klamath Tribes,Conductivity,Conductivity,109200,109.2,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT SHOAL WATER BAY
OR-939814,473584,1996-10-31,NA,Klamath Tribes,Conductivity,Conductivity,109600,109.6,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE NORTH
MA-72230,128958,1996-11-06,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,125000,125,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Duck Pond Wellfleet
MA-14889,84181,1996-11-06,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,137000,137,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Great Pond Truro
OR-860778,473584,1997-03-12,NA,Klamath Tribes,Conductivity,Conductivity,102600,102.6,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT WOCUS BAY
MA-18594,88380,1997-04-04,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,180000,180,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Round Pond Eastham
MA-74430,107803,1997-04-08,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,171000,171,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Slough Pond
MA-16626,24816,1997-04-11,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,129000,129,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Higgins Pond
MA-75853,48867,1997-04-11,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,135000,135,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Williams Pond
MA-75741,49905,1997-04-16,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,135000,135,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Gull Pond
MA-18474,131060,1997-04-17,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,137000,137,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Herring Pond
MA-73735,87313,1997-04-22,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,163000,163,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Horseleech Pond Basin 2
MA-16723,87313,1997-04-22,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,162000,162,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Horseleech Pond
MA-16814,128958,1997-04-25,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,107000,107,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Duck Pond Wellfleet
MA-73945,84181,1997-04-30,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,123000,123,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Great Pond Truro
MA-16728,58196,1997-04-30,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,118000,118,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Great Pond Wellfleet
MA-16803,1998,1997-04-30,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,138000,138,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Ryder Pond
OR-800087,473584,1997-05-06,NA,Klamath Tribes,Conductivity,Conductivity,101200,101.2,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT PELICAN MARINA
OR-707025,473584,1997-05-06,NA,Klamath Tribes,Conductivity,Conductivity,100300,100.3,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT WOCUS BAY
OR-731696,473584,1997-05-06,NA,Klamath Tribes,Conductivity,Conductivity,101900,101.9,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT EAGLE RIDGE
OR-739523,473584,1997-05-06,NA,Klamath Tribes,Conductivity,Conductivity,101800,101.8,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT SHOAL WATER BAY
OR-901781,473584,1997-05-06,NA,Klamath Tribes,Conductivity,Conductivity,101300,101.3,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE NORTH
OR-802915,474375,1997-05-06,NA,Klamath Tribes,Conductivity,Conductivity,100800,100.8,mS/cm,1000,NA,"NA NA",NA,NA,AGENCY LAKE NORTH
MA-18785,49905,1997-05-29,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,145500,145.5,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Gull Pond
MA-16792,34145,1997-05-29,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,105000,105,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Long Pond Truro
MA-18767,34145,1997-05-29,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,105600,105.6,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Long Pond Basin 2
MA-16565,57117,1997-06-04,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,103000,103,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Dyer Pond
MA-17006,1998,1997-06-04,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,149000,149,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Ryder Pond
MA-16805,84181,1997-06-10,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,135000,135,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Great Pond Truro
MA-75664,131060,1997-06-11,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,152000,152,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Herring Pond
MA-16527,49905,1997-06-12,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,143900,143.9,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Gull Pond
MA-75405,34145,1997-06-12,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,108000,108,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Long Pond Truro
MA-16583,34145,1997-06-12,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,103100,103.1,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Long Pond Basin 2
MA-16579,128958,1997-06-16,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,119000,119,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Duck Pond Wellfleet
MA-18539,58196,1997-06-16,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,126000,126,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Great Pond Wellfleet
OR-732188,473584,1997-06-16,NA,Klamath Tribes,Conductivity,Conductivity,118900,118.9,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT PELICAN MARINA
OR-891977,473584,1997-06-16,NA,Klamath Tribes,Conductivity,Conductivity,113600,113.6,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND
OR-684628,473584,1997-06-16,NA,Klamath Tribes,Conductivity,Conductivity,111000,111,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT WOCUS BAY
OR-784602,473584,1997-06-16,NA,Klamath Tribes,Conductivity,Conductivity,114700,114.7,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE
OR-706561,473584,1997-06-16,NA,Klamath Tribes,Conductivity,Conductivity,146300,146.3,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT EAGLE RIDGE
OR-860740,473584,1997-06-16,NA,Klamath Tribes,Conductivity,Conductivity,100700,100.7,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE NORTH
OR-848180,474375,1997-06-16,NA,Klamath Tribes,Conductivity,Conductivity,114600,114.6,mS/cm,1000,NA,"NA NA",NA,NA,AGENCY LAKE SOUTH
OR-811567,474375,1997-06-16,NA,Klamath Tribes,Conductivity,Conductivity,124700,124.7,mS/cm,1000,NA,"NA NA",NA,NA,AGENCY LAKE NORTH
MA-16759,1998,1997-06-17,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,144000,144,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Ryder Pond
MA-18502,53129,1997-06-20,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,102000,102,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Snow Pond
MA-16809,84181,1997-06-23,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,133000,133,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Great Pond Truro
MA-16634,131060,1997-06-23,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,149000,149,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Herring Pond
MA-73584,34145,1997-06-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,106000,106,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Long Pond Truro
MA-73946,34145,1997-06-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,109700,109.7,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Long Pond Basin 2
MA-18677,49905,1997-06-27,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,149000,149,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Gull Pond
MA-16688,57117,1997-07-01,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,105000,105,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Dyer Pond
OR-798838,473584,1997-07-02,NA,Klamath Tribes,Conductivity,Conductivity,103000,103,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT WOCUS BAY
OR-938250,473584,1997-07-02,NA,Klamath Tribes,Conductivity,Conductivity,104000,104,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT SHOAL WATER BAY
WA-113097,465713,1997-07-15,NA,U.S. Army Corps of Engineers Walla Walla District,Conductivity,Specific conductance,142400,0.1424,mho/cm,1000000,NA,"NA NA",NA,NA,NA
OR-894443,473584,1997-07-16,NA,Klamath Tribes,Conductivity,Conductivity,102200,102.2,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND
OR-845629,473584,1997-07-16,NA,Klamath Tribes,Conductivity,Conductivity,122700,122.7,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT WOCUS BAY
OR-760763,473584,1997-07-16,NA,Klamath Tribes,Conductivity,Conductivity,101400,101.4,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE
OR-848615,473584,1997-07-16,NA,Klamath Tribes,Conductivity,Conductivity,112700,112.7,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT EAGLE RIDGE
OR-682778,473584,1997-07-16,NA,Klamath Tribes,Conductivity,Conductivity,116700,116.7,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT SHOAL WATER BAY
OR-860930,473584,1997-07-16,NA,Klamath Tribes,Conductivity,Conductivity,101300,101.3,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE NORTH
OR-707568,473584,1997-07-16,NA,Klamath Tribes,Conductivity,Conductivity,100800,100.8,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT COON POINT
OR-710627,474375,1997-07-16,NA,Klamath Tribes,Conductivity,Conductivity,105200,105.2,mS/cm,1000,NA,"NA NA",NA,NA,AGENCY LAKE SOUTH
MA-73769,128958,1997-07-18,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,123000,123,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Duck Pond Wellfleet
MA-18671,58196,1997-07-18,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,114000,114,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Great Pond Wellfleet
MA-73938,34145,1997-07-21,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,106000,106,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Long Pond Basin 2
MA-16701,1998,1997-07-21,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,156000,156,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Ryder Pond
MA-18482,131060,1997-07-22,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,196000,196,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Herring Pond
MA-73942,49905,1997-07-24,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,105000,105,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Gull Pond
MA-17204,58196,1997-07-30,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,125000,125,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Great Pond Wellfleet
OR-709969,473584,1997-07-30,NA,Klamath Tribes,Conductivity,Conductivity,101000,101,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT WOCUS BAY
OR-908900,473584,1997-07-30,NA,Klamath Tribes,Conductivity,Conductivity,111000,111,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE
OR-711541,473584,1997-07-30,NA,Klamath Tribes,Conductivity,Conductivity,127000,127,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT EAGLE RIDGE
OR-748495,473584,1997-07-30,NA,Klamath Tribes,Conductivity,Conductivity,108000,108,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT SHOAL WATER BAY
OR-793635,473584,1997-07-30,NA,Klamath Tribes,Conductivity,Conductivity,105000,105,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE NORTH
OR-795307,473584,1997-07-30,NA,Klamath Tribes,Conductivity,Conductivity,111000,111,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT COON POINT
MA-16818,1998,1997-07-31,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,147000,147,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Ryder Pond
MA-16741,87313,1997-08-11,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,189000,189,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Horseleech Pond Basin 2
MA-18668,58196,1997-08-12,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,122000,122,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Great Pond Wellfleet
OR-773010,473584,1997-08-12,NA,Klamath Tribes,Conductivity,Conductivity,102900,102.9,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT PELICAN MARINA
OR-859223,473584,1997-08-12,NA,Klamath Tribes,Conductivity,Conductivity,100700,100.7,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT WOCUS BAY
OR-775268,473584,1997-08-12,NA,Klamath Tribes,Conductivity,Conductivity,101300,101.3,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT EAGLE RIDGE
OR-770831,473584,1997-08-12,NA,Klamath Tribes,Conductivity,Conductivity,101600,101.6,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT SHOAL WATER BAY
OR-833477,473584,1997-08-12,NA,Klamath Tribes,Conductivity,Conductivity,102200,102.2,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE NORTH
OR-915222,473584,1997-08-12,NA,Klamath Tribes,Conductivity,Conductivity,104100,104.1,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT COON POINT
OR-736849,474375,1997-08-12,NA,Klamath Tribes,Conductivity,Conductivity,113400,113.4,mS/cm,1000,NA,"NA NA",NA,NA,AGENCY LAKE SOUTH
OR-750162,474375,1997-08-12,NA,Klamath Tribes,Conductivity,Conductivity,108200,108.2,mS/cm,1000,NA,"NA NA",NA,NA,AGENCY LAKE NORTH
MA-73835,131060,1997-08-14,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,153000,153,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Herring Pond
MA-18750,1998,1997-08-22,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,120000,120,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Ryder Pond
MA-75827,1998,1997-08-26,NA,National Park Service Water Resources Division,Conductivity,Specific conductance,149000,149,mS/cm,1000,500000,11NPSWRD_WQX NPS_HYDROLA_H2O,NA,NA,Ryder Pond
OR-852087,473584,1997-08-27,NA,Klamath Tribes,Conductivity,Conductivity,119000,119,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT PELICAN MARINA
OR-827878,473584,1997-08-27,NA,Klamath Tribes,Conductivity,Conductivity,116000,116,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT NORTH BUCK ISLAND
OR-815943,473584,1997-08-27,NA,Klamath Tribes,Conductivity,Conductivity,113000,113,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT WOCUS BAY
OR-902776,473584,1997-08-27,NA,Klamath Tribes,Conductivity,Conductivity,119000,119,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT MID-LAKE
OR-785082,473584,1997-08-27,NA,Klamath Tribes,Conductivity,Conductivity,116000,116,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT EAGLE RIDGE
OR-696808,473584,1997-08-27,NA,Klamath Tribes,Conductivity,Conductivity,118000,118,mS/cm,1000,NA,"NA NA",NA,NA,UPPER KLAMATH LAKE AT SHOAL WATER BAY
