Obs_Id,lagoslakeid,sampledate,ActivityConductingOrganizationText,OrganizationFormalName,CharacteristicName,source_parameter,ResultMeasureValue,source_value,source_unit,Conversion,DetectionQuantitationLimitMeasure.MeasureValue,Method_Id,MethodDescriptionText,ActivityCommentText,wqp_monitoringlocationname
MN-3213360,1934,1988-06-13,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,30,0.03,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,WHITE BEAR
MN-3212313,1934,1988-06-13,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,10,0.01,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,WHITE BEAR
WI-1009733,5403,1988-06-21,U.S. Geological Survey-Water Resources Discipline,USGS Wisconsin Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,35,0.035,mg/l as P,1000,NA,"NA NA",NA,NA,"LITTLE MUSKEGO LAKE AT MUSKEGO, WI"
WI-1094646,5403,1988-06-21,U.S. Geological Survey-Water Resources Discipline,USGS Wisconsin Water Science Center,"Phosphorus, total",Phosphorus,22,0.022,mg/l as P,1000,NA,"NA NA",NA,NA,"LITTLE MUSKEGO LAKE AT MUSKEGO, WI"
WI-1008806,5403,1988-06-21,U.S. Geological Survey-Water Resources Discipline,USGS Wisconsin Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,49,0.049,mg/l as P,1000,NA,"NA NA",NA,NA,"LITTLE MUSKEGO LAKE AT MUSKEGO, WI"
WI-993359,5403,1988-06-21,U.S. Geological Survey-Water Resources Discipline,USGS Wisconsin Water Science Center,"Phosphorus, total",Phosphorus,31,0.031,mg/l as P,1000,NA,"NA NA",NA,NA,"LITTLE MUSKEGO LAKE AT MUSKEGO, WI"
TX-306147,424032,1988-06-28,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,600,0.6,mg/l as N,1000,NA,USGS CL051,"USGS TWRI 5-A1/1989, p 327",NA,"Lk Houston Site AC nr Houston, TX"
TX-306148,424032,1988-06-28,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,400,0.4,mg/l as N,1000,NA,USGS CL083,"USGS TWRI 5-A1/1989, p 327",NA,"Lk Houston Site AC nr Houston, TX"
TX-160511,424032,1988-06-28,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,500,0.5,mg/l as N,1000,NA,USGS CL051,"USGS TWRI 5-A1/1989, p 327",NA,"Lk Houston Site AC nr Houston, TX"
TX-160512,424032,1988-06-28,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,300,0.3,mg/l as N,1000,NA,USGS CL083,"USGS TWRI 5-A1/1989, p 327",NA,"Lk Houston Site AC nr Houston, TX"
MN-2689335,1361,1988-08-02,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,380,0.38,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,McCARRON
MN-2693100,1361,1988-08-02,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,170,0.17,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,McCARRON
MN-2698769,3053,1988-08-02,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,180,0.18,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,JOHANNA
MN-2693318,3053,1988-08-02,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,120,0.12,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,JOHANNA
MN-2694296,685,1988-08-11,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,260,0.26,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,OWASSO
MN-2690168,685,1988-08-11,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,70,0.07,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,OWASSO
CO-509588,376378,1988-08-17,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Phosphorus, total",Phosphorus,4,0.004,mg/l as P,1000,NA,"NA NA",NA,NA,PUEBLO RESERVOIR SITE 5C
CO-593400,376378,1988-08-17,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Phosphorus, total dissolved",Phosphorus,60,0.06,mg/l as P,1000,NA,"NA NA",NA,NA,PUEBLO RESERVOIR SITE 5C
MN-5222773,2842,1988-12-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,800,0.8,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,BIG KANDIYOHI
MN-5222864,2842,1988-12-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,160,0.16,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,BIG KANDIYOHI
TX-548753,424032,1989-01-10,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,5000,5,mg/l as N,1000,NA,USGS CL051,"USGS TWRI 5-A1/1989, p 327",KJD-N DISS & TOTAL WERE RERUN & DUPLI,"Lk Houston Site AL nr Sheldon, TX"
TX-903327,424032,1989-01-10,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,500,0.5,mg/l as N,1000,NA,USGS CL083,"USGS TWRI 5-A1/1989, p 327",KJD-N DISS & TOTAL WERE RERUN & DUPLI,"Lk Houston Site AL nr Sheldon, TX"
TX-769286,424033,1989-01-10,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,1100,1.1,mg/l as N,1000,NA,USGS CL051,"USGS TWRI 5-A1/1989, p 327",NA,"Lk Houston Site EL nr Sheldon, TX"
TX-776285,424033,1989-01-10,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,400,0.4,mg/l as N,1000,NA,USGS CL083,"USGS TWRI 5-A1/1989, p 327",NA,"Lk Houston Site EL nr Sheldon, TX"
CO-290479,376378,1989-05-23,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Phosphorus, total",Phosphorus,23,0.023,mg/l as P,1000,NA,"NA NA",NA,NA,PUEBLO RESERVOIR SITE 5C
CO-290480,376378,1989-05-23,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Phosphorus, total dissolved",Phosphorus,62,0.062,mg/l as P,1000,NA,"NA NA",NA,NA,PUEBLO RESERVOIR SITE 5C
AR-396167,290083,1989-05-24,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,70,0.07,mg/l as P,1000,NA,USGS CL054,"USGS OF 93-125, p 197",NA,"Lake Winona DS from Gillis Branch near Reform, AR"
AR-396166,290083,1989-05-24,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,"Phosphorus, total",Phosphorus,10,0.01,mg/l as P,1000,NA,USGS CL084,"USGS TWRI 5-A1/1989, p 367",NA,"Lake Winona DS from Gillis Branch near Reform, AR"
CO-480006,376378,1989-05-24,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Phosphorus, total",Phosphorus,19,0.019,mg/l as P,1000,NA,"NA NA",NA,NA,PUEBLO RESERVOIR SITE 7B
CO-480007,376378,1989-05-24,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Phosphorus, total dissolved",Phosphorus,45,0.045,mg/l as P,1000,NA,"NA NA",NA,NA,PUEBLO RESERVOIR SITE 7B
CO-394999,376378,1989-05-24,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Phosphorus, total",Phosphorus,38,0.038,mg/l as P,1000,NA,"NA NA",NA,NA,PUEBLO RESERVOIR SITE 7B
CO-266042,376378,1989-05-24,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Phosphorus, total dissolved",Phosphorus,63,0.063,mg/l as P,1000,NA,"NA NA",NA,NA,PUEBLO RESERVOIR SITE 7B
NM-15053,386997,1989-08-17,U.S. Geological Survey-Water Resources Discipline,USGS New Mexico Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,20,0.02,mg/l as P,1000,NA,USGS CL054,"USGS OF 93-125, p 197",NA,"UTE RE AT SITE B,0.6 MILES AB UTE DAM, NM"
NM-15051,386997,1989-08-17,U.S. Geological Survey-Water Resources Discipline,USGS New Mexico Water Science Center,"Phosphorus, total",Phosphorus,10,0.01,mg/l as P,1000,NA,USGS CL084,"USGS TWRI 5-A1/1989, p 367",NA,"UTE RE AT SITE B,0.6 MILES AB UTE DAM, NM"
AR-587399,393135,1990-01-31,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,130,0.13,mg/l as P,1000,NA,USGS CL054,"USGS OF 93-125, p 197",NA,Lake Maumelle at Natural Steps
AR-587398,393135,1990-01-31,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,"Phosphorus, total",Phosphorus,20,0.02,mg/l as P,1000,NA,USGS CL084,"USGS TWRI 5-A1/1989, p 367",NA,Lake Maumelle at Natural Steps
CO-181208,451829,1990-05-23,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,900,0.9,mg/l as N,1000,NA,USGS CL051,"USGS TWRI 5-A1/1989, p 327","CN RR KDJ-D&T,PO4-D,PO4+H;VALUES VER'","STAGECOACH RESERVOIR AT DAM, COLORADO"
CO-181209,451829,1990-05-23,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,500,0.5,mg/l as N,1000,NA,USGS CL083,"USGS TWRI 5-A1/1989, p 327","CN RR KDJ-D&T,PO4-D,PO4+H;VALUES VER'","STAGECOACH RESERVOIR AT DAM, COLORADO"
CA-83462,480828,1990-06-06,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,600,0.60,mg/l as N,1000,NA,USGS CL051,"USGS TWRI 5-A1/1989, p 327",NA,CALERO RES A DAM NR NEW ALMADEN CA
CA-83463,480828,1990-06-06,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,300,0.30,mg/l as N,1000,NA,USGS CL083,"USGS TWRI 5-A1/1989, p 327",NA,CALERO RES A DAM NR NEW ALMADEN CA
AR-218974,393135,1990-07-10,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,30,0.03,mg/l as P,1000,NA,USGS CL054,"USGS OF 93-125, p 197",NA,"LAKE MAUMELLE DS FROM TWIN CREEK NEAR WYE, AR"
AR-218973,393135,1990-07-10,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,"Phosphorus, total",Phosphorus,20,0.02,mg/l as P,1000,NA,USGS CL084,"USGS TWRI 5-A1/1989, p 367",NA,"LAKE MAUMELLE DS FROM TWIN CREEK NEAR WYE, AR"
AR-405902,393135,1990-07-10,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,30,0.03,mg/l as P,1000,NA,USGS CL054,"USGS OF 93-125, p 197",NA,"LAKE MAUMELLE DS FROM TWIN CREEK NEAR WYE, AR"
AR-386470,393135,1990-07-10,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,"Phosphorus, total",Phosphorus,20,0.02,mg/l as P,1000,NA,USGS CL084,"USGS TWRI 5-A1/1989, p 367",NA,"LAKE MAUMELLE DS FROM TWIN CREEK NEAR WYE, AR"
MN-1160087,1964,1990-08-23,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,220,0.22,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,LONG
MN-1205761,1964,1990-08-23,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,90,0.09,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,LONG
CA-28818,480828,1990-09-19,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,500,0.50,mg/l as N,1000,NA,USGS CL051,"USGS TWRI 5-A1/1989, p 327",NA,CALERO RES A DAM NR NEW ALMADEN CA
CA-54452,480828,1990-09-19,U.S. Geological Survey-Water Resources Discipline,USGS California Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,300,0.30,mg/l as N,1000,NA,USGS CL083,"USGS TWRI 5-A1/1989, p 327",NA,CALERO RES A DAM NR NEW ALMADEN CA
MN-2120513,1143,1990-10-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,1000,1,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,ALIMAGNET
MN-2133218,1143,1990-10-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,90,0.09,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,ALIMAGNET
SD-2549,915,1991-01-07,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,585,0.585,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,BIG STONE
SD-2512,915,1991-01-07,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,292,0.292,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,BIG STONE
SD-2585,915,1991-01-07,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,598,0.598,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,BIG STONE
SD-2579,915,1991-01-07,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,353,0.353,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,BIG STONE
SD-2593,915,1991-02-04,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,384,0.384,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,BIG STONE
SD-2691,915,1991-02-04,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,193,0.193,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,BIG STONE
AR-638126,290083,1991-02-05,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,800,0.80,mg/l as N,1000,NA,USGS CL051,"USGS TWRI 5-A1/1989, p 327",NA,"Lake Winona at Reform, AR"
AR-580189,290083,1991-02-05,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,500,0.50,mg/l as N,1000,NA,USGS CL083,"USGS TWRI 5-A1/1989, p 327",NA,"Lake Winona at Reform, AR"
AR-542596,290083,1991-02-05,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,"Nitrogen, dissolved Kjeldahl",Kjeldahl nitrogen,400,0.40,mg/l as N,1000,NA,USGS CL051,"USGS TWRI 5-A1/1989, p 327",UPDATE KDJ-T DUE TO PREV. INTERFEREN,"Lake Winona at Reform, AR"
AR-497728,290083,1991-02-05,"USGS-District Water-Quality Lab, Little Rock, Arkansas",USGS Arkansas Water Science Center,"Nitrogen, total Kjeldahl",Kjeldahl nitrogen,200,0.20,mg/l as N,1000,NA,USGS CL083,"USGS TWRI 5-A1/1989, p 327",UPDATE KDJ-T DUE TO PREV. INTERFEREN,"Lake Winona at Reform, AR"
WI-2218935,4485,1991-04-18,WIDNR_WQX,Wisconsin Department of Natural Resources,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,126,0.126,mg/l,1000,NA,APHA 4500-P-E,https://www.nemi.gov/methods/method_summary/7436/,NA,PATTEN LAKE - EAST BASIN - DEEP HOLE
WI-2213762,4485,1991-04-18,WIDNR_WQX,Wisconsin Department of Natural Resources,"Phosphorus, total",Phosphate-phosphorus,19,0.019,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,PATTEN LAKE - EAST BASIN - DEEP HOLE
MN-2728535,2532,1991-04-24,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,182,0.182,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,PHALEN
MN-2731036,2532,1991-04-24,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,54,0.054,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,PHALEN
WI-952143,2746,1991-07-24,WIDNR_WQX,Wisconsin Department of Natural Resources,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus,208,0.208,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,FISH LAKE - DEEP HOLE-LITTORAL ZONE
WI-932693,2746,1991-07-24,WIDNR_WQX,Wisconsin Department of Natural Resources,"Phosphorus, total",Phosphate-phosphorus,6,0.006,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,FISH LAKE - DEEP HOLE-LITTORAL ZONE
WI-2562780,4746,1991-08-22,WIDNR_WQX,Wisconsin Department of Natural Resources,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,230,0.23,mg/l,1000,NA,APHA 4500-P-E,https://www.nemi.gov/methods/method_summary/7436/,NA,CROOKED LAKE - DEEP HOLE
WI-2560024,4746,1991-08-22,WIDNR_WQX,Wisconsin Department of Natural Resources,"Phosphorus, total",Phosphate-phosphorus,16,0.016,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,CROOKED LAKE - DEEP HOLE
AZ-270606,454987,1991-09-27,U.S. Geological Survey-Water Resources Discipline,USGS Arizona Water Science Center,"Phosphorus, total",Phosphorus,10,0.01,mg/l as P,1000,NA,USGS KJ010,USGS OF 92-146,NA,LK PLEASANT 0.3 KM ABV WADDELL DAM
AZ-279578,454987,1991-09-27,U.S. Geological Survey-Water Resources Discipline,USGS Arizona Water Science Center,"Phosphorus, total dissolved",Phosphorus,20,0.02,mg/l as P,1000,NA,USGS CL061,USGS OF 92-146,NA,LK PLEASANT 0.3 KM ABV WADDELL DAM
CO-560725,449642,1991-10-02,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Phosphorus, total",Phosphorus,20,0.02,mg/l as P,1000,NA,USGS KJ010,USGS OF 92-146,NA,LAKE GRANBY NEAR GRANBY SITE 2 (WEST SIDE)
CO-388547,449642,1991-10-02,U.S. Geological Survey-Water Resources Discipline,USGS Colorado Water Science Center,"Phosphorus, total dissolved",Phosphorus,30,0.03,mg/l as P,1000,NA,USGS CL061,USGS OF 92-146,NA,LAKE GRANBY NEAR GRANBY SITE 2 (WEST SIDE)
ND-679689,341692,1992-07-08,NA,North Dakota Department Of Environmental Quality,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus,75,0.075,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,"Lake Tschida - deepest, nr dam"
ND-552000,341692,1992-07-08,NA,North Dakota Department Of Environmental Quality,"Phosphorus, total",Phosphate-phosphorus,38,0.038,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,"Lake Tschida - deepest, nr dam"
MN-4771501,3523,1992-07-21,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,1080,1.08,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,PEPIN
MN-4769620,3523,1992-07-21,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,215,0.215,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,PEPIN
WI-850273,620,1992-07-31,WIDNR_WQX,Wisconsin Department of Natural Resources,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus,15,0.015,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Cedar Lake - Deep Hole - Mid-Lake Off Demmings Point
WI-860176,620,1992-07-31,WIDNR_WQX,Wisconsin Department of Natural Resources,"Phosphorus, total",Phosphate-phosphorus,7,0.007,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Cedar Lake - Deep Hole - Mid-Lake Off Demmings Point
MN-2049623,3523,1992-08-19,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,598,0.598,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,PEPIN
MN-2049634,3523,1992-08-19,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,218,0.218,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,PEPIN
MN-4768915,3523,1992-09-02,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,1250,1.25,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,PEPIN
MN-4773820,3523,1992-09-02,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,240,0.24,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,PEPIN
MN-3226787,1934,1992-09-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,102,0.102,mg/l,1000,NA,MNPCA LEG_P00671,NA,NA,WHITE BEAR
MN-3226927,1934,1992-09-29,NA,Minnesota Pollution Control Agency - Ambient Surface Water,"Phosphorus, total",Phosphorus,18,0.018,mg/l,1000,NA,MNPCA LEG_P00665,NA,NA,WHITE BEAR
TX-733500,430181,1993-01-06,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Phosphorus, soluble reactive orthophosphate",Orthophosphate,20,0.02,mg/l as P,1000,NA,USGS CL054,"USGS OF 93-125, p 197",NA,"Possum Kingdom Lk Site DC nr Graford, TX"
TX-747298,430181,1993-01-06,U.S. Geological Survey-Water Resources Discipline,USGS Texas Water Science Center,"Phosphorus, total dissolved",Phosphorus,10,0.01,mg/l as P,1000,NA,USGS CL061,USGS OF 92-146,NA,"Possum Kingdom Lk Site DC nr Graford, TX"
FL-2319479,184266,1993-02-01,NA,Orange County Environmental Protection (Florida),"Phosphorus, soluble reactive orthophosphate",Phosphorus,730,0.73,mg/l,1000,5,USEPA 365.1,NA,NA,Apopka (Two Miles out Smith)
FL-2972125,184266,1993-02-01,NA,Orange County Environmental Protection (Florida),"Phosphorus, total",Phosphorus,158,0.158,mg/l,1000,1,USEPA 365.1,NA,NA,Apopka (Two Miles out Smith)
ND-702809,330715,1993-02-23,NA,North Dakota Department Of Environmental Quality,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus,12,0.012,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Smishek Lake - Deepest
ND-539184,330715,1993-02-23,NA,North Dakota Department Of Environmental Quality,"Phosphorus, total",Phosphate-phosphorus,0,0,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Smishek Lake - Deepest
ND-522747,313082,1993-02-23,NA,North Dakota Department Of Environmental Quality,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus,21,0.021,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Baukol-Noonan Dam - Deepest
ND-449494,313082,1993-02-23,NA,North Dakota Department Of Environmental Quality,"Phosphorus, total",Phosphate-phosphorus,0,0,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Baukol-Noonan Dam - Deepest
ND-489166,313082,1993-02-23,NA,North Dakota Department Of Environmental Quality,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus,36,0.036,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Baukol-Noonan Dam - Deepest
ND-827612,313082,1993-02-23,NA,North Dakota Department Of Environmental Quality,"Phosphorus, total",Phosphate-phosphorus,0,0,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Baukol-Noonan Dam - Deepest
ND-530609,315372,1993-03-03,NA,North Dakota Department Of Environmental Quality,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus,90,0.09,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Tolna Dam - Deepest
ND-682482,315372,1993-03-03,NA,North Dakota Department Of Environmental Quality,"Phosphorus, total",Phosphate-phosphorus,55,0.055,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Tolna Dam - Deepest
ND-896463,311094,1993-03-04,NA,North Dakota Department Of Environmental Quality,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus,25,0.025,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Lake Metigoshe - N Basin
ND-676971,311094,1993-03-04,NA,North Dakota Department Of Environmental Quality,"Phosphorus, total",Phosphate-phosphorus,0,0,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Lake Metigoshe - N Basin
ND-694359,311094,1993-03-04,NA,North Dakota Department Of Environmental Quality,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus,21,0.021,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Lake Metigoshe - N Basin
ND-744481,311094,1993-03-04,NA,North Dakota Department Of Environmental Quality,"Phosphorus, total",Phosphate-phosphorus,0,0,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Lake Metigoshe - N Basin
ND-617330,311094,1993-03-04,NA,North Dakota Department Of Environmental Quality,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus,28,0.028,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Lake Metigoshe - N Basin
ND-411208,311094,1993-03-04,NA,North Dakota Department Of Environmental Quality,"Phosphorus, total",Phosphate-phosphorus,0,0,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Lake Metigoshe - N Basin
ND-679037,311094,1993-03-04,NA,North Dakota Department Of Environmental Quality,"Phosphorus, soluble reactive orthophosphate",Phosphate-phosphorus,13,0.013,mg/l,1000,NA,USEPA 365.1,https://www.nemi.gov/methods/method_summary/4823/,NA,Lake Metigoshe - S Basin
