PUBLICATION_DATE,UID,SITE_ID,DATE_COL,VISIT_NO,SAMPLE_TYPE,NOT_COLLECTED,LAB,MATRIX,SAM_CODE,ANALYTE,BATCH_ID,SAMPLE_ID,E_COLI_PRESENT,E_COLI_RESULT,TOTAL_COLIFORMS_RESULT,LRL,MDL,UNITS,E_COLI_NARS_FLAG,TOTAL_COLIFORMS_NARS_FLAG,E_COLI_IM_COMMENT,TOTAL_COLIFORMS_IM_COMMENT,E_COLI_RPD,TOTAL_COLIFORMS_RPD,LG_WELLS_FLUOR,LG_WELLS_POS,SM_WELLS_FLUOR,SM_WELLS_POS,DATE_RECEIVED,ARRIVAL_TEMP,COND_COMMENT,CONDITION_CODE,INCUBATION_START_DATE,INCUBATION_START_TIME,DATE_ANALYZED,FINAL_TEMP,HOLDING_TIME,ANALYST,INSTRUMENT,METHOD,REAGENT_LOT_NO,REVIEWER,TIME_COUNTED,QC_COMMENT,HQ_NOTES
4/28/2021,2010383,NLA17_IN-10028,6/27/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0026,851314,A,,410.6,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,23,29-Jun-17,4.9,,W,29-Jun-17,13:55,30-Jun-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:58,,
4/28/2021,2010384,NLA17_MT-10004,6/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0028,846634,A,,111.2,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,43,0,8,1-Jul-17,3.2,,OK,1-Jul-17,14:05,2-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,16:07,,
4/28/2021,2010385,NLA17_MT-10005,6/28/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0027,846604,A,,2,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,0,0,2,30-Jun-17,2.5,,OK,30-Jun-17,13:46,1-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:06,,
4/28/2021,2010386,NLA17_NE-10001,6/28/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0027,847294,A,,193.5,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,48,0,12,30-Jun-17,5.3,,W,30-Jun-17,13:46,1-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:06,,
4/28/2021,2010387,NLA17_AR-10016,6/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0027,851914,P,1,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,1,49,0,48,30-Jun-17,3.5,,OK,30-Jun-17,13:46,1-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:06,,
4/28/2021,2010388,NLA17_KS-HP002,6/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0027,856144,P,2,290.9,2419.6,1,MPN/100 ml,,,,,,,1,49,1,17,30-Jun-17,1.6,,OK,30-Jun-17,13:46,1-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:06,,
4/28/2021,2010389,NLA17_MA-HP001,6/27/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0025,858094,A,,272.3,2419.6,1,MPN/100 ml,ND,,,,,,0,48,0,20,28-Jun-17,2.8,,OK,28-Jun-17,12:47,29-Jun-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:24,,
4/28/2021,2010390,NLA17_TX-10015,6/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0027,836374,P,21.1,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,15,49,3,48,30-Jun-17,3.3,,OK,30-Jun-17,13:46,1-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:06,,
4/28/2021,2010391,NLA17_OK-10035,6/28/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0027,846814,A,,365.4,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,21,30-Jun-17,1.5,,OK,30-Jun-17,13:46,1-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:06,,
4/28/2021,2010392,NLA17_SD-10003,6/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0027,856384,P,3.1,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,3,49,0,48,30-Jun-17,5.9,,W,30-Jun-17,13:46,1-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:06,,
4/28/2021,2010393,NLA17_UT-10005,6/29/2017,1,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4/28/2021,2010394,NLA17_ND-10002,6/30/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0028,854074,P,1,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,1,49,0,48,1-Jul-17,3.4,,OK,1-Jul-17,14:05,2-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,16:07,,
4/28/2021,2010395,NLA17_KS-HP003,6/30/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0028,856204,A,,2419.6,2419.6,1,MPN/100 ml,ND,Q,,,,,0,49,0,48,1-Jul-17,5.5,,W,1-Jul-17,14:05,2-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,16:07,,
4/28/2021,2010396,NLA17_NC-10004,6/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0028,854404,P,1,344.8,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,20,1-Jul-17,4.8,,W,1-Jul-17,14:05,2-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,16:07,,
4/28/2021,2010397,NLA17_SC-10003,6/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0028,854434,P,31.5,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,20,49,5,48,1-Jul-17,4.2,,W,1-Jul-17,14:05,2-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,16:07,,
4/28/2021,2010398,NLA17_NM-10037,6/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0028,843124,P,21.6,290.9,2419.6,1,MPN/100 ml,H,H,,,,,12,49,7,17,1-Jul-17,1.6,,OK,1-Jul-17,14:05,2-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,16:07,,
4/28/2021,2010399,NLA17_OK-10033,6/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0028,846844,P,1,461.1,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,25,1-Jul-17,5.5,,W,1-Jul-17,14:05,2-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,16:07,,
4/28/2021,2010400,NLA17_FL-10029,6/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0027,840784,P,8.5,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,69.84%,0.00%,7,49,1,48,30-Jun-17,1.9,,OK,30-Jun-17,13:46,1-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:06,,
4/28/2021,2010401,NLA17_NH-10917,6/28/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0027,858124,A,,2419.6,2419.6,1,MPN/100 ml,H;ND,H;Q,,,,,0,49,0,48,30-Jun-17,3.4,,OK,30-Jun-17,13:46,1-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:06,,
4/28/2021,2010402,NLA17_OR-10013,6/29/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0028,857074,A,,461.1,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,25,1-Jul-17,3.5,,OK,1-Jul-17,14:05,2-Jul-17,35,,MLV,Model 2X Sealer,IDEXX,LM206C,ES,16:07,,
4/28/2021,2010403,NLA17_NJ-10002,7/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0029,839134,A,,1413.6,2419.6,1,MPN/100 ml,ND,,,,,,0,49,0,43,6-Jul-17,4.5,,W,6-Jul-17,11:32,7-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:26,,Incorrect date on DATE_COUNTED. Corrected
4/28/2021,2010404,NLA17_ME-10006,7/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0029,856534,P,3.1,113.7,2419.6,1,MPN/100 ml,,,,,,,3,42,0,11,6-Jul-17,5.1,,W,6-Jul-17,11:32,7-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:26,,Incorrect date on DATE_COUNTED. Corrected
4/28/2021,2010405,NLA17_TX-10087,7/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0029,836584,P,1,1986.3,2419.6,1,MPN/100 ml,,,,,,,1,49,0,46,6-Jul-17,4.7,,W,6-Jul-17,11:32,7-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:26,,Incorrect date on DATE_COUNTED. Corrected
4/28/2021,2010406,NLA17_ND-10021,7/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0029,851704,p,1,20.9,2419.6,1,MPN/100 ml,,,,,,,1,17,0,4,6-Jul-17,5.2,,W,6-Jul-17,11:32,7-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:26,,Incorrect date on DATE_COUNTED. Corrected
4/28/2021,2010407,NLA17_IA-10007,7/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0030,850804,P,1,770.1,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,34,7-Jul-17,4.2,,W,7-Jul-17,12:25,8-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,
4/28/2021,2010408,NLA17_CA-10008,7/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0031,840724,P,1,307.6,2419.6,1,MPN/100 ml,H,H,,,,,0,49,1,18,8-Jul-17,5.4,DATE_RECEIVED not within 2 days,"W, Q",8-Jul-17,12:54,9-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,DATE_COLLECTED not within 2 days of DATE_RECEIVED. Flagged with a condition code
4/28/2021,2010409,NLA17_CA-10012,7/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0031,841774,P,1,325.5,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,19,8-Jul-17,5.1,DATE_RECEIVED not within 2 days,"W, Q",8-Jul-17,12:54,9-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,DATE_COLLECTED not within 2 days of DATE_RECEIVED. Flagged with a condition code
4/28/2021,2010410,NLA17_ND-10019,7/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0030,838264,P,7.5,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,7,49,0,48,7-Jul-17,3,,OK,7-Jul-17,12:25,8-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,
4/28/2021,2010411,NLA17_CA-10055,7/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0030,838774,P,4.1,344.8,2419.6,1,MPN/100 ml,,,,,,,4,49,0,20,7-Jul-17,2.1,,OK,7-Jul-17,12:25,8-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,
4/28/2021,2010412,NLA17_CT-10021,7/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0030,850234,P,3,686.7,2419.6,1,MPN/100 ml,,,,,,,2,49,1,32,7-Jul-17,2.9,,OK,7-Jul-17,12:25,8-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,
4/28/2021,2010413,NLA17_TX-10030,7/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0031,836554,P,4.1,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,200.00%,0.00%,3,49,1,48,8-Jul-17,4.6,,W,8-Jul-17,12:54,9-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,
4/28/2021,2010414,NLA17_MO-10010,7/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0030,846364,P,2,1986.3,2419.6,1,MPN/100 ml,,,,,,,2,49,0,46,7-Jul-17,-0.5,,OK,7-Jul-17,12:25,8-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,"CONDITION_CODE marked as T, but they are not above 4 degrees C. Condition code changed to OK"
4/28/2021,2010415,NLA17_PA-10015,7/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0030,858304,P,3.1,920.8,2419.6,1,MPN/100 ml,,,,,,,3,49,0,37,7-Jul-17,2.8,,OK,7-Jul-17,12:25,8-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,
4/28/2021,2010416,NLA17_MI-10027,7/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0030,856114,P,1,920.8,2419.6,1,MPN/100 ml,,,,,,,1,49,0,37,7-Jul-17,3.8,,OK,7-Jul-17,12:25,8-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,
4/28/2021,2010417,NLA17_RI-10010,7/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0030,856324,A,,2419.6,2419.6,1,MPN/100 ml,ND,Q,,,0.00%,0.00%,0,49,0,48,7-Jul-17,2.5,,OK,7-Jul-17,12:25,8-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,May need to add a space between the BS# and actual number in LAB_ID column. Corrected
4/28/2021,2010418,NLA17_DE-10003,7/5/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0030,837004,P,3.1,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,3,49,0,48,7-Jul-17,0,,OK,7-Jul-17,12:25,8-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,
4/28/2021,2010419,NLA17_FL-10034,7/6/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0031,840844,P,3.1,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,3,49,0,48,8-Jul-17,3.7,,OK,8-Jul-17,12:54,9-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,12:59,,
4/28/2021,2010420,NLA17_OH-10031,7/10/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0032,852004,P,1,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,0,49,1,48,11-Jul-17,3.6,,OK,11-Jul-17,10:50,12-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:13,,
4/28/2021,2010421,NLA17_SD-10011,7/10/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0032,853174,A,,2419.6,2419.6,1,MPN/100 ml,ND,Q,,,,,0,49,0,48,11-Jul-17,5.1,,W,11-Jul-17,10:50,12-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:13,"Even though temp out, sample received on wet ice.",
4/28/2021,2010422,NLA17_MN-10010,7/10/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,849964,A,,238.2,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,48,0,17,12-Jul-17,4.1,,W,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,"Even though temp out, sample received on wet ice.",
4/28/2021,2010423,NLA17_ND-10001,7/10/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,839494,P,2,517.2,2419.6,1,MPN/100 ml,H,H,,,,,1,49,1,27,12-Jul-17,4.1,,W,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,"Even though temp out, sample received on wet ice.",
4/28/2021,2010424,NLA17_MT-10059,7/10/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,846664,P,4.1,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,69.84%,0.00%,3,49,1,48,12-Jul-17,3.7,,OK,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,,
4/28/2021,2010425,NLA17_OK-10085,7/10/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,862174,P,1,2419.6,2419.6,1,MPN/100 ml,H,H,,,,,1,49,0,47,12-Jul-17,3.8,,OK,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,,
4/28/2021,2010426,NLA17_AZ-10005,7/10/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,846154,P,1,206.4,2419.6,1,MPN/100 ml,H,H,,,,,1,47,0,17,13-Jul-17,1.9,DATE_RECEIVED not within 2 days,Q,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,DATE_COLLECTED not within 2 days of DATE_RECEIVED. Flagged with a condition code
4/28/2021,2010427,NLA17_DE-10006,7/10/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,837034,P,2,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,200.00%,0.00%,2,49,0,48,12-Jul-17,5.1,,W,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,"Even though temp out, sample received on wet ice.",
4/28/2021,2010428,NLA17_AL-10005,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,863404,P,6.3,435.2,2419.6,1,MPN/100 ml,,,,,,,6,49,0,24,12-Jul-17,4.4,,W,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,"Even though temp out, sample received on wet ice.",
4/28/2021,2010429,NLA17_AL-10001,7/10/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0032,863434,P,3,1299.7,2419.6,1,MPN/100 ml,,,,,,,2,49,1,42,11-Jul-17,4.3,,W,11-Jul-17,10:50,12-Jul-17,35.5,,JH,Model 2X Sealer,IDEXX,LM206C,ES,12:13,"Even though temp out, sample received on wet ice.",
4/28/2021,2010430,NLA17_ND-10102,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,838234,A,,2419.6,2419.6,1,MPN/100 ml,H;ND,H;Q,,,,,0,49,0,48,13-Jul-17,4.3,,W,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010431,NLA17_PA-10013,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,858274,P,2,1299.7,2419.6,1,MPN/100 ml,,,,,43.14%,34.13%,1,49,1,42,12-Jul-17,3.8,,OK,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,,
4/28/2021,2010432,NLA17_MN-10187,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,850144,P,1,416,2419.6,1,MPN/100 ml,,,,,,,1,48,0,29,12-Jul-17,5.1,,W,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,"Even though temp out, sample received on wet ice.",
4/28/2021,2010433,NLA17_SD-10037,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,853204,P,3.1,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,3,49,0,48,12-Jul-17,5.3,,W,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,"Even though temp out, sample received on wet ice.",
4/28/2021,2010434,NLA17_PA-HP001,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,858484,A,,248.1,2419.6,1,MPN/100 ml,ND,,,,,,0,49,0,14,12-Jul-17,4.3,,W,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,"Even though temp out, sample received on wet ice.",
4/28/2021,2010435,NLA17_MT-10029,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,862564,P,193.5,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,11.48%,0.00%,48,49,12,48,13-Jul-17,2.6,,OK,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010436,NLA17_NE-10006,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,851374,A,,2419.6,2419.6,1,MPN/100 ml,H;ND,H;Q,,,,,0,49,0,48,13-Jul-17,1.5,,OK,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010437,NLA17_NE-10059,7/10/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,851344,P,1,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,1,49,0,48,12-Jul-17,3.3,,OK,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,,
4/28/2021,2010438,NLA17_NE-10007,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,847234,P,1,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,1,49,0,48,13-Jul-17,7.6,,W,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010439,NLA17_MO-10007,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,846424,P,6.3,770.1,2419.6,1,MPN/100 ml,,,,,,,6,49,0,34,12-Jul-17,4.7,,W,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,"Even though temp out, sample received on wet ice.",
4/28/2021,2010440,NLA17_CO-10024,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,840934,A,,37.3,2419.6,1,MPN/100 ml,H;ND,H,,,0.00%,4.94%,0,24,0,4,13-Jul-17,3.7,,OK,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010441,NLA17_OR-10003,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,843904,A,,16.1,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,14,0,0,13-Jul-17,4,,OK,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010442,NLA17_CA-10005,7/10/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,837904,A,,9.7,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,8,0,1,12-Jul-17,4.9,,W,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,"Even though temp out, sample received on wet ice.",
4/28/2021,2010443,NLA17_SC-10002,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0035,842014,A,,547.5,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,28,14-Jul-17,5.6,DATE_RECEIVED not within 2 days,"W, Q",14-Jul-17,12:42,15-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,13:20,,DATE_COLLECTED not within 2 days of DATE_RECEIVED. Flagged with a condition code
4/28/2021,2010444,NLA17_SC-10024,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,841834,A,,387.3,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,49,0,22,13-Jul-17,3.1,,OK,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010445,NLA17_OR-10002,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,853744,A,,11.8,2419.6,1,MPN/100 ml,H;ND,H,,,,,0,7,0,4,13-Jul-17,2.9,,OK,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010446,NLA17_CA-10021,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,837934,P,435.2,2419.6,2419.6,1,MPN/100 ml,H,H;Q,,,,,49,49,24,48,13-Jul-17,3.6,,OK,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010447,NLA17_TX-10002,7/11/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,836524,A,,2419.6,2419.6,1,MPN/100 ml,H;ND,H;Q,,,0.00%,0.00%,0,49,0,48,13-Jul-17,1.5,,OK,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010448,NLA17_OH-10002,7/12/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,851974,P,22.8,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,17,49,2,48,13-Jul-17,3.9,,OK,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010449,NLA17_NJ-10008,7/12/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,839224,P,22.8,816.4,2419.6,1,MPN/100 ml,,,,,,,17,49,2,35,13-Jul-17,3.8,,OK,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010450,NLA17_SC-10015,7/12/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,859654,P,3,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,2,49,1,48,13-Jul-17,2,,OK,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010451,NLA17_LA-10006,7/12/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,836044,P,5.1,1986.3,2419.6,1,MPN/100 ml,,,,,,,3,49,2,46,13-Jul-17,5.5,,W,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010452,NLA17_PA-10025,7/12/2017,1,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0034,858244,P,44.1,2419.6,2419.6,1,MPN/100 ml,,Q,,,,,28,49,3,48,13-Jul-17,1.1,,OK,13-Jul-17,12:52,14-Jul-17,35,,ES,Model 2X Sealer,IDEXX,LM206C,ES,14:00,,
4/28/2021,2010453,NLA17_GA-10001,7/11/2017,2,BACT,,GLEC,WATER,REGULAR,E_COLI,GLC0033,834304,P,2419.6,2419.6,2419.6,1,MPN/100 ml,Q,Q,E coli result greater than LRL; IM changed to LRL (2419.6).,E coli result greater than LRL; IM changed to LRL (2419.6).,,,49,49,48,48,12-Jul-17,4.5,,W,12-Jul-17,12:12,13-Jul-17,35,,JH,Model 2X Sealer,IDEXX,LM206C,ES,13:52,"Even though temp out, sample received on wet ice.",
